Symbol,Date,Open,High,Low,Close,Volume,PGEZF SMA,PGEZF spanTwelveEMA,PGEZF spanTwntySixEMA,PGEZF_x,PGEZF_y
PGEZF,2020-10-22,0.231,0.231,0.231,0.231,9500,0.231,0.2320239625456065,0.2394154690292903,-0.00739150648368378,-0.007941334769734583
PGEZF,2020-10-21,0.22505,0.22505,0.22,0.22,4000,0.22,0.23221013755389855,0.2400887065516335,-0.007878568997734925,-0.008078791841247277
PGEZF,2020-10-20,0.2335,0.2335,0.2335,0.2335,100,0.2335,0.23443016256369836,0.24169580307576416,-0.007265640512065823,-0.008128847552125357
PGEZF,2020-10-19,0.24,0.2486,0.23,0.23,25475,0.23,0.2345992830298253,0.2423514673218253,-0.007752184292000003,-0.008344649312140249
PGEZF,2020-10-16,0.235,0.235,0.235,0.235,5000,0.235,0.2354355163079753,0.2433395847075713,-0.007904068399595982,-0.00849276556717531
PGEZF,2020-10-15,0.235,0.235,0.235,0.235,10000,0.235,0.2355147010912436,0.24400675148417705,-0.008492050392933437,-0.008639939859070134
PGEZF,2020-10-14,0.24,0.24,0.24,0.24,6400,0.24,0.23560828310783336,0.24472729160291126,-0.009119008495077852,-0.008676912225604301
PGEZF,2020-10-13,0.245,0.25,0.22885999999999998,0.23205,18593,0.23205,0.2348097891274395,0.2451054749311441,-0.010295685803704656,-0.008566388158235898
PGEZF,2020-10-12,0.22,0.22,0.22,0.22,2000,0.21999999999999995,0.2353115689687921,0.24614991292563565,-0.010838343956843577,-0.00813406374686872
PGEZF,2020-10-09,0.2299,0.2299,0.215,0.215,7375,0.21499999999999994,0.2380954905994815,0.2482419059596865,-0.010146415360204995,-0.007457993694375012
PGEZF,2020-10-08,0.205,0.2209,0.205,0.2209,5900,0.2209,0.2422946707084781,0.25090125843646144,-0.008606587727983284,-0.006785888277917515
PGEZF,2020-10-07,0.2277,0.228506,0.2204,0.228506,4200,0.228506,0.2461846108372924,0.25330135911137835,-0.007116748274085981,-0.006330713415401059
PGEZF,2020-10-06,0.237,0.2539,0.237,0.245,10000,0.245,0.2493989037168001,0.25528498784028864,-0.0058860841234885655,-0.006134204700729834
PGEZF,2020-10-05,0.2135,0.255,0.2135,0.255,9390,0.255,0.2501987043925819,0.2561077868675117,-0.0059090824749298285,-0.006196234845040158
PGEZF,2020-10-02,0.2425,0.2425,0.2425,0.2425,100,0.2425,0.24932574155486956,0.25619640981691266,-0.0068706682620431345,-0.006268022937567753
PGEZF,2020-10-01,0.257096,0.2584,0.23705,0.23705,20846,0.23705000000000004,0.25056678547393674,0.25729212260226564,-0.006725337128328901,-0.0061173616064489145
PGEZF,2020-09-30,0.2528,0.2559,0.2528,0.2559,4693,0.2559,0.25302438283283435,0.2589114924104469,-0.005887109577612515,-0.005965367725978917
PGEZF,2020-09-29,0.26,0.26,0.25999,0.25999,3960,0.25998999999999994,0.25250154334789515,0.25915241180328263,-0.006650868455387482,-0.005984932263070503
PGEZF,2020-09-28,0.24,0.249,0.23399999999999999,0.249,16400,0.24899999999999994,0.2511400057747852,0.2590854047475453,-0.007945398972760087,-0.005818448214991259
PGEZF,2020-09-25,0.23,0.2301,0.23,0.2301,1500,0.2301,0.25152909773383697,0.2598922371273489,-0.008363139393511855,-0.0052867105255490375
PGEZF,2020-09-24,0.19899999999999998,0.231,0.19899999999999998,0.2224,21255,0.2224,0.2554252973218074,0.2622756160975368,-0.006850318775729392,-0.004517603308558319
PGEZF,2020-09-23,0.24,0.2564,0.24,0.25276,84198,0.25275999999999993,0.2614298968348633,0.2654656653853397,-0.004035768550476382,-0.00393442444176555
PGEZF,2020-09-22,0.23800000000000002,0.2636,0.23800000000000002,0.26045,12200,0.26045,0.2630062417139294,0.2664821186161669,-0.0034758769022374962,-0.003909088414587827
PGEZF,2020-09-21,0.274106,0.274106,0.2677,0.2677,29000,0.2676999999999999,0.2634710129346438,0.2669646881054602,-0.0034936751708163905,-0.0040173912926754094
PGEZF,2020-09-18,0.27005500000000005,0.27005500000000005,0.2692,0.2692,2250,0.26919999999999994,0.2627021061954881,0.266905863153897,-0.004203756958408911,-0.004148320323140164
PGEZF,2020-09-17,0.26045,0.26045,0.258,0.2604,1425,0.2604,0.26152067095830417,0.2667223322062088,-0.00520166124790461,-0.004134461164322978
PGEZF,2020-09-16,0.273,0.273,0.25423,0.2561,4622,0.25609999999999994,0.26172442931435946,0.2672281187827055,-0.005503689468346007,-0.0038676611434275694
PGEZF,2020-09-15,0.26,0.26,0.248,0.248,12600,0.248,0.2627470528260612,0.26811836828532193,-0.005371315459260728,-0.003458654062197946
PGEZF,2020-09-14,0.26386,0.26386,0.2607,0.2607,3000,0.26069999999999993,0.26542833515807235,0.2697278377481477,-0.0042995025900753325,-0.00298048871293225
PGEZF,2020-09-11,0.26,0.26,0.26,0.26,17000,0.25999999999999995,0.26628803245953997,0.2704500647679995,-0.0041620323084594615,-0.0026507352436464793
PGEZF,2020-09-10,0.2733,0.2733,0.2733,0.2733,700,0.2732999999999999,0.2674313110885473,0.27128606994943943,-0.003854758860892094,-0.002272910977443219
PGEZF,2020-09-09,0.255,0.255,0.255,0.255,3000,0.2549999999999999,0.2663642767410105,0.27112495554539456,-0.004760678804384078,-0.0018774490065809864
PGEZF,2020-09-08,0.273,0.273,0.2405,0.24825,155286,0.24824999999999986,0.2684305088757397,0.2724149519890261,-0.00398444311328644,-0.0011566415571302136
PGEZF,2020-09-08,0.273,0.273,0.2405,0.24825,155286,0.24824999999999986,0.2720996923076923,0.2743481481481482,-0.002248455840455854,-0.00044969116809117087
PGEZF,2020-09-04,0.2679,0.276436,0.2679,0.276436,8250,0.2764359999999999,0.276436,0.276436,0.0,0.0
