Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-10-22,2.29,2.31,2.26,2.31,47477,2.31,2.6109959115232004,2.5371565255307926,0.07383938599240736,0.19302766934041077
APM,2020-10-23,2.26,2.26,2.25,2.25,8234,2.2500000000000004,2.6657224408910554,2.555329047573256,0.11039339331779896,0.22282474017741152
APM,2020-10-20,2.62,2.6499,2.51,2.52,138023,2.5200000000000005,2.7413083392348834,2.579755371379117,0.16155296785576612,0.2509325768923145
APM,2020-10-19,2.72,2.73,2.7,2.719,74803,2.7190000000000007,2.781546219095771,2.584535801089446,0.1970104180063248,0.2732774791514515
APM,2020-10-16,2.73,2.79,2.73,2.755,109870,2.7550000000000003,2.792918258931365,2.5737786651766017,0.21913959375476375,0.29234424443773316
APM,2020-10-15,2.77,2.7947,2.76,2.77,40856,2.7700000000000005,2.7998124878279778,2.55928095839073,0.24053152943724765,0.3106454071084756
APM,2020-10-14,2.78,2.8,2.7601,2.7801,74387,2.7801000000000005,2.8052329401603373,2.5424234350619885,0.2628095050983488,0.3281738765262826
APM,2020-10-13,2.77,2.8169999999999997,2.7607,2.8169999999999997,60106,2.817,2.8098025656440355,2.523409309866948,0.2863932557770874,0.344514969383266
APM,2020-10-12,2.83,2.91,2.82,2.8567,175981,2.8567000000000005,2.8084939412156777,2.4999220546563032,0.3085718865593745,0.35904539778481065
APM,2020-10-09,2.77,2.81,2.75,2.775,114853,2.7750000000000004,2.799729203254892,2.471379819028808,0.3283493842260845,0.3716637755911697
APM,2020-10-08,2.71,2.76,2.67,2.69,121155,2.69,2.804225422028509,2.4470902045511123,0.35713521747739696,0.3824923734324411
APM,2020-10-07,2.7,2.99,2.7,2.835,1556594,2.8350000000000004,2.824993680579148,2.4276574209152013,0.3973362596639465,0.38883166242120204
APM,2020-10-06,2.75,2.79,2.673,2.6746,256949,2.6746000000000008,2.8231743497753565,2.3950700145884167,0.42810433518693936,0.3867055131105159
APM,2020-10-05,2.68,2.76,2.65,2.665,280999,2.665000000000001,2.85018786791633,2.3727076157554903,0.4774802521608397,0.37635580759140985
APM,2020-10-02,2.8,2.8,2.71,2.7657,213671,2.7657000000000007,2.8838583893556624,2.349324225015929,0.5345341643397332,0.35107469644905237
APM,2020-10-01,2.71,3.0899,2.68,3.0899,1487032,3.089900000000001,2.9053417328748736,2.3160141630172038,0.5893275698576703,0.30520982947638214
APM,2020-09-30,3.21,3.24,2.95,2.9701,1587800,2.9701000000000004,2.8717856843066687,2.254103296058579,0.6176823882480895,0.2341803943810602
APM,2020-09-29,8.22,14.23,8.0,10.11,8823307,10.11,2.8539103541806083,2.1968235597432657,0.6570867944373426,0.13830489591430287
APM,2020-09-28,1.31,1.48,1.3,1.37,29617,1.370000000000001,1.5346213276679914,1.5637694445227268,-0.029148116854735395,0.008609421283542931
APM,2020-09-25,1.25,1.28,1.2,1.25,50840,1.2500000000000009,1.5645524781530806,1.579271000084545,-0.01471852193146428,0.018048805818112513
APM,2020-09-24,1.48,1.5,1.3869,1.43,68052,1.4300000000000006,1.6217438378172773,1.6056126800913084,0.016131157725968848,0.02624063775550671
APM,2020-09-23,1.58,1.72,1.58,1.63,76860,1.6300000000000006,1.6566063537840547,1.619661694498613,0.03694465928544188,0.028768007762891176
APM,2020-09-22,1.63,1.75,1.63,1.72,10250,1.7200000000000006,1.6614438726538832,1.618834630058502,0.042609242595380785,0.02672384488225355
APM,2020-09-21,1.7,1.7899,1.57,1.7899,15061,1.789900000000001,1.6507973040454982,1.6107414004631824,0.04005590358231559,0.022752495453971625
APM,2020-09-18,1.67,1.72,1.66,1.67,6928,1.6700000000000008,1.6255059047810432,1.5964087125002369,0.029097192280805876,0.018426643421885578
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.7400000000000009,1.6174160692866872,1.5905214095002558,0.02689465978643124,0.015759006207155393
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000012,1.5951280818842668,1.5785631222602765,0.016564959623990294,0.012975092812336376
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000014,1.5906059149541336,1.575248172041099,0.015357742913034931,0.012077626109422895
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000012,1.596170626763976,1.5764680258043864,0.01970260095958976,0.011257596908519941
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000011,1.604565286175608,1.5785854678687374,0.025979818306870683,0.009146345895752543
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.6500000000000008,1.5763044291166275,1.5640723052982366,0.012232123818391116,0.004937977792973064
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000014,1.56290523441056,1.5571980897220954,0.0057071446884646715,0.0031144412866186055
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.567069822485207,1.5585739368998632,0.00849588558534431,0.002466265436157089
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.559246153846154,1.554451851851852,0.004794301994301975,0.000958860398860395
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000016,1.55,1.55,0.0,0.0
