Symbol,Date,Open,High,Low,Close,Volume,LIVX SMA,LIVX spanTwelveEMA,LIVX spanTwntySixEMA,LIVX_x,LIVX_y
LIVX,2020-10-22,2.08,2.1281,2.06,2.09,52732,2.09,2.2097422841618752,2.282098973937926,-0.07235668977605059,-0.05404458848615351
LIVX,2020-10-21,2.15,2.17,2.11,2.164,78256,2.164,2.2315136085549434,2.29746689185296,-0.06595328329801653,-0.049466563163679235
LIVX,2020-10-20,2.11,2.1296,2.0601,2.08,44481,2.08,2.243788810110388,2.308144243201197,-0.06435543309080938,-0.04534488313009491
LIVX,2020-10-19,2.24,2.25,2.2,2.205,55554,2.205,2.273568593766821,2.3263957826572925,-0.05282718889047099,-0.0405922456399164
LIVX,2020-10-16,2.32,2.34,2.26,2.2953,53958,2.2953,2.2860356108153344,2.336107445269876,-0.050071834454541886,-0.037533509827277635
LIVX,2020-10-15,2.26,2.28,2.21,2.25,47144,2.25,2.2843511764181224,2.3393720408914658,-0.05502086447334387,-0.03439892867046168
LIVX,2020-10-14,2.34,2.34,2.27,2.27,71694,2.27,2.2905968448577805,2.346521804162784,-0.05592495930500263,-0.029243444719741246
LIVX,2020-10-13,2.24,2.265,2.205,2.225,48927,2.224999999999999,2.2943417257410137,2.3526435484958066,-0.0583018227547929,-0.022573066073425678
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.128299999999999,2.30694931223938,2.362855032375471,-0.0559057201360913,-0.01364087690308387
LIVX,2020-10-09,2.2,2.29,2.2,2.2769999999999997,135547,2.2769999999999992,2.3394310053738123,2.3816194349655087,-0.04218842959169633,-0.0030746660948321233
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.128299999999999,2.35078209725996,2.3899889897627493,-0.039206892502789525,0.006703774779383928
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.128299999999999,2.3912333876708614,2.4109241089437696,-0.019690721272908274,0.01818144159992729
LIVX,2020-10-06,2.35,2.365,2.32,2.3421,46479,2.342099999999999,2.4390394581564725,2.433534037659272,0.005505420497200929,0.027649482318136184
LIVX,2020-10-05,2.42,2.42,2.36,2.4059,55589,2.4058999999999995,2.456664814184922,2.4408487606720133,0.015816053512908827,0.033185497773370105
LIVX,2020-10-02,2.47,2.49,2.4201,2.46,44124,2.46,2.4658947804003626,2.4436446615257745,0.022250118874588054,0.037527858838485424
LIVX,2020-10-01,2.61,2.61,2.52,2.555,50858,2.5550000000000006,2.4669665586549736,2.4423362344478363,0.024630324207137292,0.041347293829459765
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.1283000000000007,2.4509604784104235,2.433323133203664,0.01763734520676019,0.04552653623504038
LIVX,2020-09-29,2.73,2.7348,2.65,2.665,19394,2.6650000000000005,2.5096260199395912,2.4577249838599564,0.05190103607963481,0.05249883399211054
LIVX,2020-09-28,2.7,2.7226,2.62,2.6578,55515,2.657800000000001,2.481376205383153,2.4411429825687527,0.04023322281440045,0.052648283470229464
LIVX,2020-09-25,2.66,2.6653,2.56,2.605,44125,2.6050000000000004,2.449299151816453,2.423810421174253,0.025488730642200697,0.055752048634186716
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.1283,2.4209899066921725,2.409315254868193,0.01167465182397942,0.06331787813218333
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.1283,2.4742062533634765,2.4317964752576486,0.04240977810582791,0.0762286847092343
LIVX,2020-10-23,2.11,2.1283,2.1,2.1283,4013,2.1283,2.5370982994295628,2.456076193278261,0.08102210615130234,0.0846834113600859
LIVX,2020-09-21,2.92,3.015,2.81,2.835,185546,2.8350000000000004,2.6114252629622112,2.482298288740522,0.12912697422168895,0.0855987376622819
LIVX,2020-09-18,2.87,2.89,2.75,2.85,137770,2.8500000000000005,2.570775310773522,2.4540821518397635,0.11669315893375833,0.07471667852243002
LIVX,2020-09-17,2.72,2.73,2.62,2.68,52652,2.680000000000001,2.5200071854596167,2.4224087239869445,0.09759846147267216,0.06422255841959795
LIVX,2020-09-16,2.7,2.7002,2.5253,2.59,144443,2.5900000000000007,2.4909175828159107,2.4018014219059003,0.0891161609100104,0.055878582656329404
LIVX,2020-09-15,2.68,2.7203,2.6297,2.64,58735,2.640000000000001,2.472902597873349,2.386745535658372,0.08615706221497678,0.04756918809290915
LIVX,2020-09-14,2.6,2.63,2.47,2.63,101144,2.630000000000001,2.44252125203214,2.366485178511042,0.07603607352109787,0.037922219562392244
LIVX,2020-09-11,2.56,2.61,2.54,2.56,28090,2.5600000000000014,2.4084342069470743,2.345403992791925,0.06303021415514909,0.02839375607271572
LIVX,2020-09-10,2.59,2.635,2.5647,2.5989999999999998,44032,2.5990000000000006,2.3808767900283603,2.3282363122152794,0.052640477813081336,0.019734641552107267
LIVX,2020-09-09,2.5,2.5698,2.46,2.515,65127,2.515000000000001,2.3412180245789718,2.3065752171925014,0.034642807386469965,0.01150818248686386
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.309621301775148,2.289901234567901,0.019720067207246398,0.005724526261962222
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.2914615384615384,2.280333333333333,0.011128205128204892,0.0022256410256410674
LIVX,2020-09-04,2.4,2.4,2.261,2.27,76108,2.270000000000001,2.27,2.27,0.0,0.0
