Symbol,Date,Open,High,Low,Close,Volume,JFU SMA,JFU spanTwelveEMA,JFU spanTwntySixEMA,JFU_x,JFU_y
JFU,2020-10-28,1.544,1.56,1.41,1.4801,465947,1.4801,1.254310423340307,1.1387197978932126,0.11559062544709442,0.05103605695894333
JFU,2020-10-27,1.45,1.4622,1.36,1.42,428355,1.4200000000000002,1.2132577730385448,1.1114093817246695,0.10184839131387502,0.03489741483690555
JFU,2020-10-26,1.37,1.38,1.3,1.3336,431411,1.3336,1.1756682772273712,1.0867221322626432,0.08894614496472797,0.018159670717663126
JFU,2020-10-23,1.4,1.48,1.38,1.425,440410,1.4250000000000005,1.1469534185414387,1.0669719028436548,0.07998151569778389,0.0004630521558969154
JFU,2020-10-22,1.58,1.605,1.41,1.4501,2070843,1.4501000000000006,1.096399494639882,1.0383296550711472,0.0580698395687349,-0.01941656372957483
JFU,2020-10-21,1.48,1.9,1.47,1.655,9167208,1.6550000000000007,1.0320903118471334,1.0053880274768392,0.026702284370294427,-0.03878816455415226
JFU,2020-10-20,1.06,1.08,1.01,1.02,482573,1.0200000000000011,0.9188340049102484,0.9534190696749862,-0.03458506476473777,-0.05516077678526387
JFU,2020-10-19,0.9194,0.9195,0.9008,0.9195,100841,0.9195000000000008,0.9004401876212027,0.9480925952489851,-0.04765240762778245,-0.06030470479039536
JFU,2020-10-16,0.9079999999999999,0.9079999999999999,0.8611,0.8771,117889,0.8771000000000007,0.8969747671886941,0.950380002868904,-0.05340523568020983,-0.06346777908104859
JFU,2020-10-15,0.855,0.87,0.8301,0.8507,88874,0.8507000000000007,0.9005883612230021,0.9562424030984162,-0.05565404187541423,-0.06598341493125826
JFU,2020-10-14,0.89,0.9042,0.85,0.8673,164638,0.8673000000000006,0.9096589723544568,0.9646857953462896,-0.055026822991832584,-0.06856575819521929
JFU,2020-10-13,0.9079,0.915899,0.89,0.8909999999999999,28137,0.8910000000000007,0.9173606036916307,0.9724766589739928,-0.05511605528236185,-0.0719504919960659
JFU,2020-10-12,0.92,0.93,0.88,0.9101,113441,0.9101000000000008,0.9221534407264728,0.9789947916919122,-0.0568413509654393,-0.07615910117449184
JFU,2020-10-09,0.9390000000000001,0.958,0.92,0.9302,39984,0.9302000000000008,0.9243449754040134,0.9845063750272652,-0.060161399623251725,-0.08098853872675496
JFU,2020-10-08,0.96,0.96,0.932,0.9412,35172,0.9412000000000008,0.9232804254774704,0.9888508850294464,-0.06557045955197605,-0.08619532350263072
JFU,2020-10-07,0.9603,0.9603,0.932,0.9494809999999999,47654,0.9494810000000008,0.9200223210188284,0.992662955831802,-0.07264063481297356,-0.09135153949029438
JFU,2020-10-06,0.9098,0.924,0.9,0.9081,84534,0.9081000000000008,0.9146661975677064,0.9961175122983462,-0.08145131473063971,-0.09602926565962458
JFU,2020-10-05,0.865,0.89,0.865,0.8807,56090,0.8807000000000006,0.915860051670926,1.0031589132822138,-0.08729886161128797,-0.09967375339187076
JFU,2020-10-02,0.96,0.96,0.92,0.9299,351943,0.9299000000000004,0.922252788338367,1.012955626344791,-0.09070283800642398,-0.1027674763370165
JFU,2020-10-01,0.872,0.93,0.872,0.92,158810,0.9200000000000004,0.9208623862180699,1.0196000764523745,-0.09873769023430423,-0.10578363591966462
JFU,2020-09-30,0.99,1.01,0.9289,0.9857,734917,0.9857000000000004,0.9210191837122648,1.0275680825685642,-0.1065488988562996,-0.10754512234100463
JFU,2020-09-29,0.8591,0.8798,0.823,0.8601,58970,0.8601000000000003,0.9092590352963128,1.030917529174049,-0.12165849387773653,-0.10779417821218092
JFU,2020-09-28,0.8453,0.858,0.812,0.8497,57774,0.8497000000000005,0.918197041713824,1.044582931507973,-0.12638588979414922,-0.10432809929579205
JFU,2020-09-25,0.79,0.85,0.775,0.8,60600,0.8000000000000006,0.9306510492981558,1.0601735660286111,-0.12952251673045534,-0.09881365167120278
JFU,2020-09-24,0.78,0.78,0.72,0.7431,376783,0.7431000000000005,0.954405785534184,1.0809874513109,-0.1265816657767158,-0.09113643540638963
JFU,2020-09-23,0.872,0.88,0.86,0.875051,59314,0.8750510000000006,0.992825019267672,1.108018447415772,-0.11519342814809985,-0.08227512781380804
JFU,2020-09-22,0.8715,0.8779,0.862,0.8696,25684,0.8696000000000006,1.0142384773163398,1.1266558432090337,-0.11241736589269392,-0.07404555273023505
JFU,2020-09-21,0.89,0.91,0.8561,0.8739,145961,0.8739000000000005,1.040536382282947,1.1472203106657564,-0.10668392838280938,-0.06445259943962033
JFU,2020-09-18,0.91,0.9372,0.905,0.9062,138041,0.9062000000000004,1.0708339063343921,1.1690859355190169,-0.09825202918462493,-0.053894767203823066
JFU,2020-09-17,0.9197,0.9197,0.89,0.9079999999999999,79131,0.9080000000000004,1.1007673438497358,1.1901168103605384,-0.08934946651080257,-0.04280545170862265
JFU,2020-09-16,0.91,0.929,0.8904,0.9055,131558,0.9055000000000004,1.1358159518224151,1.2126861551893813,-0.07687020336696615,-0.031169448008077666
JFU,2020-09-15,0.9,0.9162,0.885101,0.9074,127122,0.9074000000000004,1.1776915794264906,1.2372610476045318,-0.059569468178041214,-0.019744259168355545
JFU,2020-09-14,0.9435,0.99,0.94,0.9852,279615,0.9852000000000004,1.2268355029585798,1.2636499314128944,-0.0368144284543146,-0.009787956915934128
JFU,2020-09-11,1.26,1.28,1.0,1.11,2553127,1.1100000000000003,1.2707692307692309,1.285925925925926,-0.015156695156695044,-0.0030313390313390087
JFU,2020-09-10,1.33,1.33,1.2726,1.3,77019,1.3,1.3,1.3,0.0,0.0
