Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.07100961051310106,0.07934092417805758,-0.008331313664956512,-0.007447190871811767
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.05499999999999999,0.07255681242457397,0.08068819811230217,-0.008131385687728213,-0.00722616017352558
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.07574896013813287,0.08274325396128636,-0.006994293823153489,-0.006999853794974925
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.0767033165268843,0.08372271427818928,-0.007019397751304972,-0.007001243787930283
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07792210134995417,0.0848205314204444,-0.006898430070490236,-0.006996705297086607
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.07827157432267311,0.08552617393407996,-0.007254599611406856,-0.007021274103735699
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07977549692679549,0.08676826784880637,-0.00699277092201088,-0.006962942726817909
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.08009831454984923,0.08746972927671087,-0.007371414726861647,-0.006955485678019667
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.08147982628618547,0.08866730761884774,-0.007187481332662281,-0.006851503415809172
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08265797652003735,0.08976069222835556,-0.007102715708318204,-0.0067675089365958965
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.08314124497822596,0.09054154760662401,-0.007400302628398039,-0.0066837072436653185
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.08416692588335796,0.09158487141515392,-0.0074179455317959645,-0.006504558397482134
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08583363968033213,0.09291166112836624,-0.0070780214480341145,-0.006276211613903676
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.08689430144039251,0.09394459401863553,-0.0070502925782430234,-0.006075759155371065
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.0876023562477366,0.09482016154012636,-0.007217805292389774,-0.005832125799653075
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08843914829277963,0.09576577446333648,-0.007326626170556848,-0.005485705926468904
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08979172070964865,0.0969470364204034,-0.007155315710754742,-0.005025475865446917
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.0913902153841302,0.09822279933403566,-0.006832583949905449,-0.004493015904119956
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09327934545397204,0.09960062328075853,-0.00632127782678646,-0.0039081238926735795
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.0956937719001488,0.1011686731432192,-0.0054749012430704005,-0.003304835409145352
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.09836536679108493,0.10278216699467672,-0.004416800203591781,-0.0027623189506640893
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.0998863425712822,0.10380474035425084,-0.003918397782968652,-0.002348698637432163
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.1016838594024244,0.10490911958259093,-0.0032252601801665004,-0.001956273851048044
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.10328092474831976,0.1058698491491982,-0.002588924400878434,-0.0016390272687684224
SSFT,2020-09-24,0.1,0.10035,0.095,0.095,37950,0.09500000000000006,0.10387745652074154,0.10633943708113404,-0.002461980560392513,-0.0014015529857409194
SSFT,2020-09-23,0.1,0.10099999999999999,0.1,0.10099999999999999,118000,0.10100000000000006,0.10549153952451272,0.10724659204762478,-0.0017550525231120467,-0.0011364460920780246
SSFT,2020-09-22,0.1011,0.1039,0.1011,0.1038,14000,0.10380000000000007,0.10630818307442412,0.10774631941143477,-0.0014381363370106345,-0.0009817944843195155
SSFT,2020-09-21,0.10655,0.107,0.105,0.107,23800,0.10700000000000008,0.10676421636068306,0.10806202496434957,-0.0012978086036664893,-0.0008677090211467323
SSFT,2020-09-18,0.1099,0.1099,0.1031,0.105,117034,0.10500000000000008,0.10672134660807997,0.10814698696149752,-0.0014256403534175374,-0.0007601841255167896
SSFT,2020-09-17,0.1065,0.1065,0.1038,0.1038,9309,0.1038000000000001,0.10703431871863996,0.10839874591841732,-0.0013644271997773627,-0.0005938200685415992
SSFT,2020-09-16,0.11095,0.11095,0.10265,0.10265,24320,0.1026500000000001,0.10762237666748363,0.10876664559189073,-0.0011442689244071105,-0.00040116828573265816
SSFT,2020-09-15,0.10775,0.10775,0.10375,0.1038,94047,0.1038000000000001,0.10852644515248064,0.10925597723924198,-0.0007295320867613393,-0.0002153931260640486
SSFT,2020-09-14,0.1099,0.1099,0.1055,0.1077,2250,0.1077000000000001,0.10938579881656804,0.10969245541838134,-0.000306656601813296,-8.685838588972595e-05
SSFT,2020-09-11,0.1098,0.111,0.10800000000000001,0.10800000000000001,20448,0.10800000000000012,0.10969230769230767,0.10985185185185184,-0.00015954415954415324,-3.1908831908833427e-05
SSFT,2020-09-10,0.1149,0.1149,0.11,0.11,9618,0.1100000000000001,0.11,0.11,0.0,0.0
