Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869,0.7130524829029562,0.7409034711965148,-0.027850988293558587,-0.02271647283393082
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7178074797944027,0.7452237488922359,-0.027416269097833124,-0.021432843969023882
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7266815670297487,0.7513216488036147,-0.02464008177386601,-0.01993698768682157
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7332054883078849,0.7561633807079041,-0.02295789240001911,-0.01876121416506046
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7374792134547731,0.7598804511645363,-0.02240123770976321,-0.01771204460632077
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7424754340829136,0.7638708872576991,-0.021395453174785528,-0.01653974633046016
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7491073311888978,0.7685005582383151,-0.01939322704941726,-0.015325819619378817
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7559268459505157,0.7730526028973802,-0.017125756946864468,-0.014308967761869205
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7617499088506094,0.7769848111291706,-0.015234902278561169,-0.013604770465620388
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7673224377325384,0.7806555160195042,-0.013333078286965838,-0.013197237512385194
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7712083355020908,0.7834319573010646,-0.01222362179897385,-0.013163277318740032
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.771690396502471,0.7846219538851498,-0.012931557382678815,-0.013398191198681578
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.775597741321102,0.7873757101959618,-0.011777968874859712,-0.013514849652682268
