Symbol,Date,Open,High,Low,Close,Volume,CASI SMA,CASI spanTwelveEMA,CASI spanTwntySixEMA,CASI_x,CASI_y
CASI,2021-01-13,2.98,3.18,2.93,3.17,215081,3.17,2.9317598384063848,2.815366877053044,0.11639296135334075,0.10877080544918094
CASI,2021-01-12,3.0,3.02,2.97,2.99,10150,2.99,2.888443445389364,2.7869962272172875,0.10144721817207623,0.10686526647314097
CASI,2021-01-11,2.93,2.99,2.89,2.99,50829,2.99,2.869978617278339,2.7707559253946696,0.09922269188366872,0.10821977854840703
CASI,2021-01-08,2.81,2.9,2.8,2.875,181667,2.875,2.8481565476925823,2.753216399426244,0.09494014826633856,0.1104690502145915
CASI,2021-01-07,2.81,2.87,2.795,2.8,29638,2.8,2.8432759200003237,2.743473711380344,0.0998022086199808,0.11435127570165483
CASI,2021-01-06,2.81,2.89,2.8086,2.86,26650,2.8600000000000003,2.851144269091292,2.7389516082907712,0.11219266080052126,0.11798854247207356
CASI,2021-01-05,2.84,2.86,2.83,2.83,9623,2.8300000000000005,2.8495341361988,2.7292677369540317,0.12026639924476745,0.11943751288996174
CASI,2021-01-04,3.0,3.03,2.91,2.98,38429,2.9800000000000004,2.8530857973258543,2.7212091559103544,0.13187664141549993,0.11923029130126009
CASI,2021-01-04,3.0,3.03,2.91,2.98,38429,2.9800000000000013,2.8300104877487366,2.7005058883831827,0.12950459936555436,0.11606870377270012
CASI,2020-12-31,3.03,3.08,2.83,2.83,81968,2.8300000000000005,2.8027396673394165,2.6781463594538373,0.1245933078855792,0.11270972987448666
CASI,2020-12-30,2.77,2.83,2.77,2.83,5651,2.83,2.7977832432193104,2.6659980682101443,0.1317851750091661,0.1097388353717135
CASI,2020-12-29,2.94,2.94,2.77,2.8,31586,2.8,2.7919256510773667,2.652877913666956,0.13904773741041154,0.10422725046235035
CASI,2020-12-28,2.97,3.0,2.9301,2.95,28621,2.95,2.7904575876368884,2.6411081467603124,0.1493494408765761,0.09552212872533526
CASI,2020-12-28,2.97,3.0,2.9301,2.95,28621,2.95,2.7614498762981405,2.6163967985011376,0.14505307779700294,0.08206530068752504
CASI,2020-12-24,3.08,3.09,2.97,3.005,35616,3.005,2.727168035625075,2.5897085423812287,0.13745949324384646,0.06631835641015557
CASI,2020-12-23,3.14,3.21,3.03,3.095,218936,3.095,2.6766531330114525,2.556485225771727,0.12016790723972548,0.04853307220173285
CASI,2020-12-22,2.9,2.95,2.83,2.86,39378,2.86,2.6005900662862618,2.5134040438334653,0.08718602245279694,0.030624363442234695
CASI,2020-12-21,2.86,3.09,2.85,3.05,306865,3.0500000000000003,2.5534246237928557,2.4856763673401425,0.06774825645271276,0.01648394868959424
CASI,2020-12-18,2.71,2.71,2.59,2.6197,183958,2.619700000000001,2.4631381917551924,2.440530476727354,0.022607715027838537,0.0036678717488145005
CASI,2020-12-17,2.61,2.65,2.52,2.57,43912,2.5700000000000003,2.434672408437955,2.4261969148655425,0.008475493572412507,-0.0010670890709415092
CASI,2020-12-16,2.52,2.5265,2.37,2.37,54561,2.370000000000001,2.4100673917903106,2.4146926680547858,-0.0046252762644751755,-0.003452734731780013
CASI,2020-12-15,2.47,2.5,2.4,2.41,19626,2.410000000000001,2.417352372115822,2.4182680814991686,-0.0009157093833467301,-0.003159599348606223
CASI,2020-12-14,2.8,2.8,2.55,2.5678,125316,2.567800000000001,2.418689167045972,2.4189295280191025,-0.00024036097313118174,-0.003720571839921096
CASI,2020-12-11,2.31,2.34,2.3001,2.32,18431,2.3200000000000003,2.3915781065088755,2.4070198902606306,-0.015441783751755091,-0.004590624556618686
CASI,2020-12-10,2.31,2.32,2.2867,2.305,15248,2.305,2.404592307692308,2.413981481481481,-0.009389173789173366,-0.0018778347578345845
CASI,2020-12-09,2.4,2.45,2.4,2.4227,39771,2.4227000000000003,2.4227,2.4227,0.0,0.0
