Symbol,Date,Open,High,Low,Close,Volume,MFH SMA,MFH spanTwelveEMA,MFH spanTwntySixEMA,MFH_x,MFH_y
MFH,2021-01-13,4.0,4.0702,3.9464,3.9831,15259,3.9831,3.778308246019228,3.4871297609610936,0.29117848505813404,0.20401264294512503
MFH,2021-01-12,4.25,4.25,3.89,3.95,35683,3.95,3.741073381659088,3.4474521418379815,0.29362123982110644,0.18222118241687266
MFH,2021-01-11,3.77,4.23,3.71,4.145,101674,4.144999999999999,3.7030867237789216,3.4072483131850198,0.29583841059390226,0.1543711680658142
MFH,2021-01-08,4.41,5.94,4.41,5.516,1357231,5.515999999999997,3.6227388553750894,3.3482281782398213,0.2745106771352685,0.11900435743379226
MFH,2021-01-07,3.36,3.95,3.36,3.63,400675,3.6299999999999972,3.2785095563523785,3.174806432499006,0.10370312385337188,0.08012777750842329
MFH,2021-01-06,3.4,3.49,3.3132,3.33,59205,3.3299999999999974,3.214602202961902,3.138390947098927,0.07621125586297506,0.07423394092218602
MFH,2021-01-05,3.34,3.37,3.24,3.33,40534,3.3299999999999974,3.193620785318612,3.123062222866841,0.07055856245177017,0.07373961218698877
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2099999999999973,3.1688245644674504,3.1065072006961887,0.062317363771261285,0.0745348746207932
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2099999999999973,3.1613381216433503,3.098227776751884,0.06311034489146605,0.07758925233317605
MFH,2020-12-31,3.14,3.1804,3.01,3.0501,95992,3.0500999999999983,3.1524905073966862,3.0892859988920347,0.06320450850465109,0.08120897919360355
MFH,2020-12-30,3.17,3.17,3.01,3.0132,57486,3.013199999999998,3.1711069632869924,3.0924208788033973,0.07868608448359504,0.08571009686584155
MFH,2020-12-29,3.15,3.19,3.09,3.09,68868,3.0899999999999976,3.199817320248264,3.098758549107669,0.10105877114059414,0.08746609996140317
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.2799999999999976,3.2197841057479484,3.099459233036283,0.1203248727116648,0.0840679321666052
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.279999999999997,3.2088357613384835,3.0850159716791863,0.12381978965929807,0.07500369703034018
MFH,2020-12-24,3.15,3.2986,3.15,3.17,27431,3.1699999999999977,3.195896808854572,3.069417249413521,0.12647955944105105,0.06279967387310093
MFH,2020-12-23,3.66,3.8246,3.4,3.6488,97191,3.6487999999999983,3.2006053195554034,3.061370629366602,0.13923469018880086,0.04687970248111338
MFH,2020-12-22,3.4,3.78,3.3501,3.72,420620,3.7199999999999984,3.1191153776563856,3.0143762797159304,0.10473909794045566,0.0237909555541914
MFH,2020-12-21,3.1,3.23,3.0389999999999997,3.23,67824,3.229999999999998,3.0098636281393647,2.957926382093204,0.051937246046160464,0.003553919957625445
MFH,2020-12-18,3.29,3.4193,3.2101,3.38,55632,3.3799999999999977,2.9698388332556127,2.9361604926606613,0.033678340594951894,-0.008541911564508418
MFH,2020-12-17,3.13,3.2229,3.1,3.1226,94019,3.1225999999999976,2.8952640756657235,2.9006533320735133,-0.005389256407789311,-0.019096974604373384
MFH,2020-12-16,3.2,3.2,2.82,2.9862,230747,2.9861999999999984,2.8539302712413104,2.8828975986393943,-0.028967327398083945,-0.02252390415351929
MFH,2020-12-15,2.74,2.7899,2.74,2.7592,4728,2.759199999999998,2.829881229648821,2.8746334065305463,-0.044752176881724726,-0.020913048342378126
MFH,2020-12-14,2.73,2.73,2.6,2.6738,21881,2.6737999999999977,2.842732362312244,2.8838680790529896,-0.041135716740746016,-0.014953266207541362
MFH,2020-12-11,2.71,2.77,2.67,2.7665,4977,2.766499999999999,2.8734473372781064,2.9006735253772287,-0.02722618809912269,-0.00840765357424031
MFH,2020-12-10,2.7,2.79,2.6965,2.6965,9716,2.696499999999999,2.8928923076923074,2.9114074074074066,-0.01851509971509957,-0.0037030199430198255
MFH,2020-12-09,2.99,2.99,2.89,2.9286,11430,2.928599999999999,2.9286,2.9286,0.0,0.0
