Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2021-01-13,5.35,5.3879,5.1,5.1,642820,5.1,4.5369631096040735,4.486179669329722,0.05078344027435211,-0.026322793840006645
LMNL,2021-01-12,5.59,5.62,4.8516,5.1,1580353,5.1,4.434592765895722,4.437074042876099,-0.002481276980375924,-0.04559935236859611
LMNL,2021-01-11,4.13,4.2907,4.12,4.2907,89049,4.290699999999998,4.313609632422218,4.384039966306188,-0.07043033388396935,-0.05637887121565093
LMNL,2021-01-08,4.24,4.24,4.14,4.22,54720,4.22,4.317775020135349,4.391507163610682,-0.07373214347533352,-0.0528660055485711
LMNL,2021-01-07,4.24,4.29,4.17,4.2,65169,4.2,4.335552296523594,4.405227736699537,-0.06967544017594296,-0.04764947106688049
LMNL,2021-01-06,4.22,4.4799,4.22,4.32,96930,4.319999999999999,4.360198168618791,4.4216459556355,-0.06144778701670805,-0.04214297878961487
LMNL,2021-01-05,4.28,4.28,4.22,4.2599,55247,4.259899999999998,4.367506926549482,4.429777632086339,-0.0622707055368581,-0.037316776732841346
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.387071822285752,4.443367842653247,-0.056296020367495814,-0.031078294531837376
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.41017578997407,4.458037270065507,-0.04786148009143698,-0.024773863072922984
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785,4.219999999999997,4.437480479060263,4.473880251670748,-0.03639977261048344,-0.019001958818294484
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268,4.394999999999997,4.4770223843439485,4.494190671804407,-0.017168287460458842,-0.014652505370247022
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.200099999999997,4.4919355451337575,4.50212592554876,-0.01019038041500231,-0.014023559847694066
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999997,4.544996553339894,4.526287999592661,0.018708553747234014,-0.014981854705867003
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999996,4.549541381219877,4.5267910395600754,0.022750341659802054,-0.023404456819142033
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.836899999999996,4.554912541441673,4.52733432272488,0.027578218716791447,-0.03494315643887783
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.889999999999997,4.503642094431068,4.502569068542872,0.0010730258881954668,-0.050573500227795366
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.899999999999999,4.433395202509443,4.471574594026301,-0.03817939151685934,-0.0634851317567933
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508799999999997,4.348557966602069,4.437300561548407,-0.0887425949463374,-0.069811566816777
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.129999999999996,4.319423051438808,4.43158060647228,-0.11215755503347058,-0.06507880978438668
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.139999999999996,4.3538636062458655,4.4557070549900635,-0.10184344874419793,-0.053309123472115486
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.1599999999999975,4.392747898290567,4.480963619389269,-0.08821572109870067,-0.04117554215409487
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.1999999999999975,4.435065697979762,4.5066407089404095,-0.07157501096064768,-0.029415497417943193
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264099999999998,4.477804915794263,4.531171965655641,-0.053367049861377865,-0.018875619032267074
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.324999999999998,4.516660355029585,4.5525377229080926,-0.03587736787850826,-0.010252761324989378
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347499999999998,4.551507692307691,4.5707407407407405,-0.01923304843304852,-0.003846609686609881
LMNL,2020-12-09,4.75,4.8,4.52,4.5886,47590,4.5886,4.5886,4.5886,0.0,0.0
