Symbol,Date,Open,High,Low,Close,Volume,VERB SMA,VERB spanTwelveEMA,VERB spanTwntySixEMA,VERB_x,VERB_y
VERB,2021-01-13,1.82,1.895,1.81,1.8705,231186,1.8705,1.7451929031811024,1.664756238132945,0.08043666504815739,0.09504414735197447
VERB,2021-01-12,1.83,1.83,1.73,1.75,122231,1.7499999999999998,1.7224097946685757,1.6482967371835806,0.07411305748499508,0.09869601792792873
VERB,2021-01-11,1.79,1.79,1.71,1.725,151784,1.7249999999999996,1.7173933936992258,1.6401604761582669,0.07723291754095872,0.10484175803866215
VERB,2021-01-08,1.8,1.8,1.71,1.72,193867,1.7199999999999993,1.7160103743718125,1.6333733142509284,0.08263706012088412,0.11174396816308793
VERB,2021-01-07,1.7,1.73,1.69,1.7256,94257,1.7255999999999994,1.7152849878939602,1.6264431793910026,0.08884180850295764,0.11902069517363888
VERB,2021-01-06,1.77,1.77,1.7,1.72,128804,1.7199999999999993,1.7134095311474076,1.6185106337422828,0.0948988974051248,0.12656541684130918
VERB,2021-01-05,1.7,1.7,1.66,1.68,66601,1.6799999999999995,1.7122112640832998,1.6103914844416654,0.10181977964163448,0.13448204670035524
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7180678575529906,1.6048228031969989,0.11324505435599196,0.1426476134650354
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7296074680171711,1.6008406274527585,0.12876684056441245,0.14999825324229632
VERB,2020-12-31,1.68,1.7,1.65,1.6717,108525,1.6716999999999995,1.7432451894748384,1.5965398776489792,0.14670531182585922,0.15530610641176723
VERB,2020-12-30,1.63,1.679,1.61,1.675,88462,1.6749999999999998,1.7562534057429908,1.5905270678608976,0.16572633788209326,0.15745630505824423
VERB,2020-12-29,1.755,1.8299,1.75,1.76,178430,1.7599999999999996,1.7710267522417165,1.5837692332897697,0.18725751895194695,0.155388796852282
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.7730316162856652,1.5696707719529512,0.20336084433271395,0.14742161632736578
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.737219182883059,1.5376444337091877,0.19957474917387152,0.13343680932602875
VERB,2020-12-24,2.14,2.17,2.0,2.03,281038,2.03,1.6948953979527062,1.5030559884059227,0.19183940954678347,0.11690232436406811
VERB,2020-12-23,1.86,1.97,1.86,1.9101,309804,1.9101,1.6339672884895615,1.4609004674783963,0.17306682101116522,0.09816805306838927
VERB,2020-12-22,2.06,2.2,2.05,2.1,818152,2.1,1.5837613409422096,1.424964504876668,0.1587968360655414,0.07944336108269529
VERB,2020-12-21,1.87,1.9,1.84,1.8467,246525,1.8467,1.4898997665680658,1.3709616652668015,0.11893810130126405,0.059604992336983686
VERB,2020-12-18,1.7,1.73,1.68,1.69,345359,1.6899999999999995,1.4250269968531686,1.332902598488146,0.09212439836502262,0.044771715095913545
VERB,2020-12-17,1.56,1.63,1.55,1.61,386725,1.61,1.3768500871901084,1.3043348063671976,0.07251528082291081,0.03293354427863627
VERB,2020-12-16,1.47,1.48,1.45,1.4705,140574,1.4704999999999997,1.3344591939519463,1.2798815908765735,0.05457760307537285,0.02303811014256763
VERB,2020-12-15,1.4,1.47,1.4,1.46,189741,1.4599999999999995,1.309724501943209,1.2646321181466995,0.045092383796509816,0.01515323690936632
VERB,2020-12-14,1.4366,1.58,1.43,1.5778,902105,1.5778,1.2824016841147021,1.2490026875984357,0.03339899651626643,0.007668450187580502
VERB,2020-12-11,1.38,1.3899,1.27,1.29,414933,1.2899999999999998,1.2286928994082842,1.2226989026063102,0.0059939968019737675,0.0012358136054090175
VERB,2020-12-10,1.24,1.24,1.2,1.22,58760,1.2199999999999998,1.2175461538461538,1.217314814814815,0.00023133903133887299,4.626780626777461e-05
VERB,2020-12-09,1.27,1.3026,1.2,1.2171,211402,1.2171,1.2171,1.2171,0.0,0.0
