Symbol,Date,Open,High,Low,Close,Volume,ACRX SMA,ACRX spanTwelveEMA,ACRX spanTwntySixEMA,ACRX_x,ACRX_y
ACRX,2021-01-13,2.04,2.12,1.91,2.025,4381490,2.025,1.4333713050382677,1.3795102224261149,0.053861082612153055,-0.006563277364876252
ACRX,2021-01-12,1.35,1.37,1.345,1.36,69093,1.36,1.3258024514088618,1.327871040220204,-0.002068588811342087,-0.021669367359133523
ACRX,2021-01-11,1.35,1.37,1.33,1.37,112650,1.37,1.319584715301382,1.32530072343782,-0.005716008136438022,-0.026569561996081327
ACRX,2021-01-08,1.4,1.4,1.36,1.38,148548,1.38,1.3104182999016332,1.3217247813128457,-0.011306481411212488,-0.03178295046099215
ACRX,2021-01-07,1.37,1.41,1.3619999999999999,1.399,71346,1.399,1.2977670817019298,1.3170627638178731,-0.019295682115943347,-0.036902067723437064
ACRX,2021-01-06,1.3483,1.39,1.341,1.3668,130187,1.3668,1.2793610965568265,1.3105077849233029,-0.031146688366476823,-0.04130366412531049
ACRX,2021-01-05,1.26,1.28,1.25,1.26,130685,1.2600000000000002,1.2634631141126131,1.3060044077171673,-0.04254129360455439,-0.04384290806501901
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.264092771223997,1.3096847603345407,-0.04559198911054363,-0.04416831168013522
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.2656732750829058,1.314027541161304,-0.04835426607839821,-0.04381239232253312
ACRX,2020-12-31,1.23,1.24,1.22,1.22,166940,1.2200000000000004,1.2675411432797978,1.3187177444542084,-0.05117660117441058,-0.04267692388356684
ACRX,2020-12-30,1.17,1.22,1.155,1.195,261305,1.1950000000000005,1.2761849875124884,1.3266151640105448,-0.05043017649805659,-0.0405520045608559
ACRX,2020-12-29,1.23,1.23,1.17,1.1865,467852,1.1865000000000008,1.2909458943329408,1.337144377131389,-0.046198482798447627,-0.03808246157655578
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000008,1.3099360569389304,1.3491959273018996,-0.03925987036296919,-0.0360534562710827
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000006,1.3125789763823723,1.3534996014860516,-0.04092062510367911,-0.03525185274811108
ACRX,2020-12-24,1.35,1.36,1.31,1.355,150869,1.3550000000000002,1.315702426633713,1.3581475696049357,-0.04244514297122271,-0.033834659659219016
ACRX,2020-12-23,1.24,1.25,1.23,1.23,114896,1.23,1.308557413294388,1.3583993751733303,-0.04984196187894252,-0.03168203883121809
ACRX,2020-12-22,1.26,1.2699,1.22,1.25,251350,1.25,1.3228405793479132,1.368671325187197,-0.045830745839283926,-0.027142058069287035
ACRX,2020-12-21,1.26,1.27,1.24,1.25,158690,1.25,1.3360843210475335,1.3781650312021727,-0.04208071015463921,-0.022469886126787866
ACRX,2020-12-18,1.29,1.3,1.25,1.2642,338107,1.2641999999999998,1.3517360157834488,1.3884182336983466,-0.03668221791489778,-0.01756718011982503
ACRX,2020-12-17,1.29,1.31,1.26,1.2622,236556,1.2621999999999998,1.3676516550168032,1.3983556923942144,-0.03070403737741123,-0.012788420671056839
ACRX,2020-12-16,1.31,1.3234,1.28,1.285,164568,1.2849999999999997,1.3868246832016764,1.4092481477857517,-0.02242346458407529,-0.00830951649446824
ACRX,2020-12-15,1.28,1.3299,1.28,1.3042,256072,1.3042,1.4053382619656176,1.4191879996086116,-0.01384973764299402,-0.004781029472066477
ACRX,2020-12-14,1.39,1.43,1.38,1.4237,147907,1.4237,1.4237270368684571,1.4283870395773004,-0.004660002708843257,-0.0025138524293345913
ACRX,2020-12-11,1.44,1.44,1.42,1.43,44207,1.43,1.423731952662722,1.4287620027434844,-0.005030050080762516,-0.0019773148594574245
ACRX,2020-12-10,1.32,1.39,1.27,1.3582,719600,1.3582,1.4225923076923075,1.4286629629629632,-0.006070655270655312,-0.0012141310541311512
ACRX,2020-12-09,1.42,1.46,1.42,1.4343,121365,1.4342999999999997,1.4343,1.4343,0.0,0.0
