Symbol,Date,Open,High,Low,Close,Volume,CTIC SMA,CTIC spanTwelveEMA,CTIC spanTwntySixEMA,CTIC_x,CTIC_y
CTIC,2021-01-13,3.36,3.37,3.26,3.37,108542,3.37,3.4283931372991003,3.389373974330399,0.039019162968700886,0.04219587773792451
CTIC,2021-01-12,3.5,3.5399,3.4697,3.505,52662,3.505,3.439010071353482,3.3909238922768314,0.04808617907665092,0.0429900564302303
CTIC,2021-01-11,3.4,3.5,3.37,3.475,65233,3.4750000000000005,3.4270119025086605,3.3817978036589773,0.045214098849683186,0.04171602576862525
CTIC,2021-01-08,3.5,3.5,3.45,3.48,61893,3.48,3.418286793873872,3.374341627951696,0.04394516592217634,0.04084150749836076
CTIC,2021-01-07,3.52,3.59,3.52,3.5892,46984,3.5892000000000004,3.4070662109418484,3.365888958187831,0.04117725275401751,0.04006559289240687
CTIC,2021-01-06,3.41,3.43,3.38,3.39,44208,3.390000000000001,3.3739509765676385,3.3480240748428574,0.025926901724781626,0.0397876779270042
CTIC,2021-01-05,3.41,3.43,3.37,3.43,35251,3.43,3.371032972307209,3.3446660008302858,0.026366971476923684,0.04325287197755995
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.360311694544884,3.337839280896709,0.02247241364817532,0.047474347102719125
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.3676410935530448,3.339266423368445,0.02837467018459972,0.053724830466355074
CTIC,2020-12-31,3.25,3.27,3.21,3.24,55169,3.2400000000000007,3.3763031105626897,3.340807737237921,0.03549537332476849,0.060062370536793905
CTIC,2020-12-30,3.25,3.36,3.25,3.36,51687,3.3600000000000003,3.4010854943013613,3.3488723562169547,0.0522131380844062,0.06620411983980014
CTIC,2020-12-29,3.29,3.3339,3.23,3.26,46724,3.26,3.408555584174336,3.3479821447143108,0.06057343946002414,0.06970186527864851
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000004,3.4355656903878518,3.355020716291456,0.08054497409639527,0.07198397173330437
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000013,3.427486725003825,3.3450223735947726,0.08246435140905195,0.06984372114253153
CTIC,2020-12-24,3.45,3.5,3.4,3.48,33674,3.4800000000000013,3.4179388568227016,3.3342241634823546,0.08371469334034698,0.0666885635759013
CTIC,2020-12-23,3.5,3.54,3.43,3.46,57525,3.4600000000000013,3.4066550126086472,3.3225620965609437,0.08409291604770397,0.062432031134789887
CTIC,2020-12-22,3.48,3.55,3.48,3.4967,39568,3.496700000000001,3.3969559239920377,3.3115670642858186,0.08538885970621912,0.057016809906561466
CTIC,2020-12-21,3.41,3.4444,3.3622,3.425,106719,3.425000000000001,3.3788206374451346,3.2967564294286835,0.08206420801645109,0.049923797456647045
CTIC,2020-12-18,3.63,3.64,3.54,3.6,54888,3.6000000000000014,3.3704243897078867,3.2864969437829785,0.0839274459249082,0.041888694816696034
CTIC,2020-12-17,3.52,3.52,3.4616,3.48,37721,3.4800000000000018,3.3286833696547764,3.261416699285617,0.06726667036915845,0.03137900703964299
CTIC,2020-12-16,3.57,3.59,3.43,3.48,80098,3.4800000000000018,3.3011712550465533,3.243930035228467,0.057241219818086275,0.0224070912072639
CTIC,2020-12-15,3.4,3.46,3.4,3.4482,65337,3.4482000000000017,3.2686569377822905,3.2250444380467447,0.04361249973554582,0.013698559054558305
CTIC,2020-12-14,3.6,3.63,3.5,3.52,103217,3.5200000000000022,3.2360127446517977,3.2071919930904844,0.02882075156131325,0.006220073884311426
CTIC,2020-12-11,3.21,3.22,3.17,3.2,35042,3.2000000000000024,3.184378698224852,3.1821673525377228,0.002211345687129107,0.0005699044650609687
CTIC,2020-12-10,3.17,3.205,3.1,3.19,39679,3.1900000000000017,3.181538461538461,3.1807407407407413,0.000797720797720558,0.000159544159543934
CTIC,2020-12-09,3.26,3.3,3.17,3.18,99089,3.180000000000003,3.18,3.18,0.0,0.0
