Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-13,2.9,2.9,2.83,2.85,37107,2.85,2.6846035021452304,2.7669592785212833,-0.08235577637605251,-0.16514930733922195
NBRV,2021-01-12,2.84,2.87,2.83,2.86,54489,2.86,2.654531411626181,2.7603160208029847,-0.105784609176804,-0.1858476900800142
NBRV,2021-01-11,2.73,2.78,2.72,2.765,39364,2.765,2.6171734864673053,2.752341302467224,-0.13516781599991878,-0.20586346030581684
NBRV,2021-01-08,2.8,2.86,2.76,2.82,253752,2.82,2.590295938552269,2.7513286066646008,-0.16103266811233174,-0.22353737138229135
NBRV,2021-01-07,2.66,2.68,2.61,2.61,87953,2.61,2.5485315637435906,2.7458348951977696,-0.19730333145417853,-0.23916354719978125
NBRV,2021-01-06,2.67,2.67,2.5,2.51,493702,2.51,2.537355484424244,2.7567016868135905,-0.21934620238934688,-0.2496286011361818
NBRV,2021-01-05,2.5,2.55,2.49,2.52,69945,2.52,2.542329208865016,2.7764378217586785,-0.2341086128936629,-0.2571992008228906
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.546389065022292,2.796952847499373,-0.25056378247708144,-0.2629718478051976
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.566641622299072,2.825909075299323,-0.25926745300025145,-0.2660738641372268
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4301,2.5905764627170846,2.8571818013232684,-0.2666053386061842,-0.26777546692147075
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.395,2.619754001392918,2.8913483454291296,-0.27159434403621185,-0.2680679990002925
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000006,2.66061836528254,2.93105621306346,-0.2704378477809204,-0.2671864127413127
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000006,2.698912613515729,2.9695407101085367,-0.27062809659280784,-0.2663735539814109
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000001,2.7178058159731338,2.9995039669172203,-0.2816981509440861,-0.2653099183285616
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6799000000000004,2.7401341461500675,3.0318642842705983,-0.2917301381205304,-0.2612128601746804
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.7510858090864434,3.060021427012245,-0.30893561792580204,-0.25358354068821776
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.7607195925567063,3.0889751411732247,-0.32825554861651884,-0.23974552137882177
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.810850427567016,3.137293152467082,-0.3264427249000668,-0.21761801456939758
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.875895959851928,3.1920286046644493,-0.3161326448125217,-0.19041183698673037
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,2.9479134070977326,3.2490068930376053,-0.3010934859398726,-0.15898163503028265
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,3.0402612992973213,3.3137274444806137,-0.2734661451832929,-0.12345367230288515
NBRV,2020-12-15,2.46,2.5,2.42,2.48,216457,2.4800000000000004,3.1706542628059244,3.392977640039063,-0.2223233772331388,-0.0859505540827833
NBRV,2020-12-14,2.58,2.58,2.4466,2.5,506761,2.5000000000000004,3.2962277651342737,3.4660158512421884,-0.16978808610791418,-0.051857348295194436
NBRV,2020-12-11,2.44,2.5,2.31,2.4734,1328513,2.4734,3.440996449704142,3.543297119341564,-0.10230066963742156,-0.02237466384201438
NBRV,2020-12-10,3.42,3.5,3.39,3.49,48869,3.49,3.6169230769230767,3.628888888888889,-0.011965811965811923,-0.002393162393162474
NBRV,2020-12-09,3.68,3.7,3.61,3.64,70323,3.640000000000001,3.64,3.64,0.0,0.0
