Symbol,Date,Open,High,Low,Close,Volume,ARPO SMA,ARPO spanTwelveEMA,ARPO spanTwntySixEMA,ARPO_x,ARPO_y
ARPO,2021-01-13,1.2,1.21,1.19,1.1911,181164,1.1911,1.1171209206483517,1.2453649974683554,-0.12824407682000372,-0.18409868080270755
ARPO,2021-01-12,1.18,1.23,1.16,1.1719,631346,1.1719,1.103670178948052,1.249706197265824,-0.14603601831777202,-0.1980623317983835
ARPO,2021-01-11,1.12,1.12,1.1,1.115,232108,1.1150000000000002,1.0912647569386067,1.2559306930470897,-0.164665936108483,-0.21106891016853635
ARPO,2021-01-08,1.14,1.14,1.1,1.11,139041,1.1100000000000003,1.0869492582001716,1.2672051484908569,-0.18025589029068526,-0.22266965368354966
ARPO,2021-01-07,1.12,1.12,1.08,1.0869,189547,1.0869000000000002,1.0827582142365664,1.2797815603701257,-0.1970233461335591,-0.23327309453176576
ARPO,2021-01-06,1.1331,1.19,1.1,1.1002,1251794,1.1002,1.0820051622795783,1.2952120851997353,-0.21320692292015675,-0.24233553163131732
ARPO,2021-01-05,1.04,1.06,1.02,1.0484,260317,1.0484,1.0786970099667743,1.310813052015714,-0.23211604204893946,-0.24961768380910743
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.0842055572334608,1.3318060961769709,-0.2476005389435103,-0.25399309424914934
ARPO,2021-01-04,0.9951,1.0,0.972,0.9799,179725,0.9798999999999998,1.1031702040031808,1.3599585838711292,-0.256788379867948,-0.25559123307555914
ARPO,2020-12-31,1.0,1.0,0.9602,0.977999,203918,0.9779989999999998,1.1255829683673957,1.390363270580819,-0.26478030221342364,-0.25529194637746183
ARPO,2020-12-30,0.9696,0.9874,0.9681,0.975,93829,0.9749999999999998,1.1524164171614677,1.423352412227285,-0.27093599506581745,-0.2529198574184714
ARPO,2020-12-29,1.01,1.02,1.01,1.02,238596,1.0199999999999996,1.1846739475544616,1.4592206052054677,-0.27454665765100605,-0.24841582300663492
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999994,1.2146146652916363,1.494358253621905,-0.2797435883302686,-0.2418831143455421
ARPO,2020-12-28,1.05,1.07,1.04,1.05,120111,1.0499999999999996,1.2445446044355704,1.5299069139116577,-0.2853623094760871,-0.23241799584936043
ARPO,2020-12-24,1.09,1.09,1.05,1.06,151257,1.0599999999999994,1.2799163506965832,1.56829946702459,-0.28838311632800684,-0.21918191744267868
ARPO,2020-12-23,1.03,1.04,1.01,1.0242,209658,1.0241999999999991,1.3199011417323254,1.6089634243865574,-0.28906228265423195,-0.2018816177213466
ARPO,2020-12-22,1.05,1.06,1.02,1.0246,312686,1.024599999999999,1.3736649856836574,1.6557444983374818,-0.2820795126538245,-0.18008645148812524
ARPO,2020-12-21,1.0,1.05,1.0,1.04,1972281,1.0399999999999991,1.4371313467170497,1.7062360582044802,-0.2691047114874305,-0.15458818619670045
ARPO,2020-12-18,1.0,1.025,1.0,1.0116,339634,1.0115999999999992,1.5093370461201496,1.759534942860839,-0.25019789674068904,-0.12595905487401793
ARPO,2020-12-17,1.04,1.05,1.04,1.04,201977,1.0399999999999991,1.5998346908692678,1.8193697382897056,-0.21953504742043808,-0.0948993444073501
ARPO,2020-12-16,1.08,1.08,1.02,1.0389,1228446,1.038899999999999,1.7016228164818619,1.8817193173528823,-0.18009650087102025,-0.06374041865407815
ARPO,2020-12-15,1.21,1.2102,1.13,1.13,921354,1.129999999999999,1.822117874024019,1.949144862741113,-0.12702698871709406,-0.03465139809984257
ARPO,2020-12-14,1.22,1.25,1.13,1.1402,5609212,1.1401999999999992,1.9479574874829315,2.0146764517604017,-0.0667189642774706,-0.011557500445529698
ARPO,2020-12-11,2.13,2.2640000000000002,2.1,2.1909,251774,2.190899999999999,2.094822485207101,2.0846345679012344,0.010187917305866543,0.0022328655124554155
ARPO,2020-12-10,1.99,2.1,1.98,2.0903,301044,2.090299999999999,2.0773538461538466,2.0761333333333334,0.0012205128205131646,0.00024410256410263288
ARPO,2020-12-09,2.3,2.31,2.04,2.075,885482,2.075,2.075,2.075,0.0,0.0
