Symbol,Date,Open,High,Low,Close,Volume,SNCA SMA,SNCA spanTwelveEMA,SNCA spanTwntySixEMA,SNCA_x,SNCA_y
SNCA,2021-02-11,1.89,1.9,1.82,1.8405,291664,1.8405,1.5757366563597204,1.4440491961748851,0.13168746018483524,0.10619254736608663
SNCA,2021-02-10,1.73,1.78,1.69,1.7301,397497,1.7300999999999995,1.5275978666069419,1.412333131868876,0.1152647347380662,0.09981881916139948
SNCA,2021-02-09,1.72,1.7505,1.675,1.72,374996,1.72,1.4907792968991134,1.386911782418386,0.10386751448072752,0.09595734026723289
SNCA,2021-02-08,1.55,1.6,1.51,1.5586,750582,1.5586,1.4491028054262252,1.3602647250118567,0.08883808041436825,0.09397979671385928
SNCA,2021-02-05,1.46,1.47,1.43,1.4403,76423,1.4403,1.4291942245946294,1.3443979030128053,0.08479632158182415,0.09526522578873198
SNCA,2021-02-04,1.5,1.5081,1.4,1.45,198426,1.45,1.4271749927027435,1.3367257352538298,0.09044925744891397,0.09788245184045893
SNCA,2021-02-03,1.53,1.56,1.48,1.5115,222545,1.5115,1.4230249913759698,1.3276637940741365,0.09536119730183357,0.09974075043834522
SNCA,2021-02-02,1.41,1.43,1.38,1.4,121569,1.4,1.4069386261716006,1.3129568976000672,0.09398172857153364,0.10083563872247318
SNCA,2021-02-01,1.47,1.48,1.38,1.41,309941,1.41,1.4082001945664369,1.3059934494080725,0.10220674515836436,0.10254911626020811
SNCA,2021-01-29,1.53,1.5479,1.47,1.5,324986,1.5000000000000002,1.4078729572148798,1.2976729253607184,0.11020003185416137,0.10263470903566904
SNCA,2021-01-28,1.46,1.48,1.45,1.4539,453580,1.4539,1.3911225857994034,1.2814867593895758,0.1096358264098276,0.10074337833104595
SNCA,2021-01-27,1.35,1.41,1.3,1.37,421254,1.37,1.379708510490204,1.267693700140742,0.11201481034946204,0.09852026631135054
SNCA,2021-01-26,1.65,1.65,1.52,1.61,526437,1.6100000000000003,1.3814736942156958,1.2595091961520013,0.12196449806369447,0.09514663030182266
SNCA,2021-01-25,1.47,1.49,1.42,1.4679,154051,1.4679000000000004,1.3399234568003675,1.2314699318441615,0.1084535249562062,0.0884421633613547
SNCA,2021-01-22,1.36,1.52,1.31,1.473,1889233,1.4730000000000003,1.3166549944004349,1.2125555263916945,0.10409946800874016,0.08343932296264188
SNCA,2021-01-21,1.45,1.45,1.35,1.37,178421,1.3700000000000008,1.2882286297459682,1.1917199685030302,0.09650866124293822,0.07827428670111725
SNCA,2021-01-20,1.33,1.34,1.28,1.29,419365,1.2900000000000011,1.2733611078815987,1.1774575659832722,0.0959035418983265,0.07371569306566206
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.270335854769162,1.1684541712619338,0.10188168350722826,0.06816873085749595
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.2505787374544644,1.1516105049628886,0.09896823249157573,0.05974049269506286
SNCA,2021-01-15,1.34,1.42,1.29,1.3801,771563,1.380100000000001,1.2272294169916398,1.1334193453599195,0.09381007163172006,0.049933557745934644
SNCA,2021-01-14,1.44,1.44,1.3624,1.3999,425806,1.3999000000000008,1.1994347655355742,1.113684892988713,0.08574987254686084,0.03896442927448823
SNCA,2021-01-13,1.61,1.61,1.41,1.4533,2039508,1.4533000000000011,1.1629865410874969,1.0907876844278104,0.0721988566596865,0.02726806845639503
SNCA,2021-01-12,1.3269,1.36,1.27,1.2772,560156,1.277200000000001,1.1102022758306782,1.0617866991820353,0.04841557664864293,0.01603537140557216
SNCA,2021-01-11,1.37,1.47,1.33,1.3999,1601618,1.3999000000000013,1.079839053254438,1.044553635116598,0.03528541813783992,0.007940320094804464
SNCA,2021-01-08,1.1,1.13,1.08,1.0802,343347,1.0802000000000012,1.021646153846154,1.016125925925926,0.005520227920227994,0.0011040455840455987
SNCA,2021-01-07,1.05,1.07,1.01,1.011,146916,1.011000000000001,1.011,1.011,0.0,0.0
