Symbol,Date,Open,High,Low,Close,Volume,PHAS SMA,PHAS spanTwelveEMA,PHAS spanTwntySixEMA,PHAS_x,PHAS_y
PHAS,2021-02-11,5.44,5.49,5.01,5.1,171667,5.1,4.3889986903867735,4.212795323145183,0.17620336724159014,0.08902564638820504
PHAS,2021-02-10,4.6,4.6899,4.5627,4.662,83245,4.662000000000001,4.25972572500255,4.141818948996798,0.11790677600575172,0.06723121617485876
PHAS,2021-02-09,4.46,4.5397,4.4088,4.53,19161,4.53,4.186584947730286,4.100204464916542,0.08638048281374378,0.05456232621713552
PHAS,2021-02-08,4.35,4.38,4.33,4.3503,61395,4.3503,4.124145847317611,4.065820822109866,0.058325025207745185,0.04660778706798345
PHAS,2021-02-05,4.25,4.25,4.1,4.1957,32452,4.1957,4.083026910466268,4.043062487878655,0.039964422587613235,0.04367847753304302
PHAS,2021-02-04,4.2,4.25,4.2,4.22,10978,4.219999999999999,4.062540894187407,4.030851486908946,0.031689407278459925,0.044606991269400466
PHAS,2021-02-03,4.11,4.1774,4.11,4.135,14586,4.134999999999999,4.033911965857844,4.015719605861663,0.018192359996181292,0.04783638726713538
PHAS,2021-02-02,3.85,3.98,3.85,3.95,20031,3.9499999999999993,4.015532323286543,4.006177174330596,0.009355148955946468,0.05524739408487389
PHAS,2021-02-01,3.9,3.99,3.79,3.8199,21489,3.8199,4.027447291156823,4.010671348277044,0.016775942879778682,0.06672045536710575
PHAS,2021-01-29,3.79,3.8499,3.77,3.83,7032,3.83,4.065183162276245,4.025933056139207,0.03925010613703783,0.07920658348893751
PHAS,2021-01-28,3.93,3.93,3.83,3.9,12705,3.9,4.107943737235563,4.041607700630344,0.06633603660521903,0.08919570282691243
PHAS,2021-01-27,4.02,4.06,3.84,3.98,63581,3.979999999999999,4.14575168946021,4.052936316680772,0.0928153727794392,0.09491061938233578
PHAS,2021-01-26,4.33,4.37,4.3086,4.3299,17521,4.3298999999999985,4.175888360271158,4.058771222015233,0.11711713825592528,0.09543443103306015
PHAS,2021-01-25,4.33,4.36,4.2517,4.3349,9361,4.334899999999998,4.147886243956823,4.037080919776452,0.11080532418037148,0.09001375422734387
PHAS,2021-01-22,4.16,4.2473,4.16,4.24,10231,4.239999999999998,4.113883742858064,4.013255393358569,0.1006283494994964,0.08481586173908695
PHAS,2021-01-21,4.0,4.1899,4.0,4.065,37481,4.065,4.090953514286803,3.995115824827253,0.09583768945954983,0.08086273979898481
PHAS,2021-01-20,4.21,4.24,4.18,4.205,40612,4.204999999999999,4.095672335066222,3.9895250908134336,0.10614724425278864,0.07711900238384345
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.075794577805536,3.972287098078509,0.10350747972702744,0.06986194191660715
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.0586663192247245,3.9564700659247896,0.10219625329993498,0.06145055746400217
PHAS,2021-01-15,4.4,4.45,4.3,4.3001,126003,4.300099999999999,4.038423831811039,3.939387671198773,0.09903616061226472,0.05126413350501897
PHAS,2021-01-14,4.0,4.2,4.0,4.1901,54842,4.190099999999998,3.9908463466857715,3.910530684894675,0.08031566179109627,0.039321126728207305
PHAS,2021-01-13,4.17,4.17,4.1,4.135,8197,4.134999999999999,3.954618409719548,3.888165139686248,0.06645327003329847,0.029072492962484944
PHAS,2021-01-12,4.06,4.1398,4.0406,4.1398,16766,4.139799999999998,3.921821756941283,3.8684183508611487,0.05340340608013428,0.019727298694781226
PHAS,2021-01-11,4.0,4.1,3.89,4.0,55127,3.999999999999999,3.882189349112426,3.846707818930041,0.03548153018238498,0.011308271848442963
PHAS,2021-01-08,4.14,4.23,4.13,4.14,65119,4.139999999999999,3.860769230769231,3.834444444444444,0.02632478632478641,0.005264957264957459
PHAS,2021-01-07,3.76,3.81,3.76,3.81,17190,3.81,3.81,3.81,0.0,0.0
