Symbol,Date,Open,High,Low,Close,Volume,ASC SMA,ASC spanTwelveEMA,ASC spanTwntySixEMA,ASC_x,ASC_y
ASC,2021-02-11,3.94,3.99,3.91,3.96,90067,3.96,3.6769631338303297,3.557650592051575,0.1193125417787546,0.05194305201210406
ASC,2021-02-10,3.87,3.98,3.86,3.94,75562,3.94,3.6255018854358436,3.525462639415701,0.10003924602014314,0.03510067957044141
ASC,2021-02-09,3.95,3.96,3.855,3.92,126079,3.92,3.5683204100605432,3.4922996505689574,0.07602075949158582,0.018866037958016096
ASC,2021-02-08,3.81,3.99,3.77,3.9411,127830,3.9411000000000014,3.5043786664351875,3.4580836226144736,0.046295043820713484,0.004577357574623664
ASC,2021-02-05,3.6,3.645,3.57,3.59,57254,3.5900000000000003,3.4249747876052217,3.4194423124236315,0.005532475181589724,-0.0058520639868989
ASC,2021-02-04,3.46,3.52,3.435,3.45,27893,3.450000000000001,3.394970203533444,3.4057976974175226,-0.010827493884078887,-0.008698198779021166
ASC,2021-02-03,3.37,3.5,3.37,3.5,81522,3.5000000000000013,3.3849647859940695,3.4022615132109237,-0.01729672721685427,-0.008165875002756846
ASC,2021-02-02,3.37,3.42,3.29,3.31,32827,3.3100000000000005,3.3640492925384464,3.3944424342677983,-0.030393141729351925,-0.005883161949232491
ASC,2021-02-01,3.26,3.33,3.25,3.3193,61294,3.3193000000000006,3.373876436636346,3.4011978290092224,-0.027321392372876563,0.00024433299579736806
ASC,2021-01-29,3.19,3.33,3.19,3.2827,26223,3.2827,3.383799425115681,3.40774965532996,-0.023950230214278445,0.00713576433796585
ASC,2021-01-28,3.32,3.35,3.27,3.27,33576,3.27,3.4021811387730785,3.4177536277563574,-0.015572488983278896,0.014907262976027034
ASC,2021-01-27,3.33,3.59,3.33,3.41,95967,3.41,3.426214073095456,3.429573917976865,-0.0033598448814093906,0.02252720096585352
ASC,2021-01-26,3.33,3.45,3.295,3.45,52901,3.45,3.4291620863855385,3.4311398314150137,-0.001977745029475564,0.028998962427669243
ASC,2021-01-25,3.31,3.35,3.24,3.28,78770,3.2799999999999985,3.425373374819273,3.4296310179282155,-0.004257643108942499,0.03674313929195533
ASC,2021-01-22,3.3,3.35,3.2686,3.3,23325,3.2999999999999985,3.4518048975136857,3.4416014993624726,0.010203398151213516,0.046993334892179786
ASC,2021-01-21,3.31,3.3473,3.25,3.25,21895,3.2499999999999987,3.47940578797072,3.4529296193114702,0.026476168659249844,0.05619081907742146
ASC,2021-01-20,3.29,3.35,3.23,3.28,40219,3.28,3.521115931238124,3.4691639888563874,0.05195194238173649,0.06361948168196437
ASC,2021-01-19,3.63,3.64,3.5285,3.54,38798,3.54,3.5649551914632367,3.4842971079648977,0.08065808349833903,0.06653636650702133
ASC,2021-01-19,3.63,3.64,3.5285,3.54,38798,3.54,3.569492499002008,3.47984087660209,0.08965162239991775,0.0630059372591919
ASC,2021-01-15,3.89,3.9,3.72,3.72,17170,3.72,3.5748547715478267,3.475028146730257,0.09982662481757032,0.05634451597401033
ASC,2021-01-14,3.65,3.7168,3.65,3.7168,5236,3.7168,3.5484647300110685,3.4554303984686774,0.09303433154239116,0.045473988763120435
ASC,2021-01-13,3.83,3.8849,3.76,3.7781,63707,3.7780999999999993,3.5178583172858087,3.4345208303461714,0.08333748693963727,0.03358390306830275
ASC,2021-01-12,3.68,3.77,3.67,3.77,24308,3.77,3.4705416477014106,3.407034496773865,0.06350715092754511,0.02114550710046912
ASC,2021-01-11,3.6,3.65,3.58,3.64,47442,3.64,3.4160946745562124,3.3779972565157745,0.03809741804043743,0.01055509614370001
ASC,2021-01-08,3.55,3.59,3.5,3.57,53074,3.57,3.3753846153846148,3.357037037037037,0.01834757834757772,0.003669515669515544
ASC,2021-01-07,3.36,3.36,3.3,3.34,3980,3.3400000000000003,3.34,3.34,0.0,0.0
