Symbol,Date,Open,High,Low,Close,Volume,QTT SMA,QTT spanTwelveEMA,QTT spanTwntySixEMA,QTT_x,QTT_y
QTT,2021-02-11,4.39,5.14,4.38,5.12,4124289,5.12,3.8052553356628187,3.2558768362445436,0.5493784994182751,0.41734086461554315
QTT,2021-02-10,4.34,4.74,4.14,4.5983,4226003,4.598299999999999,3.566210851237877,3.106746983144108,0.4594638680937693,0.3843314559148601
QTT,2021-02-09,3.76,3.85,3.65,3.798,740411,3.798,3.3785582787356727,2.9874227417956365,0.3911355369400362,0.36554835287013293
QTT,2021-02-08,3.81,3.8289999999999997,3.5001,3.6394,1357038,3.6394,3.302296147596704,2.9225765611392878,0.37971958645741655,0.3591515568526571
QTT,2021-02-05,3.8145,3.88,3.62,3.66,1750911,3.66,3.2410045380688324,2.86523068603043,0.37577385203840175,0.3540095494514673
QTT,2021-02-04,3.75,3.88,3.56,3.58,2263314,3.58,3.1648235449904383,2.8016491409128648,0.36317440407757307,0.34856847380473355
QTT,2021-02-03,2.98,3.35,2.95,3.28,1696645,3.28,3.0893369168068814,2.7393810721858944,0.3499558446209874,0.34491699123652353
QTT,2021-02-02,3.09,3.12,2.97,3.02,693793,3.0199999999999987,3.0546709016808595,2.696131557960765,0.3585393437200941,0.3436572778904077
QTT,2021-02-01,3.15,3.15,3.02,3.0427,697196,3.0426999999999995,3.0609747019864706,2.6702220825976264,0.3907526193888442,0.33993676143298596
QTT,2021-01-29,3.22,3.32,3.12,3.2,971694,3.2,3.06429737507492,2.6404238492054364,0.42387352586948346,0.3272327969440214
QTT,2021-01-28,3.48,3.58,3.45,3.54,1183441,3.5399999999999987,3.039624170543087,2.5956577571418715,0.4439664134012156,0.3030726147126559
QTT,2021-01-27,3.12,3.7578,3.11,3.6702,2241643,3.670199999999999,2.9486467470054665,2.5201103777132206,0.4285363692922455,0.267849165040516
QTT,2021-01-26,3.43,3.48,3.33,3.385,1190628,3.3849999999999985,2.8174552464610065,2.4281032079302793,0.3893520385307272,0.2276773639775835
QTT,2021-01-25,3.65,3.65,3.4,3.5118,2621684,3.5117999999999987,2.7142652912720986,2.351551464564701,0.36271382670739705,0.18725869533929757
QTT,2021-01-22,4.21,4.22,3.45,3.455,8501252,3.4549999999999987,2.5692589805942982,2.2587315817298768,0.31052739886442104,0.14339491249727257
QTT,2021-01-21,3.53,3.75,3.305,3.56,8965381,3.5599999999999987,2.40821515888417,2.1630301082682672,0.2451850506159028,0.10161179090548533
QTT,2021-01-20,2.52,2.85,2.5,2.7977,2267125,2.7976999999999985,2.1987997332267466,2.051272516929729,0.14752721629701782,0.06571847597788097
QTT,2021-01-19,2.22,2.4,2.2038,2.3817,1526708,2.3816999999999986,2.089908775631609,1.9915583182841072,0.09835045734750224,0.04526629089809675
QTT,2021-01-19,2.22,2.4,2.2038,2.3817,1526708,2.381699999999999,2.0368558257464477,1.960346983746836,0.07650884199961161,0.031995249285745486
QTT,2021-01-15,2.1,2.1,2.05,2.065,213865,2.064999999999999,1.9741568849730744,1.9266387424465825,0.04751814252649167,0.020866851107278893
QTT,2021-01-14,2.16,2.26,2.15,2.2168,770263,2.2167999999999988,1.9576399549681789,1.9155698418423088,0.04207011312586961,0.014204028252475643
QTT,2021-01-13,1.94,2.09,1.94,2.0383,856825,2.0382999999999987,1.910519946780575,1.8914714291896941,0.019048517590881,0.007237507034127039
QTT,2021-01-12,1.916,1.916,1.86,1.86,261617,1.8599999999999992,1.8872872098315887,1.8797251435248692,0.007562066306719295,0.004284754394938604
QTT,2021-01-11,1.88,1.93,1.85,1.93,337206,1.929999999999999,1.8922485207100597,1.8813031550068589,0.010945365703200594,0.003465426416993376
QTT,2021-01-08,1.96,1.98,1.93,1.97,394006,1.969999999999999,1.8853846153846157,1.877407407407408,0.0079772079772078,0.001595441595441516
QTT,2021-01-07,1.9,1.92,1.82,1.87,710617,1.869999999999999,1.87,1.87,0.0,0.0
