Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-02-11,3.85,3.86,3.7476,3.815,254022,3.815,3.8153206096742247,3.782719136356432,0.03260147331779306,0.019193135214564297
SPPI,2021-02-10,3.93,3.99,3.87,3.9676,377216,3.9676000000000013,3.8153789023422657,3.780136667264946,0.035242235077319606,0.015841050688757213
SPPI,2021-02-09,4.02,4.02,3.86,3.9076,392651,3.9076,3.787702339131768,3.765139600646142,0.022562738485626174,0.010990754591616612
SPPI,2021-02-08,3.98,3.98,3.83,3.9306,599287,3.930600000000001,3.7659027644284535,3.7537427686978337,0.012159995730619766,0.008097758618114329
SPPI,2021-02-05,3.74,3.74,3.655,3.71,170616,3.710000000000001,3.7359578125063533,3.73959419019366,-0.003636377687306069,0.007082199339987969
SPPI,2021-02-04,3.79,3.8,3.7122,3.755,143738,3.755000000000001,3.7406774147802366,3.741961725409153,-0.0012843106289164294,0.009761843596811589
SPPI,2021-02-03,3.7618,3.81,3.71,3.8,152568,3.8000000000000007,3.7380733083766433,3.7409186634418847,-0.002845355065241861,0.012523382153243593
SPPI,2021-02-02,3.76,3.79,3.64,3.65,221963,3.6500000000000012,3.726813909899669,3.736192156517237,-0.009378246617567143,0.016365566457864845
SPPI,2021-02-01,3.63,3.66,3.51,3.5524,193355,3.5524000000000013,3.740780075335973,3.743087529038615,-0.0023074537026421807,0.02280151972672306
SPPI,2021-01-29,3.6,3.69,3.55,3.68,206308,3.680000000000001,3.775030998124332,3.758342531361704,0.016688466762627474,0.029078763084064367
SPPI,2021-01-28,3.72,3.8,3.705,3.72,173953,3.720000000000001,3.7923093614196652,3.764609933870641,0.027699427549024325,0.03217633716442336
SPPI,2021-01-27,3.78,3.79,3.56,3.6368,529433,3.636800000000002,3.8054565180414217,3.768178728580292,0.03727778946113025,0.03329556456827312
SPPI,2021-01-26,4.02,4.03,3.94,3.9662,235835,3.9662000000000015,3.8361213395034985,3.778689026866715,0.0574323126367835,0.032300008345058945
SPPI,2021-01-25,4.05,4.06,3.91,3.9583,249976,3.9583000000000017,3.8124706739586802,3.763688149016052,0.048782524942627685,0.026016932272127802
SPPI,2021-01-22,3.93,3.93,3.79,3.819,333148,3.8190000000000017,3.7859562510420766,3.7481192009373365,0.03783705010474003,0.020325534104502715
SPPI,2021-01-21,4.07,4.09,3.8,3.82,575355,3.8200000000000016,3.7799482966860896,3.7424487370123223,0.03749955967376728,0.015947655104443383
SPPI,2021-01-20,4.31,4.35,4.02,4.02,905067,4.020000000000001,3.7726661688108334,3.736244635973309,0.03642153283752503,0.010559678962112405
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.780000000000001,3.7276963813218935,3.713544206851173,0.014152174470720704,0.004094215493259359
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.7800000000000007,3.7181866324713297,3.7082277433992674,0.009958889072062329,0.0015797257488940227
SPPI,2021-01-15,3.79,3.83,3.7,3.7508,217344,3.7508000000000012,3.706947838375208,3.702485962871209,0.004461875503998236,-0.0005150650818980536
SPPI,2021-01-14,3.75,3.79,3.71,3.78,120035,3.780000000000001,3.698974718079791,3.698620839900906,0.00035387817888477,-0.001759300228372348
SPPI,2021-01-13,3.69,3.73,3.6473,3.65,208019,3.6500000000000017,3.684242848639754,3.6921105070929783,-0.007867658453225346,-0.0022875948301866273
SPPI,2021-01-12,3.65,3.67,3.61,3.64,47741,3.640000000000002,3.6904688211197088,3.695479347660417,-0.0050105265407083275,-0.0008925789244271698
SPPI,2021-01-11,3.7,3.73,3.61,3.685,160219,3.685000000000002,3.699644970414201,3.6999176954732502,-0.0002727250590495167,0.00013690797964311941
SPPI,2021-01-08,3.78,3.79,3.71,3.715,167231,3.7150000000000016,3.702307692307692,3.701111111111111,0.0011965811965812811,0.0002393162393161674
SPPI,2021-01-07,3.73,3.75,3.64,3.7,300842,3.700000000000003,3.7,3.7,0.0,0.0
