Symbol,Date,Open,High,Low,Close,Volume,ESGC SMA,ESGC spanTwelveEMA,ESGC spanTwntySixEMA,ESGC_x,ESGC_y
ESGC,2021-02-11,2.07,2.09,2.04,2.09,405414,2.09,2.058983952089997,2.0125054827021462,0.046478469387851266,0.0465802547504857
ESGC,2021-02-10,2.08,2.09,2.0301,2.08,459618,2.08,2.053344670651815,2.0063059213183183,0.04703874933349717,0.046605701091144425
ESGC,2021-02-09,2.13,2.13,2.04,2.0922,1168506,2.0922,2.0484982471339634,2.000410395023783,0.048087852110180414,0.04649743903055635
ESGC,2021-02-08,2.11,2.12,2.04,2.12,428766,2.12,2.0405524738855934,1.993067226625686,0.04748524725990744,0.04609983576065034
ESGC,2021-02-05,2.1,2.11,2.08,2.11,203226,2.1100000000000003,2.02610746913752,1.9829126047557408,0.043194864381778775,0.04575348288583606
ESGC,2021-02-04,2.07,2.0795,2.0,2.05,550203,2.0500000000000003,2.010854281707977,1.9727456131362,0.03810866857177729,0.04639313751185027
ESGC,2021-02-03,2.03,2.04,1.98,2.015,334357,2.015000000000001,2.0037368783821554,1.966565262187096,0.03717161619505927,0.04846425474686857
ESGC,2021-02-02,2.0,2.045,1.99,2.0326,252574,2.032600000000001,2.001689038088001,1.962690483162064,0.03899855492593751,0.05128741438482084
ESGC,2021-02-01,1.95,2.0,1.93,1.9578,395200,1.9578000000000009,1.9960688631949108,1.9570977218150292,0.03897114137988189,0.054359629249541776
ESGC,2021-01-29,1.87,1.91,1.81,1.88,722532,1.880000000000001,2.0030268383212584,1.9570415395602316,0.04598529876102697,0.0582067512169568
ESGC,2021-01-28,2.09,2.09,2.01,2.02,334674,2.0200000000000014,2.0253953543796688,1.9632048627250502,0.06219049165461876,0.0612621143309393
ESGC,2021-01-27,2.01,2.04,1.98,2.04,412421,2.0400000000000014,2.026376327903245,1.9586612517430544,0.06771507616019079,0.06103002000001949
ESGC,2021-01-26,2.14,2.14,2.03,2.1092,864372,2.1092000000000013,2.0238992966129263,1.9521541518824983,0.07174514473042759,0.059358755959976715
ESGC,2021-01-25,2.05,2.105,2.02,2.08,520126,2.0800000000000014,2.008390077815276,1.9395904840330984,0.0687995937821777,0.05626215876736389
ESGC,2021-01-22,2.08,2.08,2.02,2.04,309129,2.040000000000001,1.9953700919635082,1.928357722755746,0.06701236920776199,0.053127800013660485
ESGC,2021-01-21,2.05,2.05,2.0,2.04,175149,2.040000000000001,1.9872555632296005,1.919426340576205,0.06782922265339475,0.04965665771513505
ESGC,2021-01-20,2.04,2.07,2.02,2.03,263687,2.03,1.9776656656349825,1.9097804478223017,0.06788521781268031,0.04511351648056995
ESGC,2021-01-19,2.15,2.15,2.07,2.0774,544854,2.0774000000000004,1.96815033211407,1.9001628836480864,0.06798744846598392,0.03942059114754225
ESGC,2021-01-19,2.15,2.15,2.07,2.0774,544854,2.0774,1.9482867561348105,1.885983914339933,0.062302841794877224,0.03227887681793188
ESGC,2021-01-15,2.17,2.2126,2.0774,2.106,808233,2.106,1.9248116208865935,1.870670627487128,0.0541409933994661,0.024772885573695492
ESGC,2021-01-14,1.97,2.01,1.97,1.992,140491,1.992,1.8918682792296104,1.8518442776860982,0.04002400154351271,0.017430858617253006
ESGC,2021-01-13,2.06,2.08,1.99,1.99,275736,1.99,1.8736625118168129,1.840631819900986,0.03303069191582697,0.01178257288568819
ESGC,2021-01-12,2.0,2.03,1.97,2.01,181553,2.01,1.852510241238052,1.8286823654930648,0.023827875744986796,0.006470543128153493
ESGC,2021-01-11,1.93,1.94,1.885,1.915,189346,1.915,1.8238757396449703,1.8141769547325104,0.009698784912460123,0.0021312099739450563
ESGC,2021-01-08,1.87,1.88,1.82,1.82,220621,1.8200000000000005,1.8073076923076925,1.8061111111111108,0.0011965811965812811,0.00023931623931634506
ESGC,2021-01-07,1.77,1.82,1.74,1.805,248754,1.805,1.805,1.805,0.0,0.0
