Symbol,Date,Open,High,Low,Close,Volume,GSAT SMA,GSAT spanTwelveEMA,GSAT spanTwntySixEMA,GSAT_x,GSAT_y
GSAT,2020-12-16,0.3241,0.3298,0.3222,0.32799999999999996,221325,0.32799999999999996,0.3221333217346341,0.322278903828352,-0.00014558209371789976,-0.0011219543527308197
GSAT,2020-12-15,0.318,0.32,0.318,0.3199,75791,0.3199,0.3210666529591131,0.32182121613462017,-0.0007545631755070947,-0.0013660474174840495
GSAT,2020-12-14,0.3212,0.324,0.3204,0.3219,144923,0.3218999999999999,0.32127877167895186,0.3219749134253898,-0.0006961417464379505,-0.001518918477978288
GSAT,2020-12-11,0.3227,0.326949,0.3213,0.325999,161688,0.3259989999999999,0.3211658210751249,0.321980906499421,-0.0008150854242960914,-0.0017246126608633722
GSAT,2020-12-10,0.3224,0.3236,0.3142,0.3142,300749,0.3141999999999999,0.3202870612706022,0.3216594590193747,-0.0013723977487725134,-0.0019519944700051922
GSAT,2020-12-09,0.33,0.33,0.32,0.3236,344123,0.32359999999999994,0.3213937996834389,0.3222562157409247,-0.0008624160574857154,-0.0020968936503133616
GSAT,2020-12-08,0.32,0.32,0.315,0.3152,101364,0.3151999999999999,0.32099267235315515,0.32214871300019865,-0.0011560406470434992,-0.0024055130485202453
GSAT,2020-12-07,0.34,0.34,0.33,0.332,246692,0.332,0.3220458855082743,0.32270461004021456,-0.000658724531940269,-0.0027178811488894313
GSAT,2020-12-04,0.32,0.33,0.317,0.32381,228308,0.32381,0.3202360465097787,0.3219609788434317,-0.0017249323336530065,-0.003232670303126722
GSAT,2020-12-03,0.327,0.3296,0.325,0.3251,94795,0.3251,0.31958623678428394,0.3218130571509063,-0.0022268203666223623,-0.0036096047954951504
GSAT,2020-12-02,0.337,0.337,0.3275,0.3313,131708,0.3313,0.31858373438142645,0.3215501017229788,-0.0029663673415523677,-0.003955300902713347
GSAT,2020-12-01,0.32,0.325,0.317,0.318,192328,0.318,0.31627168608714035,0.3207701098608171,-0.004498423773676763,-0.004202534293003592
GSAT,2020-11-30,0.314,0.316899,0.311,0.3122,179053,0.3122,0.3159574471938932,0.3209917186496825,-0.005034271455789274,-0.004128561922835299
GSAT,2020-11-27,0.315,0.31969899999999996,0.3089,0.3136,89863,0.31359999999999993,0.3166406194109647,0.32169505614165705,-0.005054436730692336,-0.003902134539596791
GSAT,2020-11-27,0.315,0.31969899999999996,0.3089,0.3136,89863,0.3136,0.31719345930386744,0.3223426606329897,-0.005149201329122222,-0.003614058991822905
GSAT,2020-11-25,0.31,0.31,0.3063,0.3082,144978,0.3081999999999999,0.3178468155409343,0.3230420734836288,-0.005195257942694487,-0.0032302734074980614
GSAT,2020-11-24,0.312,0.3147,0.308,0.31065,234489,0.3106499999999999,0.3196007820029224,0.3242294393623191,-0.004628657359396715,-0.0027390272736989548
GSAT,2020-11-23,0.3189,0.3189,0.312,0.316,182553,0.31599999999999995,0.3212281969125446,0.3253157945113046,-0.004087597598759984,-0.0022666197522745145
GSAT,2020-11-20,0.3149,0.316399,0.313,0.31515,73892,0.3151499999999999,0.3221787781693709,0.3260610580722089,-0.003882279902838015,-0.001811375290653147
GSAT,2020-11-19,0.3163,0.3188,0.3123,0.314,90179,0.3139999999999999,0.32345673783652923,0.32693394271798565,-0.0034772048814564194,-0.00129364913760693
GSAT,2020-11-18,0.312,0.3124,0.31,0.311,56291,0.3109999999999999,0.3251761447158982,0.3279686581354245,-0.0027925134195263546,-0.0007477602016445576
GSAT,2020-11-17,0.315,0.32,0.305,0.3104,277477,0.31039999999999995,0.3277536255733342,0.3293261507862585,-0.0015725252129242804,-0.0002365718971741222
GSAT,2020-11-16,0.33,0.33,0.32,0.327,258343,0.327,0.33090883022303136,0.33084024284915914,6.85873738722198e-05,9.741643176341744e-05
GSAT,2020-11-13,0.3323,0.33822800000000003,0.3323,0.336,94214,0.336,0.3316195266272189,0.3311474622770919,0.00047206435012697723,0.00010462369623621682
GSAT,2020-11-12,0.33,0.3324,0.3259,0.3315,66199,0.3315,0.3308230769230769,0.33075925925925925,6.381766381763354e-05,1.2763532763526708e-05
GSAT,2020-11-11,0.33,0.332,0.33,0.3307,196345,0.3306999999999999,0.3307,0.3307,0.0,0.0
