Symbol,Date,Open,High,Low,Close,Volume,GRTS SMA,GRTS spanTwelveEMA,GRTS spanTwntySixEMA,GRTS_x,GRTS_y
GRTS,2020-12-16,3.08,3.13,3.08,3.1,11872,3.1,3.0508993966749136,2.9844096217274303,0.0664897749474842,0.07503815862935097
GRTS,2020-12-15,3.05,3.11,3.0,3.11,15194,3.11,3.041972014252172,2.9751623914656244,0.0668096227865469,0.07717525454981787
GRTS,2020-12-14,3.01,3.15,2.971,3.12,41470,3.120000000000001,3.029603289570748,2.9643753827828743,0.06522790678787382,0.07976666249063549
GRTS,2020-12-11,3.0,3.01,2.96,3.0,16141,3.0000000000000013,3.013167524038157,2.9519254134055037,0.061242110632652835,0.08340135141632592
GRTS,2020-12-10,3.065,3.065,2.9,2.94,7622,2.9400000000000013,3.015561619317822,2.9480794464779443,0.06748217283987756,0.08894116161224407
GRTS,2020-12-09,3.08,3.1,3.0,3.0,17416,3.0000000000000013,3.029300095557426,2.94872580219618,0.08057429336124589,0.09430590880533568
GRTS,2020-12-08,3.0,3.07,2.9649,3.0104,25618,3.010400000000001,3.034627385658776,2.9446238663718747,0.09000351928690131,0.09773881266635812
GRTS,2020-12-07,2.96,3.12,2.9571,3.12,30700,3.120000000000001,3.039032364869463,2.939361775681625,0.09967058918783778,0.0996726360112223
GRTS,2020-12-04,2.94,2.98,2.92,2.96,26297,2.9600000000000017,3.0243109766639105,2.9249107177361546,0.0994002589277554,0.09967314771706842
GRTS,2020-12-03,3.0,3.02,2.98,2.99,5729,2.990000000000002,3.0360038815118933,2.9221035751550475,0.11390030635684667,0.09974136991439655
GRTS,2020-12-02,2.98,3.04,2.87,3.04,31975,3.040000000000002,3.0443682236049665,2.916671861167451,0.12769636243751492,0.09620163580378424
GRTS,2020-12-01,3.09,3.22,3.09,3.22,15372,3.220000000000001,3.045162446078596,2.9068056100608475,0.13835683601774873,0.08832795414535144
GRTS,2020-11-30,3.31,3.3369999999999997,3.13,3.1499,85718,3.149900000000001,3.013373799911068,2.8817500588657152,0.1316237410453529,0.07582073367725212
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3100000000000014,2.9885508544403536,2.8602980635749717,0.12825279086538144,0.061869981835226906
GRTS,2020-11-27,3.37,3.46,3.3,3.31,121875,3.3100000000000014,2.9301055552476907,2.8243219086609703,0.1057836465867208,0.04527427957768816
GRTS,2020-11-25,2.98,3.21,2.9601,3.21,91717,3.2100000000000013,2.8610338380199978,2.7854676613538474,0.0755661766661504,0.030146937825430112
GRTS,2020-11-24,3.06,3.115,3.02,3.07,61647,3.070000000000001,2.797585444932724,2.7515050742621554,0.0460803706705688,0.018792128115250037
GRTS,2020-11-23,2.83,2.89,2.8,2.89,15159,2.890000000000001,2.748055525829584,2.726025480203128,0.022030045626455497,0.011970067476420342
GRTS,2020-11-20,2.69,2.7314,2.63,2.661,28673,2.661000000000001,2.7222474396167797,2.712907518619378,0.009339920997402109,0.009455072938911442
GRTS,2020-11-19,2.76,2.84,2.75,2.75,2593,2.7500000000000013,2.7333833377289216,2.7170601201089286,0.016323217619993446,0.009483860924288887
GRTS,2020-11-18,2.75,2.7967,2.71,2.75,19165,2.7500000000000018,2.730362126406908,2.714424929717643,0.015937196689264518,0.007774021750362858
GRTS,2020-11-17,2.85,2.85,2.74,2.74,23435,2.740000000000002,2.7267916039354363,2.7115789240950545,0.015212679840381773,0.00573322801563733
GRTS,2020-11-16,2.87,2.87,2.76,2.86,16632,2.860000000000001,2.7243900773782426,2.7093052380226594,0.015084839355583581,0.0033633650594512192
GRTS,2020-11-13,2.7,2.74,2.67,2.73,12682,2.7300000000000018,2.6997337278106506,2.6972496570644715,0.002484070746179068,0.00043299648541824005
GRTS,2020-11-12,2.71,2.72,2.6710000000000003,2.69,5221,2.6900000000000017,2.6942307692307694,2.6946296296296293,-0.000398860398860279,-7.9772079771967e-05
GRTS,2020-11-11,2.7,2.7,2.68,2.695,6094,2.6950000000000016,2.695,2.695,0.0,0.0
