Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-12-16,3.74,3.78,3.66,3.72,85150,3.72,3.600325280264087,3.502802348667976,0.09752293159611057,0.11974448703583124
KERN,2020-12-15,3.56,3.5861,3.45,3.4773,23355,3.4773,3.578566240312101,3.485426536561413,0.0931397037506878,0.12529987589576128
KERN,2020-12-14,3.52,3.56,3.52,3.53,66641,3.53,3.596978284005212,3.4860766594863266,0.1109016245188843,0.13333991893202962
KERN,2020-12-11,3.77,3.79,3.55,3.5901,136684,3.5901,3.609156153824341,3.482562792245233,0.12659336157910728,0.13894949253531574
KERN,2020-12-10,3.43,3.5013,3.37,3.48,60441,3.48,3.6126209090651296,3.4739598156248523,0.13866109344027766,0.14203852527436775
KERN,2020-12-09,3.73,3.77,3.6,3.67,44949,3.67,3.6367338016224258,3.4734766008748403,0.16325720074758546,0.1428828832328904
KERN,2020-12-08,3.5,3.65,3.48,3.58,140205,3.58,3.630685401917413,3.457754728944828,0.1729306729725848,0.13778930385421662
KERN,2020-12-07,3.75,3.8,3.41,3.5201,361486,3.5201,3.6399009295387597,3.447975107260414,0.1919258222783462,0.12900396157462457
KERN,2020-12-04,4.05,4.35,3.99,4.145,702056,4.145,3.6616829167276257,3.4422051158412468,0.21947780088637847,0.11327349639869425
KERN,2020-12-03,4.04,4.07,3.865,3.9967,128698,3.9967000000000006,3.573807083405377,3.3859815251085474,0.18782555829682845,0.08672242027677306
KERN,2020-12-02,3.7535,3.89,3.71,3.8,168963,3.8,3.496917462206353,3.3371240471172317,0.15979341508912226,0.061446635771758976
KERN,2020-12-01,4.33,4.39,3.85,3.9221,585584,3.9221,3.4418115462438723,3.3000939708866097,0.1417175753572626,0.03685994094241837
KERN,2020-11-30,4.19,4.2,3.84,4.0,941881,4.0,3.3544863728336667,3.2503334885575383,0.1041528842761288,0.010645532338707311
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.390000000000001,3.237120258803425,3.1903601676421416,0.046760091161283324,-0.01273130564564795
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.390000000000001,3.2093239422222286,3.1743889810535126,0.034934961168716416,-0.02760415484738077
KERN,2020-11-25,3.47,3.4987,3.35,3.4379,144703,3.4379000000000013,3.1764737498989977,3.1571400995377936,0.019333650361204047,-0.043238933851404954
KERN,2020-11-24,3.84,3.98,3.6,3.96,755477,3.9600000000000017,3.1289417044260883,3.134679307500817,-0.005737603074728703,-0.058882079904557204
KERN,2020-11-23,3.28,3.34,3.1504,3.18,231723,3.1800000000000024,2.977840196139922,3.068653652100882,-0.09081345596095992,-0.07216819911201433
KERN,2020-11-20,2.75,2.79,2.7,2.75,54368,2.7500000000000018,2.9410838681653626,3.0597459442689527,-0.11866207610359016,-0.06750688489977794
KERN,2020-11-19,2.75,2.7632,2.61,2.67,287437,2.6700000000000017,2.9758263896499737,3.0845256198104685,-0.10869923016049476,-0.05471808709882487
KERN,2020-11-18,2.86,2.95,2.7901,2.8201,144933,2.820100000000002,3.0314311877681512,3.1176876693953064,-0.0862564816271556,-0.04122280133340739
KERN,2020-11-17,2.83,2.95,2.76,2.9013,390946,2.9013000000000018,3.0698550400896334,3.1414946829469312,-0.07163964285729829,-0.029964381259970443
KERN,2020-11-16,2.88,3.04,2.8,2.845,226465,2.845000000000001,3.1005014110150206,3.1607102575826853,-0.060208846567664676,-0.01954556586063859
KERN,2020-11-13,2.86,2.87,2.74,2.83,183587,2.8300000000000014,3.1469562130177517,3.1859670781892997,-0.039010865171548836,-0.009379745683882064
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1000000000000014,3.204584615384616,3.2144444444444438,-0.00985982905982885,-0.0019719658119655924
KERN,2020-11-11,3.5,3.5,3.17,3.2236,464630,3.2236000000000007,3.2236,3.2236,0.0,0.0
