Symbol,Date,Open,High,Low,Close,Volume
AMZN,2020-06-17,2647.5,2655.0,2636.18,2646.1455,367664
AMZN,2020-06-16,2619.9,2620.0,2596.0,2614.6,391883
AMZN,2020-06-15,2526.6,2540.6857,2508.0001,2538.59,297765
AMZN,2020-06-12,2601.68,2621.4766,2597.0,2601.655,344569
AMZN,2020-06-11,2603.5,2635.47,2596.1,2635.45,367419
AMZN,2020-06-10,2645.0,2665.3894,2637.0,2658.2,536912
AMZN,2020-06-09,2529.44,2550.0,2525.0,2544.96,336820
AMZN,2020-06-08,2500.2,2519.73,2489.6,2495.9599,486187
AMZN,2020-06-05,2444.51,2466.98,2437.13,2463.365,300598
AMZN,2020-06-04,2478.59,2507.54,2476.39,2498.815,398292
AMZN,2020-06-03,2468.68,2478.27,2461.17,2477.83,208010
AMZN,2020-06-02,2464.4,2472.16,2455.19,2463.12,286918
AMZN,2020-06-01,2446.06,2469.98,2444.17,2466.0251,393513
AMZN,2020-05-29,2415.94,2426.0,2408.5,2413.0,230817
AMZN,2020-05-28,2387.49,2419.0,2378.23,2405.0,301133
AMZN,2020-05-27,2400.95,2409.05,2360.81,2368.465,561858
AMZN,2020-05-26,2456.77,2462.0,2438.31,2441.62,440400
AMZN,2020-05-26,2456.77,2462.0,2438.31,2441.62,440400
AMZN,2020-05-22,2457.0,2469.85,2440.17,2466.0,255133
AMZN,2020-05-21,2501.11,2525.45,2493.0,2501.8759,508696
AMZN,2020-05-20,2477.87,2489.8,2473.0,2484.357,313919
AMZN,2020-05-19,2429.28,2468.8,2428.97,2465.09,429071
AMZN,2020-05-18,2403.99,2404.3456,2384.01,2391.15,414146
AMZN,2020-05-15,2368.79,2383.685,2367.0,2377.56,248062
AMZN,2020-05-14,2361.01,2384.6001,2356.205,2359.88,300031
AMZN,2020-05-13,2367.96,2382.0,2354.465,2373.6401,328830
AMZN,2020-05-12,2411.87,2418.9999,2387.91,2399.5,258146
AMZN,2020-05-11,2375.0,2405.92,2372.11,2405.36,367714
AMZN,2020-05-08,2372.14,2373.78,2357.0,2359.45,232942
AMZN,2020-05-07,2374.78,2376.0,2356.0,2360.18,304492
AMZN,2020-05-06,2329.44,2340.71,2325.25,2331.735,236778
AMZN,2020-05-05,2340.0,2351.0,2326.0,2330.0,327334
AMZN,2020-05-04,2256.39,2300.0,2256.38,2298.07,642597
AMZN,2020-05-01,2336.46,2362.44,2308.39,2320.54,985128
AMZN,2020-04-30,2420.06,2438.44,2396.01,2426.165,562945
AMZN,2020-04-29,2330.0,2359.76,2310.0,2358.18,479161
AMZN,2020-04-28,2372.39,2373.5,2338.0,2350.14,453031
AMZN,2020-04-27,2443.2,2444.88,2420.06,2437.645,468185
AMZN,2020-04-24,2418.0,2420.4332,2382.0,2387.57,315686
AMZN,2020-04-23,2399.98,2424.18,2392.9842,2418.13,485339
AMZN,2020-04-22,2369.8,2392.99,2357.51,2387.67,515619
AMZN,2020-04-21,2417.01,2428.3099,2364.94,2390.326,643936
AMZN,2020-04-20,2389.95,2444.98,2386.05,2398.8537,795068
AMZN,2020-04-17,2372.94,2389.0,2316.02,2378.89,1052038
AMZN,2020-04-16,2346.01,2374.99,2335.0,2368.64,727299
AMZN,2020-04-15,2256.0,2274.46,2245.0,2261.28,563206
AMZN,2020-04-14,2201.01,2246.1098,2186.21,2243.6896,903375
AMZN,2020-04-13,2040.0,2082.69,2038.0,2077.5821,431044
AMZN,2020-04-13,2040.0,2082.69,2038.0,2077.5821,431044
