Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-08-02,5.11,5.15,5.07,5.07,38242,5.07,4.691816188652143,4.563115708649145,0.1287004800029976,-0.0329304051911679
ENDP,2021-07-30,4.99,4.99,4.94,4.94,50355,4.94,4.623055495679806,4.522564965341076,0.1004905303387291,-0.07333812648970928
ENDP,2021-07-29,5.24,5.25,5.205,5.22,44511,5.22,4.565429222167043,4.489170162568363,0.07625905959868,-0.11679529069681888
ENDP,2021-07-28,4.92,4.94,4.885,4.93,32556,4.93,4.446416353470141,4.430703775573832,0.0157125778963092,-0.1650588782706936
ENDP,2021-07-27,5.0,5.03,4.99,5.0199,54907,5.0199,4.3584920541010765,4.390760077619739,-0.0322680235186627,-0.21025174231244428
ENDP,2021-07-26,4.95,4.95,4.9074,4.94,51342,4.94,4.238236063937636,4.340428883829318,-0.1021928198916821,-0.25474767201088966
ENDP,2021-07-23,4.86,4.88,4.7,4.7221,117625,4.7221,4.110642621017207,4.292463194535664,-0.1818205735184568,-0.2928863850406915
ENDP,2021-07-22,4.59,4.6,4.42,4.4843,393773,4.4843,3.999468552111245,4.2580922500985166,-0.2586236979872716,-0.3206528379212501
ENDP,2021-07-21,4.26,4.46,4.26,4.419,326708,4.419,3.9113173797678336,4.239995630106398,-0.3286782503385632,-0.33616012290474473
ENDP,2021-07-20,3.5,3.55,3.45,3.55,88508,3.55,3.819011448816532,4.225675280514909,-0.4066638316983768,-0.33803059104628985
ENDP,2021-07-19,3.48,3.48,3.4,3.4233,88735,3.4233,3.867922621328629,4.279729302956102,-0.4118066816274726,-0.320872280883268
ENDP,2021-07-16,3.37,3.4,3.36,3.39,111108,3.39,3.948763097933835,4.348243647192589,-0.3994805492587545,-0.2981386806972169
ENDP,2021-07-15,3.58,3.6,3.58,3.6,21104,3.6,4.050356388467259,4.424903138967997,-0.3745467505007376,-0.27280321355683246
ENDP,2021-07-14,3.62,3.65,3.61,3.61,30896,3.61,4.132239368188579,4.490895390085437,-0.3586560218968575,-0.24736732932085614
ENDP,2021-07-13,3.67,3.71,3.63,3.71,45156,3.71,4.227191980586503,4.561367021292272,-0.3341750407057686,-0.21954515617685577
ENDP,2021-07-12,3.76,3.84,3.76,3.82,40993,3.82,4.321226886147685,4.629476382995653,-0.3082494968479681,-0.19088768504462753
ENDP,2021-07-09,3.79,3.84,3.75,3.76,46215,3.76,4.412359047265446,4.694234493635306,-0.2818754463698596,-0.16154723209379238
ENDP,2021-07-08,3.69,3.69,3.68,3.6801,107561,3.6801,4.530969783131891,4.76897325312613,-0.238003469994239,-0.13146517852477557
ENDP,2021-07-07,4.37,4.48,4.37,4.3874,29126,4.3874,4.685673380064961,4.85608311337622,-0.170409733311259,-0.1048306056574097
ENDP,2021-07-06,4.32,4.36,4.31,4.3499,58380,4.3499,4.739904903713136,4.893577762446318,-0.1536728587331817,-0.08843582374394734
ENDP,2021-07-06,4.32,4.36,4.31,4.3499,58380,4.3499,4.810814886206434,4.937071983442024,-0.1262570972355901,-0.07212656499663875
ENDP,2021-07-02,4.71,4.74,4.71,4.74,25888,4.74,4.894617592789422,4.984045742117386,-0.089428149327964,-0.058593931936900906
ENDP,2021-07-01,4.86,4.86,4.795,4.83,88579,4.83,4.922729882387499,5.003569401486777,-0.0808395190992774,-0.05088537758913511
ENDP,2021-06-30,4.75,4.75,4.67,4.6701,72430,4.6701,4.939589861003409,5.017454953605719,-0.0778650926023099,-0.04339684221159953
ENDP,2021-06-29,4.95,4.97,4.91,4.91,11794,4.91,4.988588017549483,5.045243349894177,-0.0566553323446941,-0.03477977961392193
ENDP,2021-06-28,5.05,5.06,4.94,5.01,85191,5.01,5.002876748013025,5.056062817885711,-0.0531860698726855,-0.029310891431228885
ENDP,2021-06-25,4.88,4.9,4.8679,4.8871,30082,4.8871,5.00158161128812,5.059747843316568,-0.058166232028447,-0.023342096820864702
ENDP,2021-06-24,4.75,4.7692,4.7,4.75,37817,4.75,5.022396449704142,5.073559670781893,-0.0511632210777506,-0.014636063018968887
ENDP,2021-06-23,4.77,4.78,4.75,4.78,24122,4.78,5.071923076923077,5.099444444444444,-0.0275213675213672,-0.00550427350427345
ENDP,2021-06-22,5.1,5.125,5.08,5.125,55379,5.125,5.125,5.125,0.0,0.0
