Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-08-02,2.22,2.23,2.22,2.2226,5539,2.2226,2.1902830636272954,2.2725846363515467,-0.0823015727242513,-0.10558934422293635
AXU,2021-07-30,2.25,2.26,2.25,2.25,14889,2.25,2.1844072570140765,2.2765834072596705,-0.092176150245594,-0.1114112870976076
AXU,2021-07-29,2.31,2.31,2.23,2.26,121021,2.26,2.172481303743909,2.2787100798404443,-0.1062287760965357,-0.11622007131061099
AXU,2021-07-28,2.07,2.07,2.0643,2.0643,6764,2.0643,2.1565688135155283,2.28020688622768,-0.1236380727121515,-0.11871789511412992
AXU,2021-07-27,2.15,2.15,2.13,2.13,3275,2.13,2.1733449614274427,2.297479437125894,-0.1241344756984514,-0.11748785071462452
AXU,2021-07-26,2.05,2.1,2.05,2.08,11573,2.08,2.18122586350516,2.3108777920959658,-0.129651928590806,-0.11582619446866776
AXU,2021-07-23,2.08,2.09,2.08,2.09,14298,2.09,2.199630565960644,2.3293480154636432,-0.1297174495029995,-0.11236976093813321
AXU,2021-07-22,2.18,2.18,2.18,2.18,4821,2.18,2.219563396135306,2.3484958567007346,-0.1289324605654287,-0.10803283879691672
AXU,2021-07-21,2.03,2.07,2.03,2.07,17615,2.07,2.22675674088718,2.3619755252367933,-0.1352187843496137,-0.10280793335478872
AXU,2021-07-20,2.0,2.03,2.0,2.03,18529,2.03,2.2552579665030303,2.3853335672557368,-0.1300756007527064,-0.09470522060608255
AXU,2021-07-19,2.05,2.06,2.0,2.06,58591,2.06,2.2962139604126723,2.4137602526361954,-0.117546292223523,-0.08586262556942659
AXU,2021-07-16,2.21,2.22,2.21,2.22,2969,2.22,2.339161953214976,2.442061072847091,-0.1028991196321147,-0.07794170890590246
AXU,2021-07-15,2.27,2.27,2.26,2.27,10165,2.27,2.360827762890426,2.459825958674858,-0.0989981957844321,-0.0717023562243494
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.377341901597776,2.475012035368847,-0.097670133771071,-0.0648783963343287
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.395040429161008,2.4906129981983547,-0.0955725690373467,-0.05668046197514311
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.432320507190282,2.514662038054223,-0.0823415308639408,-0.046957435209592176
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.4727424175885155,2.5390350010985605,-0.0662925835100449,-0.03811141129600502
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.5114228571500643,2.5613578011864457,-0.0499349440363814,-0.031066118242495028
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.538954285722804,2.577466425281361,-0.0385121395585579,-0.026348911794023426
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.554218701308768,2.5872637393038707,-0.0330450379951026,-0.023308104852890026
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.558622101546726,2.5918448384481807,-0.0332227369014548,-0.020873871567336878
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.563826120009767,2.5967924255240358,-0.0329663055142681,-0.01778665523380739
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.575430869102452,2.604535819565958,-0.0291049504635059,-0.013991742663692082
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.580054663484716,2.608898685131235,-0.0288440216465186,-0.010213440713738621
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.5982464204819373,2.6192105799417336,-0.0209641594597962,-0.005555795480543609
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.6252003151150167,2.632747426337072,-0.0075471112220553,-0.001703704485730451
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.6388730996813834,2.639367220444038,-0.0004941207626547,-0.00024285280164923506
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.640486390532544,2.6401165980795613,0.0003697924529828,-0.00018003581139785396
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.636938461538461,2.638525925925926,-0.0015874643874647,-0.0003174928774930308
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.64,2.64,0.0,0.0
