Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-08-02,3.37,3.37,3.37,3.37,760,3.37,3.5863132817938563,3.732144328620558,-0.1458310468267014,-0.1321726014433212
GENE,2021-07-30,3.49,3.4999,3.47,3.47,5915,3.47,3.625642969392739,3.7611158749102023,-0.1354729055174632,-0.12875799009747615
GENE,2021-07-29,3.48,3.48,3.4404,3.4404,1792,3.4404,3.65394169110051,3.784405144903019,-0.1304634538025091,-0.12707926124247937
GENE,2021-07-28,3.49,3.5196,3.43,3.4901,7606,3.4901,3.692767453118784,3.81192555649526,-0.1191581033764759,-0.12623321310247193
GENE,2021-07-27,4.02,4.09,4.0,4.0499,100084,4.0499,3.729616080958564,3.837671601014881,-0.1080555200563173,-0.12800199053397093
GENE,2021-07-26,3.56,3.56,3.56,3.56,2314,3.56,3.671382641132848,3.820693329096072,-0.1493106879632235,-0.13298860815338442
GENE,2021-07-23,3.64,3.64,3.62,3.62,998,3.62,3.6916340304297295,3.8415487954237575,-0.149914764994028,-0.12890808820092453
GENE,2021-07-22,3.66,3.68,3.66,3.68,3027,3.68,3.704658399598771,3.859272699057658,-0.154614299458887,-0.12365641900264865
GENE,2021-07-21,3.68,3.68,3.65,3.65,2975,3.65,3.709141744980366,3.873614514982271,-0.1644727700019048,-0.11591694888858917
GENE,2021-07-20,3.52,3.55,3.5,3.5,780,3.5,3.719894789522251,3.891503676180853,-0.1716088866586012,-0.10377799361026024
GENE,2021-07-19,3.42,3.5155,3.42,3.44,5166,3.44,3.759875660344479,3.9228239702753207,-0.1629483099308419,-0.08682027034817488
GENE,2021-07-16,3.43,3.43,3.41,3.41,310,3.41,3.818034871316202,3.9614498878973454,-0.143415016581144,-0.06778826045250821
GENE,2021-07-15,3.63,3.63,3.63,3.63,362,3.63,3.89222302973733,4.005565878929134,-0.1133428491918038,-0.04888157142034935
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.939899944235026,4.035611149243464,-0.0957112050084374,-0.032766251977485734
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.996245388641396,4.0680600411829415,-0.0718146525415459,-0.017030013719747696
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.06116273203074,4.102368844477577,-0.0412061124468365,-0.0033338540142982395
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.101374137854511,4.123358352035783,-0.0219842141812725,0.006134210593836347
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.119823981100786,4.133235020198645,-0.0134110390978596,0.013163816787613558
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.177064704937292,4.159493821814537,0.0175708831227554,0.019807530758981864
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.194712833107708,4.1658533275597,0.0288595055480085,0.020366692668038464
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.191933348218201,4.162321593764475,0.0296117544537253,0.018243489448045946
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.188648502439692,4.158507321265633,0.0301411811740592,0.0154014231966261
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.172039139246909,4.148787906966883,0.0232512322800255,0.011716483702267803
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.165064437291802,4.143858939524234,0.0212054977675677,0.00883279655782836
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.158712516799402,4.139367654686173,0.019344862113229,0.005739621255393512
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.146896610762929,4.132621067061066,0.0142755437018626,0.0023383110409346255
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.122695994538007,4.120830752425952,0.0018652421120552,-0.0006459971242973881
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.11229526627219,4.116105212620028,-0.0038099463478378,-0.0012738069333853375
GENE,2021-06-23,4.06,4.08,4.06,4.08,9897,4.08,4.11393076923077,4.11712962962963,-0.0031988603988599,-0.0006397720797719942
GENE,2021-06-22,4.12,4.1201,4.12,4.1201,2462,4.1201,4.1201,4.1201,0.0,0.0
