Symbol,Date,Open,High,Low,Close,Volume,KCCFF SMA,KCCFF spanTwelveEMA,KCCFF spanTwntySixEMA,KCCFF_x,KCCFF_y
KCCFF,2020-09-01,0.16699999999999998,0.18,0.156,0.18,168934,0.18,0.1541803615105365,0.14792281316626085,0.006257548344275637,0.007071050125092019
KCCFF,2020-08-31,0.16699999999999998,0.16699999999999998,0.14528,0.14528,18833,0.14528000000000002,0.1494858817851795,0.1453566382195617,0.0041292435656177795,0.0072744255702961134
KCCFF,2020-08-28,0.13384000000000001,0.159,0.13384000000000001,0.159,50500,0.159,0.15025058756430304,0.14536276927712666,0.004887818287176382,0.008060721071465696
KCCFF,2020-08-27,0.1305,0.1305,0.13,0.13,14400,0.13000000000000006,0.14865978530326726,0.14427179081929678,0.004387994483970453,0.008853946767538024
KCCFF,2020-08-26,0.1304,0.1304,0.13,0.13,5000,0.13,0.15205247354022494,0.14541353408484053,0.006638939455384407,0.00997043483842991
KCCFF,2020-08-25,0.15,0.15,0.15,0.15,4000,0.15000000000000002,0.15606201418390225,0.14664661681162774,0.009415397372274452,0.010803308684191286
KCCFF,2020-08-24,0.1551,0.1551,0.155,0.155,17500,0.15500000000000005,0.15716419858097536,0.146378346156558,0.010785852424417349,0.01115028651217048
KCCFF,2020-08-21,0.15542,0.15542,0.15542,0.15542,2000,0.15542000000000006,0.1575576892320618,0.14568861384908266,0.011869075382979127,0.011241395034108762
KCCFF,2020-08-20,0.1458,0.17,0.1458,0.17,5065,0.17000000000000004,0.15794636000152756,0.14491010295700926,0.0130362570445183,0.011084474946891168
KCCFF,2020-08-19,0.17,0.17,0.17,0.17,6000,0.17000000000000007,0.1557547890927144,0.14290291119357001,0.01285187789914441,0.010596529422484385
KCCFF,2020-08-18,0.18,0.18,0.18,0.18,7200,0.18000000000000008,0.1531647507459352,0.14073514408905555,0.012429606656879616,0.010032692303319386
KCCFF,2020-08-17,0.14800000000000002,0.14800000000000002,0.14800000000000002,0.14800000000000002,555,0.14800000000000008,0.1482856145179234,0.13759395561617999,0.010691658901743395,0.00943346371492932
KCCFF,2020-08-17,0.14800000000000002,0.14800000000000002,0.14800000000000002,0.14800000000000002,555,0.14800000000000008,0.14833754443027314,0.13676147206547445,0.011576072364798712,0.009118914918225793
KCCFF,2020-08-13,0.165,0.165,0.165,0.165,1000,0.16500000000000006,0.14839891614486828,0.1358623898307124,0.012536526314155888,0.00850462555658257
KCCFF,2020-08-12,0.16,0.16,0.16,0.16,7000,0.16000000000000006,0.14538053726211705,0.13353138101716938,0.011849156244947671,0.0074966503671892405
KCCFF,2020-08-11,0.1526,0.1526,0.1526,0.1526,20000,0.1526000000000001,0.14272245312795653,0.13141389149854293,0.0113085616294136,0.006408523897749632
