Symbol,Date,Open,High,Low,Close,Volume,OCX SMA,OCX spanTwelveEMA,OCX spanTwntySixEMA,OCX_x,OCX_y
OCX,2020-09-01,1.26,1.2722,1.24,1.245,72260,1.245,1.4145205917311676,1.4609702593019953,-0.04644966757082769,0.002132924922072685
OCX,2020-08-31,1.35,1.36,1.3,1.31,53241,1.31,1.4453425175004706,1.4782478800461551,-0.032905362545684325,0.014278573045297779
OCX,2020-08-28,1.34,1.35,1.31,1.34,31775,1.3400000000000003,1.4699502479551014,1.4917077104498473,-0.02175746249474586,0.02607455694304336
OCX,2020-08-27,1.33,1.38,1.32,1.35,49956,1.3500000000000003,1.49357756576512,1.5038443272858353,-0.010266761520715262,0.038032561802490664
OCX,2020-08-26,1.42,1.4453,1.37,1.4303,22964,1.4303000000000003,1.5196825777224146,1.5161518734687018,0.0035307042537124906,0.05010739263329214
OCX,2020-08-25,1.39,1.44,1.38,1.43,32025,1.4300000000000006,1.5359339554901263,1.5230200233461983,0.012913932143927996,0.061751564728187
OCX,2020-08-24,1.37,1.3734,1.35,1.365,106770,1.3650000000000009,1.5551946746701493,1.5304616252138938,0.02473304945625521,0.07396097287425174
OCX,2020-08-21,1.45,1.4602,1.42,1.43,40940,1.4300000000000008,1.5897755246101766,1.5436985552310056,0.04607696937917094,0.0862679537287508
OCX,2020-08-20,1.49,1.51,1.45,1.46,46148,1.4600000000000006,1.6188256199938449,1.552794439649486,0.06603118034435917,0.09631569981614577
OCX,2020-08-19,1.57,1.58,1.53,1.535,29567,1.5350000000000006,1.6477030054472714,1.560217994821445,0.08748501062582648,0.10388682968409246
OCX,2020-08-18,1.7,1.7,1.66,1.6640000000000001,26780,1.6640000000000008,1.6681944609831392,1.5622354344071607,0.10595902657597822,0.10798728444865896
OCX,2020-08-17,1.74,1.75,1.66,1.6701,50520,1.6701000000000006,1.6689570902528006,1.5540942691597337,0.11486282109306688,0.10849434891682908
OCX,2020-08-14,1.77,1.8,1.76,1.7679,67733,1.7679000000000007,1.6687492884805826,1.5448138106925124,0.12393547778807013,0.10690223087276962
OCX,2020-08-13,1.71,1.72,1.6846,1.71,13644,1.7100000000000009,1.650721886386143,1.5269669155479135,0.1237549708382295,0.1026439191439445
OCX,2020-08-12,1.72,1.75,1.68,1.7,51698,1.7000000000000008,1.6399440475472602,1.5123242687917466,0.12761977875551356,0.09736615622037323
OCX,2020-08-11,1.8,1.8,1.7,1.73,135855,1.7300000000000009,1.6290247834649438,1.4973102102950864,0.13171457316985746,0.08980275058658814
OCX,2020-08-10,1.84,1.88,1.82,1.865,71923,1.8650000000000009,1.6106656531858428,1.4786950271186934,0.13197062606714938,0.0793247949407708
OCX,2020-08-07,1.83,1.83,1.78,1.78,82576,1.7800000000000014,1.5644230446741783,1.4477906292881888,0.11663241538598924,0.06616333715917616
OCX,2020-08-06,1.78,1.8,1.76,1.8,75330,1.8000000000000014,1.5252272346149378,1.4212138796312443,0.1040133549836939,0.05354606760247283
OCX,2020-08-05,1.97,2.03,1.83,1.8503,820326,1.8503000000000007,1.475268549999472,1.3909109900017431,0.08435755999772865,0.04092924575716767
OCX,2020-08-04,1.75,1.76,1.64,1.7127,405596,1.7127000000000014,1.4070810136357397,1.3541598692018828,0.05292114443385687,0.03007216719702737
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.3500000000000014,1.351513925205874,1.325476658738033,0.02603726646784077,0.02435992288781999
OCX,2020-07-31,1.46,1.46,1.41,1.43,43115,1.4300000000000008,1.3517891843342151,1.323514791437076,0.028274392897138963,0.02394058699281474
OCX,2020-07-30,1.31,1.3335,1.25,1.3107,140253,1.3107000000000013,1.337569036031345,1.314995974752042,0.02257306127930314,0.022857135516733625
OCX,2020-07-29,1.45,1.47,1.38,1.3998,69574,1.3998000000000017,1.3424543153097714,1.3153396527322054,0.02711466257756601,0.0229281540760913
OCX,2020-07-28,1.36,1.4,1.33,1.3601,67415,1.360100000000002,1.3320278271842754,1.3085828249507818,0.02344500223349355,0.02188152695072262
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000016,1.3269237957632345,1.3044614509468442,0.022462344816390308,0.021490658130029885
OCX,2020-07-24,1.31,1.31,1.27,1.281,45739,1.2810000000000012,1.33181903135655,1.3048183670225917,0.0270006643339582,0.02124773645843978
OCX,2020-07-23,1.33,1.37,1.3274,1.37,43628,1.3700000000000017,1.3410588552395588,1.3067238363843992,0.03433501885515966,0.019809504489560117
OCX,2020-07-22,1.41,1.42,1.39,1.4,61500,1.4000000000000012,1.3357968289194786,1.3016617432951512,0.03413508562432743,0.01617812589816023
OCX,2020-07-21,1.47,1.48,1.43,1.44,53508,1.4400000000000013,1.3241235250866568,1.2937946827587634,0.030328842327893343,0.011688885966618429
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000012,1.3030550751024126,1.2820982573794644,0.020956817722948214,0.007028896876299699
OCX,2020-07-17,1.45,1.48,1.4,1.41,135643,1.4100000000000008,1.289065088757397,1.2742661179698216,0.014798970787575085,0.0035469166646375696
OCX,2020-07-16,1.3,1.32,1.28,1.306,76345,1.3060000000000012,1.2670769230769232,1.2634074074074075,0.003669515669515677,0.0007339031339031355
OCX,2020-07-15,1.28,1.28,1.25,1.26,24463,1.2600000000000011,1.26,1.26,0.0,0.0
