Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-11-10,0.0633,0.07,0.0601,0.061979999999999986,13875,0.061979999999999986,0.0683592748477116,0.0731418699144981,-0.004782595066786494,-0.005431438712643715
SSFT,2020-11-09,0.0779,0.0779,0.0633,0.064,20761,0.06399999999999999,0.06951914300184099,0.07403481950765795,-0.004515676505816954,-0.00559364962410802
SSFT,2020-11-06,0.07,0.08,0.06,0.08,11000,0.07999999999999999,0.07052262354763028,0.07483760506827059,-0.004314981520640318,-0.005863142903680785
SSFT,2020-11-05,0.0605,0.07,0.0605,0.07,16448,0.06999999999999999,0.06879946419265395,0.07442461347373222,-0.005625149281078268,-0.006250183249440905
SSFT,2020-11-04,0.0625,0.065,0.06,0.065,15500,0.065,0.06858118495495467,0.0747785825516308,-0.0061973975966761324,-0.006406441741531564
SSFT,2020-11-03,0.06425,0.065,0.062,0.065,46250,0.065,0.06923230949221916,0.07556086915576128,-0.006328559663542108,-0.006458702777745421
SSFT,2020-11-02,0.063,0.068,0.061,0.068,18313,0.068,0.07000182030898629,0.07640573868822217,-0.006403918379235886,-0.006491238556296245
SSFT,2020-10-30,0.061,0.068,0.061,0.068,14665,0.068,0.07036578763789288,0.07707819778327996,-0.0067124101453870785,-0.006513068600561334
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,0.07,0.07079593084478249,0.07780445360594236,-0.007008522761159874,-0.006463233214354897
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.07094064554383385,0.07842880989441775,-0.007488164350583902,-0.006326910827653653
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.05499999999999999,0.07247530836998546,0.07970311468597116,-0.007227806315985698,-0.00603659744692109
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.07565263716452827,0.08167936386084887,-0.0060267266963205815,-0.005738795229654937
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.07658948028535159,0.08257371296971676,-0.005984232684365168,-0.005666812362988522
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07778756760996097,0.08357961000729411,-0.005792042397333136,-0.005587457282644361
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.07811257990268115,0.08418597880787765,-0.006073398905196496,-0.005536311003972167
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07958759443044136,0.08532085711250786,-0.005733262682066503,-0.005402039028666084
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.07987624796324888,0.08590652568150849,-0.006030277718259604,-0.0053192331153159795
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.08121738395656686,0.08697904773602916,-0.0057616637794623005,-0.005141471964580073
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08234781740321538,0.08793737155491149,-0.005589554151696111,-0.004986424010859515
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.08277469329470909,0.0885723612793044,-0.005797667984595314,-0.004835641475650366
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.08373372843920165,0.08945815018164875,-0.005724421742447097,-0.004595134848414129
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08532167906451105,0.09061480219618066,-0.005293123131669617,-0.004312813124905886
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.08628925707624033,0.09146398637187513,-0.005174729295634784,-0.004067735623214953
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.08688730381737493,0.09214110528162513,-0.005253801464250182,-0.0037909872051099924
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08759408632962493,0.09287239370415512,-0.005278307374530194,-0.003425283640324941
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08879301111682945,0.09382218520048753,-0.005029174083658064,-0.0029620277067736274
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.09020992222898026,0.09484796001652653,-0.004638037787546248,-0.0024452411125525145
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09188445354334032,0.09595579681784863,-0.004071343274508324,-0.0018970419438040773
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.0940452632784931,0.09723226056327652,-0.003186997284783416,-0.001353466611128019
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.0964171293291282,0.09853084140833862,-0.0021137120792104336,-0.0008950839427141661
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.0975838801162424,0.09921330872100573,-0.0016294286047633109,-0.0005904269085901028
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.09896276741010468,0.09995037341868616,-0.0009876060085814986,-0.00033067648454679723
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.10006508875739643,0.10051440329218106,-0.0004493145347846256,-0.00016644410353812536
SSFT,2020-09-24,0.1,0.10035,0.095,0.095,37950,0.09500000000000006,0.10007692307692306,0.10055555555555556,-0.0004786324786324875,-9.572649572650028e-05
SSFT,2020-09-23,0.1,0.10099999999999999,0.1,0.10099999999999999,118000,0.10100000000000006,0.101,0.101,0.0,0.0
