Symbol,Date,Open,High,Low,Close,Volume,EGTYF SMA,EGTYF spanTwelveEMA,EGTYF spanTwntySixEMA,EGTYF_x,EGTYF_y
EGTYF,2020-11-10,0.1359,0.1359,0.1359,0.1359,30000,0.1359,0.11886127517144646,0.11614666679890595,0.002714608372540464,0.0011988390513085743
EGTYF,2020-11-09,0.12,0.1365,0.12,0.1312,16390,0.1312,0.1157633252026185,0.11456640014281845,0.0011969250598000694,0.0008198967210005914
EGTYF,2020-11-06,0.11199999999999999,0.11199999999999999,0.11199999999999999,0.11199999999999999,4500,0.11199999999999999,0.11295665705764005,0.11323571215424393,-0.0002790550966038502,0.0007256396363007255
EGTYF,2020-11-05,0.1101,0.1101,0.1048,0.1101,19000,0.1101,0.11313059470448372,0.11333456912658345,-0.00020397442209972583,0.0009768133195268763
EGTYF,2020-11-04,0.1091,0.1091,0.1091,0.1091,1000,0.1091,0.11368161192348075,0.11359333465671012,8.827726677064496e-05,0.0012720102549335266
EGTYF,2020-11-03,0.11,0.1122,0.11,0.1122,10000,0.1122,0.11451463227320452,0.11395280142924692,0.0005618308439576113,0.0015679435019742504
EGTYF,2020-11-02,0.11,0.11,0.11,0.11,3000,0.11,0.11493547450469628,0.11409302554358665,0.0008424489611096043,0.0018194716664784135
EGTYF,2020-10-30,0.12216700000000001,0.12216700000000001,0.12216700000000001,0.12216700000000001,620,0.12216700000000001,0.11583283350555013,0.1144204675870736,0.0014123659184765158,0.0020637273428206087
EGTYF,2020-10-29,0.105,0.105,0.105,0.105,100,0.105,0.1146811668701956,0.1138007449940395,0.0008804218761560982,0.0022265676989066284
EGTYF,2020-10-28,0.114,0.1179,0.114,0.1179,3400,0.1179,0.11644137902841298,0.11450480459356265,0.0019365744348503187,0.0025631041545942606
EGTYF,2020-10-27,0.1095,0.1095,0.1095,0.1095,100,0.1095,0.11617617521539715,0.11423318896104767,0.0019429862543494934,0.0027197365845302427
EGTYF,2020-10-26,0.11641300000000004,0.11641300000000004,0.11641300000000004,0.11641300000000004,424,0.11641300000000003,0.11739002525456027,0.11461184407793147,0.0027781811766287995,0.0029139241670754334
EGTYF,2020-10-23,0.115,0.115,0.115,0.115,8000,0.115,0.11756766620993488,0.11446775160416599,0.003099914605768889,0.0029478599146870914
EGTYF,2020-10-22,0.11895,0.11895,0.11895,0.11895,10000,0.11895,0.11803451461174125,0.11442517173249928,0.003609342879241973,0.0029098462419166423
EGTYF,2020-10-21,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,1000,0.119,0.11786806272296692,0.11406318547109925,0.0038048772518677054,0.0027349720825853097
EGTYF,2020-10-20,0.1268,0.1269,0.1268,0.1269,1900,0.1269,0.11766225594532455,0.11366824030878715,0.003994015636537396,0.002467495790264721
EGTYF,2020-10-19,0.127,0.127,0.127,0.127,2500,0.127,0.11598266611720175,0.11260969953349012,0.0033729665837116253,0.002085865828696552
EGTYF,2020-10-16,0.1115,0.125,0.1115,0.125,35590,0.125,0.11397951450214755,0.11145847549616934,0.002521039005978207,0.0017640906399427835
EGTYF,2020-10-15,0.11,0.11,0.11,0.11,8000,0.11,0.11197578986617436,0.11037515353586287,0.001600636330311489,0.0015748535484339274
EGTYF,2020-10-14,0.1091,0.1091,0.1051,0.1051,1200,0.1051,0.11233502438729698,0.11040516581873193,0.0019298585685650629,0.0015684078529645369
EGTYF,2020-10-13,0.11800000000000001,0.11800000000000001,0.11800000000000001,0.11800000000000001,7500,0.118,0.11365048336680553,0.11082957908423048,0.0028209042825750453,0.0014780451740644086
EGTYF,2020-10-12,0.1277,0.1277,0.1277,0.1277,5799,0.12769999999999998,0.11285966216077015,0.1102559454109689,0.002603716749801241,0.001142330396936749
EGTYF,2020-10-09,0.1155,0.1156,0.1155,0.1156,3133,0.11559999999999995,0.1101614189172738,0.1088604210438464,0.0013009978734273842,0.000776983808720626
EGTYF,2020-10-08,0.11,0.11,0.11,0.11,1000,0.10999999999999996,0.10917258599314177,0.10832125472735413,0.0008513312657876249,0.0006459802925439331
EGTYF,2020-10-07,0.1147,0.1147,0.1,0.1035,17225,0.10349999999999997,0.10902214708280387,0.10818695510554246,0.0008351919772614236,0.0005946425492330066
EGTYF,2020-10-06,0.1189,0.1189,0.1189,0.1189,15000,0.1189,0.11002617382513187,0.10856191151398586,0.0014642623111460055,0.0005345051922259058
EGTYF,2020-10-05,0.11,0.11,0.11,0.11,10000,0.11,0.10841275088424676,0.10773486443510474,0.0006778864491420178,0.0003020659124958808
EGTYF,2020-10-02,0.096,0.115,0.096,0.10745,7400,0.10744999999999998,0.108124160135928,0.10755365358991313,0.0005705065460148706,0.00020811077833434653
EGTYF,2020-10-01,0.113,0.113,0.113,0.113,600,0.11299999999999998,0.1082467347060967,0.10756194587710616,0.0006847888289905485,0.0001175118364142155
EGTYF,2020-09-30,0.11,0.11,0.11,0.11,10000,0.10999999999999996,0.10738250465265976,0.10712690154727464,0.00025560310538511044,-2.4307411729867766e-05
EGTYF,2020-09-29,0.11,0.11,0.10685,0.10685,2710,0.10685,0.1069065964076888,0.10689705367105662,9.542736632187077e-06,-9.428504100861578e-05
EGTYF,2020-09-28,0.10835,0.1136,0.10835,0.1136,900,0.11359999999999998,0.10691688666363222,0.10690081796474114,1.6068698891077978e-05,-0.00012024198541881648
EGTYF,2020-09-25,0.1006,0.1006,0.1,0.1,5000,0.09999999999999998,0.105701775147929,0.10636488340192043,-0.0006631082539914347,-0.0001543196564962901
EGTYF,2020-09-24,0.106315,0.11765,0.1053,0.1053,2000,0.10529999999999998,0.10673846153846156,0.10687407407407408,-0.00013561253561253372,-2.7122507122503972e-05
EGTYF,2020-09-23,0.107,0.107,0.107,0.107,5000,0.10699999999999996,0.107,0.107,0.0,0.0
