Symbol,Date,Open,High,Low,Close,Volume,RYCEF SMA,RYCEF spanTwelveEMA,RYCEF spanTwntySixEMA,RYCEF_x,RYCEF_y
RYCEF,2020-11-10,1.47,1.53,1.47,1.515,96649,1.515,1.4664196119665145,1.770722630039259,-0.3043030180727442,-0.23103631918974132
RYCEF,2020-11-09,1.35,1.48,1.35,1.47,193057,1.47,1.4575868141422446,1.7911804404423994,-0.3335936263001549,-0.21271964446899055
RYCEF,2020-11-06,0.925,0.925,0.8935,0.91,59422,0.91,1.4553298712590164,1.8168748756777915,-0.3615450044187751,-0.18250114901119946
RYCEF,2020-11-05,1.06,1.06,0.9501,0.98,125620,0.98,1.554480756942474,1.8894248657320147,-0.3349441087895406,-0.13774018515930553
RYCEF,2020-11-04,1.06,1.07,1.055,1.065,15390,1.065,1.6589318036592875,1.962178854990576,-0.3032470513312884,-0.08843920425174669
RYCEF,2020-11-03,1.05,1.05,1.015,1.04,32575,1.04,1.7669194043246126,2.0339531633898216,-0.26703375906520943,-0.034737242481861205
RYCEF,2020-11-02,0.965,0.965,0.92,0.94,52336,0.94,1.8990865687472696,2.113469416461008,-0.21438284771373814,0.02333688666397575
RYCEF,2020-10-30,0.95,0.95,0.9158,0.93,29801,0.9300000000000002,2.0734659448831367,2.207346969777888,-0.1338810248947513,0.08276682025840434
RYCEF,2020-10-29,0.9931,1.01,0.96525,1.0,216647,1.0,2.2813688439527984,2.3095347273601194,-0.02816588340732107,0.13692878154669325
RYCEF,2020-10-28,1.14,1.14,1.08,1.12,174120,1.12,2.5143449973987613,2.4142975055489293,0.10004749184983243,0.1782024477851968
RYCEF,2020-10-27,2.83,2.94,2.83,2.83,24515,2.83,2.767862269653081,2.5178413059928437,0.250020963660238,0.19774118676903799
RYCEF,2020-10-26,3.02,3.16,3.0,3.13,32868,3.13,2.756564500499096,2.4928686104722706,0.26369589002682536,0.18467124254623818
RYCEF,2020-10-23,3.04,3.09,3.04,3.04,8361,3.04,2.688667136953477,2.441898099310052,0.2467690376434253,0.1649150806760914
RYCEF,2020-10-22,2.925,2.93,2.9,2.9,10025,2.8999999999999995,2.624788434581382,2.3940499472548558,0.2307384873265259,0.1444515914342579
RYCEF,2020-10-21,2.93,2.98,2.93,2.98,3470,2.979999999999998,2.5747499681416333,2.3535739430352445,0.2211760251063888,0.12287986746119078
RYCEF,2020-10-20,2.86,3.0,2.86,3.0,15647,2.9999999999999987,2.5010681441673848,2.303459858478064,0.19760828568932087,0.09830582804989128
RYCEF,2020-10-19,2.83,2.9,2.8,2.8,13290,2.799999999999999,2.4103532612887277,2.2477366471563087,0.16261661413241854,0.07348021364003388
RYCEF,2020-10-16,2.83,2.83,2.74,2.77,13900,2.7699999999999987,2.33950839970486,2.203555578928813,0.13595282077604587,0.05119611351693759
RYCEF,2020-10-15,2.37,2.37,2.37,2.37,3200,2.3699999999999988,2.2612371996511973,2.1582400252431184,0.10299717440807887,0.0300069367021603
RYCEF,2020-10-14,2.35,2.38,2.34,2.34,6385,2.339999999999999,2.241462145042324,2.1412992272625684,0.10016291777975628,0.011759377275680655
RYCEF,2020-10-13,2.45,2.45,2.36,2.39,19153,2.3899999999999992,2.223546171413656,2.125403165443573,0.09814300597008252,-0.01034150785033814
RYCEF,2020-10-12,2.95,3.06,2.95,3.005,20375,3.0049999999999986,2.193281838943412,2.1042354186790595,0.08904642026435239,-0.037462636305443414
RYCEF,2020-10-09,2.9,2.9,2.7,2.7,86613,2.6999999999999984,2.045696718751305,2.0321742521733843,0.013522466577920778,-0.06908990044789236
RYCEF,2020-10-08,2.38,2.49,2.375,2.45,94970,2.4499999999999984,1.926732485796997,1.9787481923472547,-0.052015706550258,-0.08974299220434565
RYCEF,2020-10-07,2.09,2.09,1.99,2.0,19446,1.9999999999999984,1.8315929377600877,1.9410480477350351,-0.10945510997494767,-0.0991748136178676
RYCEF,2020-10-06,1.81,1.89,1.81,1.87,106552,1.8699999999999983,1.8009734718982853,1.9363318915538383,-0.13535841965555262,-0.09660473952859763
RYCEF,2020-10-05,1.55,1.59,1.54,1.565,18730,1.5649999999999982,1.7884231940616098,1.941638442878145,-0.15321524881653525,-0.08691631949685877
RYCEF,2020-10-02,1.36,1.43,1.33,1.43,36402,1.4299999999999984,1.8290455929819025,1.9717695183083963,-0.14272392532649406,-0.07034158716693964
RYCEF,2020-10-01,1.52,1.52,1.48,1.485,60719,1.4849999999999983,1.9015993371604305,2.015111079773068,-0.11351174261263795,-0.05224600262705109
RYCEF,2020-09-30,1.73,1.735,1.71,1.735,46628,1.7349999999999983,1.9773446711895997,2.057519966154913,-0.08017529496531406,-0.03692956763065454
RYCEF,2020-09-29,1.86,1.86,1.82,1.82,15408,1.8199999999999985,2.021407338678617,2.0833215634473063,-0.0619142247686888,-0.02611813579698983
RYCEF,2020-09-28,1.84,1.91,1.84,1.91,20150,1.909999999999998,2.0580268548020024,2.1043872885230908,-0.046360433721088334,-0.017169113554064974
RYCEF,2020-09-25,1.89,1.91,1.87,1.89,63300,1.889999999999998,2.0849408284023667,2.1199382716049384,-0.03499744320257125,-0.00987128351230913
RYCEF,2020-09-24,2.05,2.06,1.93,1.93,12208,1.9299999999999984,2.1203846153846158,2.138333333333333,-0.017948717948717885,-0.0035897435897434883
RYCEF,2020-09-23,2.11,2.155,2.11,2.155,3500,2.1549999999999985,2.155,2.155,0.0,0.0
