Symbol,Date,Open,High,Low,Close,Volume,SFET SMA,SFET spanTwelveEMA,SFET spanTwntySixEMA,SFET_x,SFET_y
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,0.9851,0.983434361063845,1.0051959905179415,-0.021761629454096543,-0.019270095756323418
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.9831315176209076,1.0068036697593767,-0.023672152138469068,-0.018647212331880138
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.9812099753701636,1.0078519633401268,-0.026641987969963088,-0.017390977380232875
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.9777936072556479,1.008480120407337,-0.030686513151689018,-0.015078224732800294
SFET,2020-11-04,0.94,0.9497,0.92051,0.9209999999999999,10944,0.9209999999999999,0.9864833540294022,1.014758530039924,-0.028275176010521763,-0.011176152628078083
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,0.941224,0.9983894183983844,1.022259212443118,-0.02386979404473355,-0.006901396782467161
SFET,2020-11-02,0.9221,0.96,0.9221,0.9440000000000001,15330,0.9440000000000001,1.0087831308344544,1.0287420294385674,-0.01995889860411304,-0.0026592974669005353
SFET,2020-10-30,0.9755,0.9777,0.94,0.96,8633,0.96,1.0205618818952642,1.0355213917936528,-0.01495950989838857,0.0016656028174025913
SFET,2020-10-29,0.97,0.98,0.9520000000000001,0.9520000000000001,10423,0.952,1.0315731331489486,1.041563103137145,-0.009989969988196457,0.005821880996350381
SFET,2020-10-28,0.9909,1.0,0.97,0.9998,39927,0.9998,1.0460409755396665,1.0487281513881168,-0.002687175848450352,0.009774843742487091
SFET,2020-10-27,1.02,1.02,1.0057,1.0066,12391,1.0065999999999995,1.0544484256377875,1.0526424034991662,0.0018060221386213546,0.01289034864022145
SFET,2020-10-26,1.0,1.0,0.99,0.999799,15688,0.9997989999999995,1.0631481393901123,1.0563257957790997,0.006822343611013082,0.015661430265621473
SFET,2020-10-23,1.07,1.0738,1.04,1.05,87879,1.0499999999999998,1.0746661647337694,1.0608479394414274,0.013818225292342,0.017871201929273682
SFET,2020-10-22,1.06,1.0694,1.055,1.06,47787,1.0599999999999998,1.079150921958091,1.0617157745967416,0.017435147361349438,0.018884446088506604
SFET,2020-10-21,1.06,1.08,1.06,1.08,12760,1.0799999999999996,1.0826329077686532,1.061853036564481,0.02077987120417224,0.019246770770295893
SFET,2020-10-20,1.08,1.0895,1.06,1.06,35552,1.0599999999999996,1.0831116182720446,1.0604012794896394,0.02271033878240525,0.018863495661826803
SFET,2020-10-19,1.1,1.12,1.08,1.11,32417,1.11,1.0873137306851437,1.0604333818488103,0.026880348836333168,0.01790178488168219
SFET,2020-10-16,1.11,1.12,1.09,1.1,29168,1.1,1.0831889544460789,1.0564680523967154,0.026720902049363504,0.015657143893019386
SFET,2020-10-15,1.12,1.16,1.08,1.1212,151826,1.1211999999999995,1.0801324007090023,1.0529854965884526,0.027146904120549653,0.012891204353933355
SFET,2020-10-14,1.23,1.24,1.15,1.21,947598,1.2099999999999995,1.0726655644742755,1.0475283363155288,0.02513722815874675,0.009327279412279281
SFET,2020-10-13,1.1,1.1,1.08,1.08,30927,1.0799999999999996,1.047695667105962,1.034530603220771,0.013165063885191008,0.005374792225662413
SFET,2020-10-12,1.07,1.07,1.05,1.07,19692,1.0699999999999994,1.041822152034319,1.030893051478433,0.01092910055588625,0.003427224310780264
SFET,2020-10-09,1.09,1.09,1.06,1.0698,29595,1.0697999999999992,1.0366989069496495,1.0277644955967074,0.008934411352942151,0.0015517552495038227
SFET,2020-10-08,1.08,1.08,1.06,1.0604,50774,1.0603999999999991,1.0306805263950405,1.0244016552444442,0.006278871150596332,-0.00029390877635575947
SFET,2020-10-07,1.04,1.09,1.04,1.04,65137,1.0399999999999996,1.0252769857395931,1.0215217876639997,0.003755198075593658,-0.0019371037580937825
SFET,2020-10-06,1.05,1.06,1.03,1.04,20161,1.0399999999999996,1.0226000740558827,1.0200435306771194,0.002556543378763321,-0.0033601792165155867
SFET,2020-10-05,1.05,1.06,1.0401,1.0471,19787,1.0470999999999997,1.0194364511569525,1.0184470131312888,0.000989438025663425,-0.0048393598653353135
SFET,2020-10-02,1.02,1.06,1.02,1.055,105899,1.0549999999999993,1.0144067150036709,1.0161547741817918,-0.0017480591781209311,-0.006296559338085053
SFET,2020-10-01,1.0,1.04,1.0,1.0301,20905,1.0300999999999991,1.0070261177316109,1.0130471561163352,-0.00602103838472412,-0.007433684378076084
SFET,2020-09-30,1.02,1.07,1.015,1.0611,245046,1.0610999999999993,1.0028308664100858,1.011682928605642,-0.008852062195556345,-0.007786845876414018
SFET,2020-09-29,0.97,0.9767,0.9620000000000001,0.972549,8971,0.9725489999999992,0.9922364784846468,1.0077295628940937,-0.015493084409446745,-0.007520541796628493
SFET,2020-09-28,0.97,0.97,0.93,0.950001,21859,0.9500009999999992,0.9958160200273101,1.0105440079256212,-0.0147279878983112,-0.0055274061434239016
SFET,2020-09-25,0.9301,0.9471,0.9301,0.945,23179,0.9449999999999992,1.004146023668639,1.0153874485596708,-0.011241424891031748,-0.0032272607047021044
SFET,2020-09-24,1.01,1.01,0.902101,0.9499989999999999,157421,0.9499989999999991,1.0148998461538459,1.0210184444444443,-0.006118598290598243,-0.0012237196581196931
SFET,2020-09-23,1.02,1.0327,1.02,1.0267,8170,1.026699999999999,1.0267,1.0267,0.0,0.0
