Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA,ABUS spanTwelveEMA,ABUS spanTwntySixEMA,ABUS_x,ABUS_y
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.16,2.946936175415748,2.9671366602794444,-0.020200484863695408,-0.044183191822528015
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.991,2.9081972982186124,2.9517075931018,-0.043510294883187584,-0.05017886856223594
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8149999999999986,2.893142261531088,2.948564200549944,-0.055421939018856385,-0.05184601198199802
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.949999999999999,2.907349945445831,2.959249336593939,-0.051899391148108265,-0.05095203022278354
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.9499999999999984,2.8995953900723457,2.9599892835214545,-0.06039389344910884,-0.05071518999145236
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.794999999999998,2.890430915540045,2.9607884262031714,-0.07035751066312601,-0.04829551412703824
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.799999999999998,2.90778199109278,2.9740515002994243,-0.0662695092066441,-0.04278001499301618
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.8749999999999982,2.927378716746013,2.9879756203233785,-0.06059690357736525,-0.03690764143960909
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.8699999999999983,2.9369021197907426,2.9970136699492484,-0.060111550158506326,-0.03098532590516994
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.8299999999999983,2.949066141570877,3.007174763545189,-0.058108621974311436,-0.02370376984183595
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,2.8699999999999983,2.9707145309474017,3.0213487446288037,-0.050634213681403306,-0.015102556808716966
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,2.9049999999999985,2.9890262638469283,3.0334566441991084,-0.044430380352180165,-0.006219642590545714
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,2.8299999999999987,3.004303766364552,3.0437331757350368,-0.03942940937048478,0.003333041849862899
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,2.8699999999999988,3.035995360249016,3.06083182979384,-0.024836469544823547,0.014023654654949818
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,2.8499999999999988,3.066176334839746,3.0760983761773466,-0.00992204133760044,0.02373868570489327
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,2.959999999999998,3.1054811229924266,3.0941862462715344,0.011294876720892688,0.0321538674655167
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,3.035,3.1319322362637774,3.104921145973257,0.027011090290519846,0.03736861515167281
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,3.115,3.1495562792208283,3.1105148376511185,0.03904144156970935,0.039957996366960936
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,3.104999999999998,3.1558392390791603,3.1101560246632083,0.04568321441595247,0.04018713506627372
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,3.209999999999998,3.165082737093553,3.1105685066362643,0.05451423045728854,0.038813115228854146
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,3.301499999999998,3.1569159620196534,3.1026139871671656,0.05430197485248733,0.03488783642174555
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,3.134999999999998,3.1306279551141363,3.0867031061405386,0.04392484897359683,0.030034301814059982
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,3.1499999999999986,3.12983303786216,3.0828393546317816,0.046993683230378114,0.026561665024175545
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,3.324999999999999,3.1261663174734617,3.0774665030023245,0.048699814471137685,0.02145366047262479
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,3.1849999999999987,3.0900147388322736,3.0576638232425104,0.03235091558976322,0.014642121972996674
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,3.2081999999999984,3.072744691347232,3.047476929101911,0.025267762245321013,0.010214923568805039
ABUS,2020-10-05,3.04,3.0687,3.01,3.05,89270,3.0499999999999985,3.048116453410365,3.034619083430064,0.013497369980301157,0.006451713899676046
ABUS,2020-10-02,3.0,3.13,2.97,3.07,218066,3.0699999999999985,3.0477739903940684,3.0333886101044683,0.01438538028959879,0.004690299879519768
ABUS,2020-10-01,3.17,3.17,3.07,3.0984,99849,3.0983999999999985,3.0437328977384435,3.0304596989128267,0.013273198825617172,0.0022665297769996783
ABUS,2020-09-30,3.17,3.2,3.12,3.141,97948,3.1409999999999982,3.0337934245999785,3.025024474825853,0.0087689497741259,-0.0004851374851545841
ABUS,2020-09-29,3.01,3.07,2.95,3.05,83929,3.049999999999998,3.0143013199817936,3.0157464328119215,-0.0014451128301273821,-0.0027986592999745944
ABUS,2020-09-28,3.12,3.13,2.99,3.0,119404,2.9999999999999982,3.007810650887574,3.0130061474368746,-0.005195496549300405,-0.0031370459174362864
ABUS,2020-09-25,2.93,3.09,2.93,3.06,175143,3.0599999999999987,3.0092307692307694,3.0140466392318244,-0.004815870001054989,-0.0026224332594702564
ABUS,2020-09-24,2.89,2.93,2.85,2.89,216759,2.8899999999999992,3.0,3.0103703703703704,-0.010370370370370365,-0.002074074074074073
ABUS,2020-09-23,3.01,3.0543,2.99,3.02,58595,3.0199999999999987,3.02,3.02,0.0,0.0
