Symbol,Date,Open,High,Low,Close,Volume,AAPL SMA_x,AAPL spanTwelveEMA_x,AAPL spanTwntySixEMA_x,AAPL_x,AAPL_y,AAPL SMA_y,AAPL spanTwelveEMA_y,AAPL spanTwntySixEMA_y,AAPL_x,AAPL_y
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385,126.51,126.56136005966334,128.17493639307185,-1.6135763334085027,-1.0715764422186318,126.51,126.5689139216618,128.4229652027085,-1.8540512810466936,-1.0715764422186318
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409,124.85,126.5706982523294,128.3081313045176,-1.7374330521881802,-0.9360764694211638,124.85,126.57962554378211,128.5760024189252,-1.9963768751430564,-0.9360764694211638
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172,123.885,126.88355248002566,128.584781808879,-1.7012293288533442,-0.735737323729406,123.885,126.89410291537888,128.8740826124392,-1.9799796970603156,-0.735737323729406
AAPL,2021-05-11,123.5,123.8,122.77,123.67,3595473,123.67,127.42874384003032,128.96076435358933,-1.5320205135590186,-0.4943643224484214,123.67,127.44121253635689,129.27320922143434,-1.8319966850774705,-0.49436432244842143
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385,126.51,128.1121518109449,129.3840255018765,-1.2718736909315569,-0.2349502746707756,126.51,128.1268875429672,129.7214659591491,-1.5945784161818892,-0.23495027467077562
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409,124.85,128.4034521402076,129.61394754202658,-1.2104954018189744,0.0242805793944267,124.85,128.42086709623396,129.97838323588104,-1.5575161396470776,0.024280579394426738
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172,123.885,129.0495343475181,129.9950633453887,-0.9455289978706104,0.332974574697777,123.885,129.0701156591856,130.3886538947515,-1.31853823556591,0.332974574697777
AAPL,2021-05-11,123.5,123.8,122.77,123.67,3595473,123.67,129.9885405925214,130.4838684130198,-0.495327820498403,0.6526004678398739,123.67,130.01286396085573,130.90894620633162,-0.8960822454758954,0.6526004678398739
AAPL,2021-05-10,129.4,129.54,129.12,129.2184,1370113,129.2184,131.137366154798,131.02897788606137,0.1083882687366326,0.9395825399244432,129.2184,131.1661119537386,131.48806190283815,-0.3219499490995474,0.9395825399244431
AAPL,2021-05-07,130.84,130.99,130.06,130.09,1377358,130.09,131.486269092034,131.1738241169463,0.3124449750877147,1.1473811077213956,130.09,131.5202413998729,131.6696348550652,-0.1493934551922962,1.1473811077213956
AAPL,2021-05-06,127.9,128.01,127.63,127.69,998792,127.69,131.74013619967656,131.260530046302,0.4796061533745615,1.3561151408798158,127.69,131.78028529075888,131.7960056434704,-0.0157203527115257,1.3561151408798158
AAPL,2021-05-05,129.21,129.6,129.19,129.48,1581947,129.48,132.47652459961776,131.54617245000614,0.9303521496116218,1.5752423877561297,129.48,132.5239735254423,132.12448609494805,0.3994874304942755,1.5752423877561295
AAPL,2021-05-04,131.18,131.41,130.94,131.38,1649469,131.38,133.0213472540937,131.71146624600664,1.3098810080870749,1.7364649472922562,131.38,133.0774232573409,132.33604498254388,0.7413782747970288,1.7364649472922562
AAPL,2021-05-03,132.01,132.12,131.83,132.0601,1128011,132.0601,133.3197740275653,131.73798354568717,1.58179048187813,1.843110932093552,132.0601,133.38604566776652,132.4125285811474,0.9735170866191254,1.8431109320935515
AAPL,2021-04-30,131.8,132.19,131.36,132.01,1896412,132.01,133.54880566894082,131.71221422934215,1.836591439598664,1.9084410446474067,132.01,133.62712669826954,132.44072286763918,1.1864038306303542,1.9084410446474067
AAPL,2021-04-29,136.47,137.07,136.42,136.72,3844913,136.72,133.82858851783914,131.68839136768952,2.1401971501496178,1.9264034459095924,136.72,133.92114973431853,132.47518069705032,1.4459690372682132,1.9264034459095924
AAPL,2021-04-28,134.29,134.67,134.25,134.62,1340836,134.62,133.30287733926446,131.2858626771047,2.0170146621597667,1.872955019849586,134.62,133.412267867831,132.13559515281435,1.2766727150166446,1.8729550198495861
AAPL,2021-04-27,135.06,135.41,135.01,135.1895,1303363,135.1895,133.06340049185798,131.01913169127306,2.0442688005849163,1.8369401092720408,135.1895,133.1926802074366,131.9368427650395,1.2558374423971088,1.8369401092720408
AAPL,2021-04-26,134.83,134.96,134.5,134.925,1617712,134.925,132.67683694492308,130.6855022265749,1.9913347183481849,1.7851079364438218,134.925,132.82962206333417,131.67663018624268,1.1529918770914946,1.7851079364438218
AAPL,2021-04-23,132.19,132.75,132.16,132.72,896678,132.72,132.26808002581816,130.3463424047009,1.9217376211172728,1.733551240967731,132.72,132.44864425666768,131.41676060114207,1.031883655525604,1.733551240967731
AAPL,2021-04-22,132.86,133.26,132.7,132.99,1253185,132.99,132.1859127577851,130.15644979707696,2.0294629607081447,1.6865046459303452,132.99,132.39930684878908,131.31250144923345,1.0868053995556295,1.6865046459303452
AAPL,2021-04-21,132.39,132.75,132.21,132.585,1187563,132.585,132.0397150773824,129.9297657808431,2.1099492965392983,1.600765067235895,132.585,132.29190809402346,131.17830156517212,1.113606528851335,1.600765067235895
AAPL,2021-04-20,135.02,135.43,134.92,135.395,1455455,135.395,131.9405723641792,129.71734704331055,2.223225320868636,1.473469009910044,135.395,132.23861865657318,131.0657656903859,1.1728529661872926,1.473469009910044
AAPL,2021-04-19,133.47,133.75,133.34,133.73,1226999,133.73,131.31249461221176,129.2631348067754,2.049359805436353,1.286029932170396,133.73,131.66473113958648,130.71942694561676,0.9453041939697188,1.286029932170396
AAPL,2021-04-16,134.3,134.67,134.24,134.32,4465876,134.32,130.87294817806844,128.90578559131745,1.967162586750988,1.0951974638539066,134.32,131.2892277104204,130.47858110126612,0.8106466091542757,1.0951974638539066
AAPL,2021-04-15,133.82,134.25,133.64,134.1338,1506507,134.1338,130.2462114831718,128.47264843862283,1.7735630445489503,0.8772061831296363,134.1338,130.7381782032241,130.1712675893674,0.5669106138566917,0.8772061831296363
AAPL,2021-04-14,134.94,135.0,134.37,134.4796,1548127,134.4796,129.53937720738486,128.0197563137127,1.519620893672169,0.6531169677748005,134.4796,130.1207924219921,129.8542649965168,0.2665274254752887,0.6531169677748005
AAPL,2021-04-13,132.49,132.5374,131.93,132.365,1640580,132.365,128.64115488145484,127.50296881880968,1.138186062645147,0.4364909863004584,132.365,129.3282819532634,129.48423819623815,-0.1559562429747529,0.43649098630045846
AAPL,2021-04-12,132.57,132.85,132.3,132.61,1768894,132.61,127.96409213262842,127.11400632431446,0.8500858083139633,0.2610672172142828,132.61,128.7761513993113,129.2537772519372,-0.4776258526259198,0.2610672172142828
AAPL,2021-04-09,129.9,130.19,129.8,130.02,1630606,130.02,127.11938161128812,126.67432683025962,0.4450547810285172,0.1138125694393626,130.02,128.0790880173679,128.98527943209217,-0.906191414724276,0.11381256943936262
AAPL,2021-04-08,128.91,129.05,128.81,128.9299,1578055,128.9299,126.59199644970414,126.40667297668038,0.1853234730237574,0.0310020165420775,128.9299,127.7261949296166,128.90250178665954,-1.1763068570429454,0.03100201654207751
AAPL,2021-04-07,125.82,125.92,125.68,125.765,1028640,125.765,126.16692307692308,126.2048148148148,-0.0378917378917407,-0.0075783475783424,125.765,127.50733946227416,128.9003099295923,-1.3929704673181504,-0.00757834757834246
AAPL,2021-04-06,126.49,126.61,126.01,126.24,1714545,126.24,126.24,126.24,0.0,0.0,126.24,127.82412845541492,129.1511347239597,-1.3270062685447783,0.0
AAPL,2021-05-14,126.27,126.62,126.24,126.51,1210385,,,,,,126.51,128.1121518109449,129.3840255018765,-1.2718736909315569,
AAPL,2021-05-13,124.58,124.85,124.43,124.85,1999409,,,,,,124.85,128.4034521402076,129.61394754202658,-1.2104954018189744,
AAPL,2021-05-12,123.52,124.01,123.31,123.885,1731172,,,,,,123.885,129.0495343475181,129.9950633453887,-0.9455289978706104,
AAPL,2021-05-11,123.5,123.8,122.77,123.67,3595473,,,,,,123.67,129.9885405925214,130.4838684130198,-0.495327820498403,
AAPL,2021-05-10,129.4,129.54,129.12,129.2184,1370113,,,,,,129.2184,131.137366154798,131.02897788606137,0.1083882687366326,
