Symbol,Date,Open,High,Low,Close,Volume,XAN SMA,XAN spanTwelveEMA,XAN spanTwntySixEMA,XAN_x,XAN_y
XAN,2021-02-16,4.08,4.08,4.055,4.055,11265,4.055,4.06217359305281,4.066042876717567,-0.003869283664756473,0.004253735857591062
XAN,2021-02-12,4.02,4.1,4.02,4.06,73790,4.059999999999999,4.063477882698775,4.066926306854971,-0.0034484241561969498,0.006284490738178167
XAN,2021-02-11,4.05,4.15,4.045,4.12,86287,4.12,4.064110225007644,4.06748041140337,-0.0033701863957258387,0.008717719461771724
XAN,2021-02-10,4.03,4.13,4.01,4.09,139332,4.090000000000002,4.053948447736307,4.06327884431564,-0.009330396579333213,0.011739695926146113
XAN,2021-02-09,3.92,3.9699,3.9,3.94,76167,3.9400000000000013,4.047393620051999,4.061141151860891,-0.01374753180889243,0.017007219052515943
XAN,2021-02-08,3.99,4.01,3.91,3.95,157907,3.9500000000000015,4.066919732788725,4.0708324440097625,-0.003912711221037314,0.024695906767868037
XAN,2021-02-05,3.94,3.99,3.91,3.92,128643,3.920000000000001,4.088177866023039,4.080499039530544,0.007678826492495183,0.031848061265094374
XAN,2021-02-04,4.05,4.17,4.05,4.11,89642,4.110000000000001,4.11875565984541,4.093338962692989,0.025416697152421897,0.03789036995824417
XAN,2021-02-03,4.06,4.19,4.06,4.16,93062,4.160000000000001,4.12034759799912,4.092006079708427,0.0283415182906932,0.04100878815969996
XAN,2021-02-02,4.0,4.08,4.0,4.075,49518,4.075000000000001,4.113138070362597,4.086566566085101,0.026571504277495883,0.04417560562695164
XAN,2021-02-01,3.98,4.04,3.95,3.95,66901,3.950000000000002,4.120072264973977,4.087491891371909,0.03258037360206867,0.048576630964315574
XAN,2021-01-29,4.05,4.16,4.0401,4.11,110214,4.110000000000002,4.150994494969247,4.0984912426816615,0.052503252287584345,0.0525756953048773
XAN,2021-01-28,4.07,4.26,4.07,4.08,47428,4.080000000000001,4.158448039509109,4.097570542096195,0.06087749741291404,0.05259380605920032
XAN,2021-01-27,4.34,4.42,4.16,4.22,141601,4.2200000000000015,4.172711319419856,4.098976185463891,0.07373513395596554,0.050522883220771884
XAN,2021-01-26,4.26,4.46,4.26,4.45,163757,4.450000000000002,4.164113377496194,4.089294280301002,0.07481909719519209,0.04471982053697347
XAN,2021-01-25,4.15,4.28,4.15,4.24,79071,4.240000000000001,4.11213399158641,4.06043782272508,0.05169616886133,0.037195001372418816
XAN,2021-01-22,4.22,4.27,4.185,4.21,54349,4.210000000000001,4.088885626420304,4.046072848543087,0.04281277787721649,0.03356970950019102
XAN,2021-01-21,4.02,4.1,3.99,4.09,66761,4.090000000000002,4.066864831223995,4.032958676426533,0.03390615479746106,0.03125894240593442
XAN,2021-01-20,4.02,4.0801,4.02,4.0801,67829,4.080100000000002,4.062658436901085,4.0283953705406566,0.03426306636042753,0.03059713930805254
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.045000000000002,4.0594872436103735,4.024259000183911,0.035228243426463024,0.02968065754495857
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.045000000000002,4.062121287903168,4.022599720198623,0.03952156770454529,0.028293761074582674
XAN,2021-01-15,4.08,4.17,4.05,4.1037,33451,4.103700000000002,4.065234249340108,4.020807697814513,0.044426551525594604,0.02548680941709202
XAN,2021-01-14,4.09,4.2001,4.09,4.2,116783,4.200000000000003,4.058240476492855,4.014176313639673,0.044064162853180384,0.02075187388996637
XAN,2021-01-13,4.08,4.19,4.08,4.1,60162,4.100000000000001,4.032466017673373,3.9993104187308486,0.03315559894252473,0.01492380164916264
XAN,2021-01-12,4.06,4.07,3.95,4.07,89658,4.070000000000002,4.0201871117958055,3.991255252229316,0.028931859566489138,0.010365852325822118
XAN,2021-01-11,4.2,4.31,4.2,4.29,115589,4.290000000000003,4.011130223031406,3.984955672407661,0.026174550623744963,0.00572435051565525
XAN,2021-01-08,4.03,4.03,3.86,3.92,125341,3.9200000000000026,3.960426627218935,3.9605521262002736,-0.00012549898133906723,0.00061180048863271
XAN,2021-01-07,3.93,4.015,3.93,4.01,38610,4.0100000000000025,3.9677769230769235,3.963796296296296,0.003980626780626828,0.0007961253561255433
XAN,2021-01-06,3.85,3.97,3.85,3.9601,41600,3.9601000000000015,3.9601,3.9601,0.0,0.0
