Symbol,Date,Open,High,Low,Close,Volume,BXRX SMA,BXRX spanTwelveEMA,BXRX spanTwntySixEMA,BXRX_x,BXRX_y
BXRX,2021-02-16,1.88,1.91,1.88,1.9099,280658,1.9099,1.7323592633345584,1.5552309230279298,0.1771283403066286,0.14457580122471164
BXRX,2021-02-12,1.81,1.84,1.75,1.7889,925646,1.7889,1.7000791293953872,1.5268573968701642,0.17322173252522302,0.1364376664542324
BXRX,2021-02-11,2.0,2.0,1.88,1.885,780743,1.885,1.6839298801945484,1.5058939886197773,0.17803589157477107,0.1272416499364847
BXRX,2021-02-10,2.0,2.06,1.95,1.9987,1928362,1.9987,1.647371676593557,1.4755655077093597,0.17180616888419764,0.11454308952691312
BXRX,2021-02-09,2.01,2.1,1.96,2.025,4685647,2.025,1.5834937996105674,1.433714748326108,0.14977905128445926,0.10022731968759203
BXRX,2021-02-08,1.77,1.95,1.7,1.9299,3112570,1.9299,1.503219944994307,1.3864119281921972,0.11680801680210995,0.08783938678837516
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567,1.5911,1.42564175317509,1.3429328824475728,0.0827088707275172,0.08059722928494151
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541,1.52,1.395558435570561,1.3230795130433786,0.07247892252718248,0.08006931892429758
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974,1.44,1.3729326965833903,1.3073258740868487,0.0656068224965416,0.08196691802357636
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185,1.315,1.3607386414167342,1.2967119440137966,0.06402669740293754,0.08605694190533505
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101,1.3000000000000005,1.3690547580379586,1.2952488995349003,0.07380585850305832,0.09156450303093443
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574,1.3499000000000003,1.3816101685903148,1.2948688114976925,0.08674135709262254,0.09600416416290344
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948,1.3350000000000006,1.387375653788554,1.2904663164175076,0.09690933737104633,0.09831986593047372
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126,1.3702000000000003,1.3968984999319274,1.2869036217309082,0.10999487820101916,0.09867249807033056
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982,1.5000000000000004,1.4017527726468233,1.2802399114693808,0.12151286117744232,0.0958419030376584
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701,1.5200000000000005,1.3838896404007912,1.2626591043869313,0.12123053601385993,0.08942416350271236
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293,1.4601000000000002,1.3591423022918443,1.242071832737886,0.1170704695539584,0.08147257037492547
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947,1.65,1.3407863572539978,1.2246295793569169,0.1161567778970809,0.07257309558016724
BXRX,2021-01-20,1.5507,1.59,1.46,1.5090000000000001,1964191,1.5090000000000003,1.284565694936543,1.19059994570547,0.0939657492310728,0.061677175000938826
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312000000000002,1.2437594576522781,1.1651279413619078,0.07863151629037013,0.05360503144340527
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394,1.3312,1.227861177225419,1.1518421766708604,0.0760190005545589,0.04734841023166399
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923,1.35,1.2090723003573136,1.1374935508045292,0.07157874955278443,0.04018076265094031
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913,1.2849999999999997,1.1834490822404615,1.1204930348688915,0.06295604737157001,0.032331265925479274
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747,1.3199999999999996,1.1649852790114543,1.1073324776584028,0.05765280135305172,0.024675070563956583
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102,1.3449999999999995,1.1368007842862644,1.090319075871075,0.046481708415189386,0.016430637866682852
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722,1.2786999999999995,1.0989463814292215,1.069944601940761,0.0290017794884605,0.008917870229556216
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093,1.1249999999999998,1.0662639053254437,1.053244170096022,0.013019735229421679,0.003896892914830144
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287,1.1412999999999998,1.0555846153846151,1.0475037037037038,0.00808091168091152,0.0016161823361822592
BXRX,2021-01-06,1.05,1.08,1.02,1.04,1414758,1.0399999999999998,1.04,1.04,0.0,0.0
