Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-02-16,3.73,3.73,3.67,3.67,57736,3.67,3.7733014286452384,3.741823343894561,0.03147808475067704,0.04792331311335005
SPPI,2021-02-12,3.73,3.7376,3.58,3.68,236469,3.68,3.792083506580736,3.7475692114061268,0.04451429517460959,0.05203462020401819
SPPI,2021-02-11,3.85,3.86,3.7476,3.815,254022,3.814999999999999,3.8124623259590513,3.752974748318616,0.059487577640435774,0.053914701461370444
SPPI,2021-02-10,3.93,3.99,3.87,3.9676,377216,3.9675999999999987,3.812000930678879,3.7480127281841047,0.06398820249477444,0.05252148241660422
SPPI,2021-02-09,4.02,4.02,3.86,3.9076,392651,3.9075999999999986,3.783710190802312,3.7304457464388334,0.053264444363477985,0.04965480239706166
SPPI,2021-02-08,3.98,3.98,3.83,3.9306,599287,3.9305999999999988,3.761184770948186,3.71627340615394,0.04491136479424629,0.048752391905457465
SPPI,2021-02-05,3.74,3.74,3.655,3.71,170616,3.709999999999999,3.7303820020296743,3.6991272786462552,0.0312547233834195,0.04971264868326036
SPPI,2021-02-04,3.79,3.8,3.7122,3.755,143738,3.754999999999999,3.734087820580525,3.698257460937956,0.03583035964256931,0.05432713000822068
SPPI,2021-02-03,3.7618,3.81,3.71,3.8,152568,3.799999999999999,3.7302856061406207,3.693718057812992,0.03656754832762843,0.05895132259963363
SPPI,2021-02-02,3.76,3.79,3.64,3.65,221963,3.65,3.717610261802552,3.685215502438032,0.032394759364519736,0.06454726616763481
SPPI,2021-02-01,3.63,3.66,3.51,3.5524,193355,3.5523999999999987,3.7299030366757435,3.6880327426330752,0.04187029404266829,0.07258539286841348
SPPI,2021-01-29,3.6,3.69,3.55,3.68,206308,3.6799999999999993,3.7621763160713333,3.6988833620437207,0.06329295402761215,0.08026416757484978
SPPI,2021-01-28,3.72,3.8,3.705,3.72,173953,3.7199999999999993,3.7771174644479393,3.7003940310072174,0.07672343344072098,0.08450697096165907
SPPI,2021-01-27,3.78,3.79,3.56,3.6368,529433,3.6368,3.7875024579839285,3.6988255534877963,0.08867690449613219,0.08645285534189337
SPPI,2021-01-26,4.02,4.03,3.94,3.9662,235835,3.9662,3.8149029048900966,3.7037875977668193,0.11111530712327733,0.08589684305333366
SPPI,2021-01-25,4.05,4.06,3.91,3.9583,249976,3.9583,3.787394342142841,3.682794605588165,0.10459973655467623,0.07959222703584773
SPPI,2021-01-22,3.93,3.93,3.79,3.819,333148,3.819,3.756320586168812,3.6607541740352185,0.09556641213359374,0.07334034965614059
SPPI,2021-01-21,4.07,4.09,3.8,3.82,575355,3.82,3.7449243291085965,3.648094507958036,0.09682982115056003,0.0677838340367774
SPPI,2021-01-20,4.31,4.35,4.02,4.02,905067,4.02,3.7312742071283407,3.634342068594679,0.09693213853366213,0.06052233725833163
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.78,3.6787786084244023,3.603489434082253,0.07528917434214978,0.051419886939499115
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.779999999999999,3.660374719047022,3.5893685888088336,0.07100613023818836,0.04545256508883656
SPPI,2021-01-15,3.79,3.83,3.7,3.7508,217344,3.7508,3.638624667964663,3.57411807591354,0.06450659205112252,0.03906417380149861
SPPI,2021-01-14,3.75,3.79,3.71,3.78,120035,3.78,3.618229153049147,3.559983521986624,0.05824563106252345,0.032703569239092414
SPPI,2021-01-13,3.69,3.73,3.6473,3.65,208019,3.65,3.588816271785356,3.5423822037455537,0.04643406803980188,0.026318053783234766
SPPI,2021-01-12,3.65,3.67,3.61,3.64,47741,3.64,3.5776919575645114,3.5337727800451977,0.04391917751931329,0.021289050219092876
SPPI,2021-01-11,3.7,3.73,3.61,3.685,160219,3.685,3.5663632225762405,3.525274602448813,0.04108862012742653,0.01563151839403766
SPPI,2021-01-08,3.78,3.79,3.71,3.715,167231,3.715,3.544792899408284,3.5124965706447187,0.03229632876356536,0.009267242960690219
SPPI,2021-01-07,3.73,3.75,3.64,3.7,300842,3.700000000000001,3.5138461538461536,3.4962962962962965,0.017549857549857606,0.0035099715099714325
SPPI,2021-01-06,3.52,3.57,3.43,3.48,200841,3.4800000000000013,3.48,3.48,0.0,0.0
