Symbol,Date,Open,High,Low,Close,Volume,AWLCF SMA,AWLCF spanTwelveEMA,AWLCF spanTwntySixEMA,AWLCF_x,AWLCF_y
AWLCF,2020-09-17,0.315,0.315,0.315,0.315,2200,0.315,0.3239364826451884,0.3308457577924496,-0.00690927514726125,-0.005927405984311429
AWLCF,2020-09-15,0.3225,0.33,0.3225,0.33,24031,0.33,0.32556129767158626,0.33211341841584563,-0.006552120744259371,-0.005681938693573974
AWLCF,2020-09-14,0.32,0.32,0.32,0.32,4000,0.32,0.3247542608846019,0.3322824918891133,-0.007528231004511388,-0.005464393180902624
AWLCF,2020-09-14,0.32,0.32,0.32,0.32,4000,0.32,0.32561867195452954,0.33326509124024234,-0.007646419285712801,-0.004948433725000432
AWLCF,2020-09-10,0.3124,0.3124,0.3124,0.3124,500,0.3124000000000001,0.3266402486735349,0.3343262985394617,-0.007686049865926803,-0.004273937334822339
AWLCF,2020-09-09,0.3175,0.3175,0.315,0.315,2000,0.3150000000000001,0.3292293847959958,0.33608040242261866,-0.0068510176266228795,-0.003420909202046223
AWLCF,2020-09-08,0.322,0.322,0.322,0.322,410,0.322,0.331816545667995,0.3377668346164281,-0.005950288948433136,-0.0025633820959020588
AWLCF,2020-09-08,0.322,0.322,0.322,0.322,410,0.322,0.33360137215308505,0.3390281813857424,-0.00542680923265737,-0.0017166553827693033
AWLCF,2020-09-04,0.31,0.31,0.31,0.31,100,0.31,0.3357107125445551,0.34039043589660184,-0.00467972335204675,-0.0007891169202972866
AWLCF,2020-09-03,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,100,0.3279999999999999,0.340385387552656,0.34282167076833003,-0.0024362832156739627,0.00018353468764007916
AWLCF,2020-09-02,0.327,0.327,0.327,0.327,2000,0.327,0.3426372761985935,0.3440074044297964,-0.0013701282312028606,0.0008384891634686034
AWLCF,2020-09-01,0.3465,0.3465,0.3465,0.3465,229,0.3465,0.3454804173256105,0.3453679967841801,0.00011242054143040249,0.0013906435121364695
AWLCF,2020-08-31,0.35,0.35,0.35,0.35,500,0.3499999999999999,0.3452950386575397,0.3452774365269145,1.76021306252383e-05,0.0017101992548129862
AWLCF,2020-08-31,0.35,0.35,0.35,0.35,500,0.35,0.34443959114072875,0.3448996314490677,-0.00046004030833896037,0.002133348535859937
AWLCF,2020-08-27,0.3278,0.3278,0.3278,0.3278,520,0.3278,0.3434286077117703,0.3444916019649931,-0.0010629942532228154,0.002781695746909661
AWLCF,2020-08-26,0.33,0.345,0.33,0.345,17826,0.345,0.346270172750274,0.34582693012219257,0.00044324262808143056,0.00374286824694278
AWLCF,2020-08-25,0.331,0.331,0.331,0.331,700,0.331,0.34650111325032384,0.345893084531968,0.0006080287183558575,0.004567774651658117
AWLCF,2020-08-24,0.33,0.345,0.33,0.345,203,0.3449999999999999,0.34931949747765545,0.34708453129452543,0.002234966183130016,0.005557711134983682
AWLCF,2020-08-21,0.34,0.34,0.34,0.34,300,0.34,0.35010486065541097,0.34725129379808745,0.00285356685732352,0.006388397372947098
AWLCF,2020-08-21,0.34,0.34,0.34,0.34,300,0.3399999999999999,0.35194210804730386,0.3478313973019344,0.00411071074536945,0.007272105001852993
AWLCF,2020-08-19,0.3416,0.3416,0.3416,0.3416,100,0.3416,0.3541134004195409,0.34845790908608915,0.005655491333451722,0.008062453565973878
AWLCF,2020-08-19,0.3416,0.3416,0.3416,0.3416,100,0.3416,0.3563885641321847,0.34900654181297625,0.007382022319208426,0.008664194124104402
AWLCF,2020-08-17,0.355,0.355,0.355,0.355,230,0.355,0.3590773939744,0.3495990651580143,0.009478328816385715,0.008984737075328382
AWLCF,2020-08-14,0.35,0.35,0.35,0.35,8852,0.35,0.35981873833338185,0.3491669903706554,0.010651747962726443,0.008861339140064048
AWLCF,2020-08-13,0.373,0.373,0.36208,0.37,10000,0.37,0.36160396348490587,0.34910034960030784,0.01250361388459803,0.008413736934398449
AWLCF,2020-08-13,0.373,0.373,0.36208,0.37,10000,0.37,0.36007741139125243,0.3474283775683325,0.012649033822919929,0.007391267696848552
AWLCF,2020-08-11,0.39,0.39,0.39,0.39,326,0.39,0.3582733043714802,0.34562264777379914,0.012650656597681055,0.006076826165330706
AWLCF,2020-08-10,0.355,0.38,0.355,0.38,1945,0.38,0.3525048142572039,0.34207245959570304,0.010432354661500831,0.004433368557243118
AWLCF,2020-08-10,0.355,0.38,0.355,0.38,1945,0.38,0.3475056895766955,0.3390382563633593,0.008467433213336206,0.0029336220311786745
AWLCF,2020-08-10,0.355,0.38,0.355,0.38,1945,0.38,0.34159763313609465,0.335761316872428,0.005836316263666652,0.001550169235639305
AWLCF,2020-08-05,0.36,0.36,0.36,0.36,200,0.36,0.3346153846153846,0.33222222222222225,0.0023931623931623407,0.00047863247863246807
AWLCF,2020-08-04,0.33,0.33,0.33,0.33,130,0.33,0.33,0.33,0.0,0.0
AWLCF,2020-08-04,0.33,0.33,0.33,0.33,130,0.3299999999999999,0.33,0.33,0.0,0.0
AWLCF,2020-08-04,0.33,0.33,0.33,0.33,130,0.3299999999999999,0.33,0.33,0.0,0.0
AWLCF,2020-08-04,0.33,0.33,0.33,0.33,130,0.3299999999999999,0.33,0.33,0.0,0.0
