Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.62,1.7910713946229069,2.244514847499495,-0.4534434528765882,-0.4596130890452522
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.56,1.8221752845543444,2.2944760352994544,-0.47230075074510997,-0.4611554980874182
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000005,1.86984351810968,2.353234118123411,-0.4833906000137314,-0.45836918492299517
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000005,1.9279968850387124,2.417492847573284,-0.4894959625345718,-0.4521138311503112
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.65,1.9585417732275692,2.4700922753791468,-0.5115505021515778,-0.44276829830424597
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000005,2.0146402774507632,2.5356996574094786,-0.5210593799587153,-0.425572747342413
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.1009385097145383,2.615355630002237,-0.5144171202876988,-0.40170108918833736
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000003,2.1901818751171818,2.695776080402416,-0.505594205285234,-0.373522081413497
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000007,2.2956513069566693,2.782630166834609,-0.4869788598779397,-0.34050405044556276
APM,2020-09-03,1.67,1.73,1.67,1.7269999999999999,27218,1.7270000000000003,2.431224271857882,2.8812405801813776,-0.4500163083234958,-0.30388534808746853
APM,2020-09-02,1.93,1.96,1.76,1.76,75292,1.760000000000001,2.5592650485593147,2.973579826595888,-0.414314778036573,-0.26735260802846167
APM,2020-09-01,2.28,2.56,2.09,2.13,1106967,2.130000000000001,2.70458596647919,3.0706662127235584,-0.36608024624436863,-0.23061206552643368
APM,2020-08-31,2.12,2.15,2.0205,2.08,18995,2.080000000000001,2.809056142202679,3.1459195097414434,-0.33686336753876445,-0.19674502034694993
APM,2020-08-28,2.2324,2.2324,2.15,2.17,41140,2.170000000000001,2.941611804421348,3.2311930705207588,-0.2895812660994106,-0.16171543354899628
APM,2020-08-27,2.92,2.92,2.26,2.3,58054,2.3000000000000007,3.0819048597706837,3.3160885161624187,-0.234183656391735,-0.1297489754113927
APM,2020-08-26,2.98,2.989,2.88,2.97,13375,2.970000000000001,3.2240693797289905,3.3973755974554125,-0.17330621772642196,-0.10364030516630711
APM,2020-08-25,2.79,2.87,2.78,2.85,5294,2.850000000000002,3.2702638124069887,3.4315656452518453,-0.16130183284485655,-0.08622382702627839
APM,2020-08-24,2.89,2.97,2.89,2.9,2914,2.9000000000000017,3.3466754146628053,3.478090896871993,-0.13141548220918775,-0.06745432557163383
APM,2020-08-21,3.2,3.2421,3.18,3.18,2950,3.180000000000002,3.4278891264196782,3.524338168621752,-0.09644904220207362,-0.05146403641224536
APM,2020-08-20,3.29,3.29,3.22,3.25,9550,3.2500000000000013,3.4729598766778014,3.5518852221114923,-0.0789253454336909,-0.0402177849647883
APM,2020-08-19,3.31,3.37,3.31,3.32,3734,3.320000000000001,3.513498036073765,3.576036039880412,-0.06253800380664609,-0.030540894847562637
APM,2020-08-18,3.3,3.5,3.28,3.48,4702,3.4800000000000013,3.5486794971780866,3.5965189230708448,-0.047839425892758136,-0.02254161760779155
APM,2020-08-17,3.33,3.425,3.33,3.35,5609,3.350000000000001,3.561166678483193,3.605840436916513,-0.04467375843331922,-0.0162171655365499
APM,2020-08-14,3.5,3.56,3.475,3.5,13820,3.5000000000000013,3.5995606200255916,3.6263076718698337,-0.026747051844241643,-0.009103017312357346
APM,2020-08-13,3.43,3.5498,3.43,3.52,4417,3.5200000000000014,3.6176625509393365,3.636412285619421,-0.01874973468008445,-0.004692008679386161
APM,2020-08-12,3.58,3.62,3.57,3.62,3436,3.6200000000000014,3.635419378382852,3.6457252684689743,-0.010305890086122371,-0.0011775771792115878
APM,2020-08-11,3.68,3.68,3.6,3.6,2300,3.6000000000000014,3.6382229017251886,3.6477832899464917,-0.009560388221303562,0.001104501047516108
APM,2020-08-10,3.7,3.7,3.54,3.54,4747,3.5400000000000014,3.645172520220677,3.6516059531422114,-0.006433432921534088,0.003770723364720914
APM,2020-08-07,3.6,3.63,3.55,3.5705,11700,3.570500000000002,3.6642947966244366,3.6605344293935875,0.0037603672308486047,0.0063217624362847755
APM,2020-08-06,3.64,3.75,3.6,3.75,3600,3.7500000000000018,3.6813483960106983,3.6677371837450754,0.013611212265622452,0.006962111237643706
APM,2020-08-05,3.7399,3.7399,3.62,3.64,3831,3.6400000000000015,3.6688662861944614,3.6611561584446815,0.0077101277497795264,0.005299835980648909
APM,2020-08-04,3.75,3.75,3.6977,3.7,4400,3.7000000000000015,3.674114701866181,3.662848651120256,0.011266050745924794,0.004697263038366142
APM,2020-08-03,3.79,4.0362,3.56,3.7,10926,3.700000000000002,3.669408284023669,3.6598765432098768,0.0095317408137916,0.0030550661114763676
APM,2020-07-31,3.7,3.74,3.635,3.74,5346,3.740000000000002,3.6638461538461535,3.6566666666666663,0.007179487179486799,0.0014358974358974486
APM,2020-07-30,3.71,3.71,3.52,3.65,4032,3.6500000000000017,3.65,3.65,0.0,0.0
