Symbol,Date,Open,High,Low,Close,Volume,RIOT SMA,RIOT spanTwelveEMA,RIOT spanTwntySixEMA,RIOT_x,RIOT_y
RIOT,2020-09-16,3.02,3.03,2.96,3.0291,563216,3.0291,3.0792340175616366,3.1796535094818354,-0.1004194919201984,-0.05619759004951702
RIOT,2020-09-15,3.11,3.13,3.0301,3.04,540836,3.0400000000000005,3.0883492934819348,3.1916977902403825,-0.1033484967584477,-0.04514211458184656
RIOT,2020-09-14,3.0683,3.0683,2.8737,2.9989999999999997,836045,2.9989999999999997,3.0971400741150137,3.2038336134596133,-0.10669353934459913,-0.030590519037696273
RIOT,2020-09-11,2.86,2.9,2.8,2.81,523746,2.81,3.1149837239541074,3.220220302536382,-0.10523657858227464,-0.011564763960970444
RIOT,2020-09-10,3.01,3.14,3.0033,3.125,808827,3.125,3.1704353101275813,3.253037926739293,-0.08260261661171152,0.011853189694355608
RIOT,2020-09-09,2.88,3.01,2.88,2.9803,694298,2.9803,3.1786962756053234,3.2632809608784363,-0.08458468527311291,0.035467141270872395
RIOT,2020-09-08,2.84,2.84,2.63,2.7977,1276078,2.7976999999999994,3.214768325715382,3.2859194377487118,-0.07115111203332923,0.06548009790686872
RIOT,2020-09-08,2.84,2.84,2.63,2.7977,1276078,2.7977,3.2905989303909062,3.3249769927686077,-0.03437806237770236,0.09963790039191832
RIOT,2020-09-04,3.08,3.14,2.85,2.8801,1691260,2.8801,3.380216917734707,3.3671591521900965,0.013057765544610243,0.13314189108432326
RIOT,2020-09-03,3.12,3.29,3.09,3.2173,1240330,3.2172999999999994,3.4711472664137446,3.4061238843653037,0.06502338204844049,0.1631629224692515
RIOT,2020-09-02,3.51,3.52,3.3,3.3073,1879606,3.3073,3.5173013148526078,3.4212297951145287,0.0960715197380786,0.1876978075744541
RIOT,2020-09-01,3.52,3.5899,3.4568,3.5122,744741,3.5121999999999995,3.5554833720985357,3.4303441787236917,0.12513919337484536,0.21060437953354785
RIOT,2020-08-31,3.66,3.7,3.51,3.53,945778,3.53,3.5633530761164516,3.4237957130215864,0.1395573630948661,0.2319706760732238
RIOT,2020-08-28,3.25,3.43,3.21,3.42,713744,3.4199999999999995,3.5694172717739887,3.4152993700633125,0.1541179017106762,0.2550740043178134
RIOT,2020-08-27,3.46,3.5,3.36,3.37,627229,3.3699999999999988,3.5965840484601683,3.414923319668377,0.18166072879179085,0.28031302996959767
RIOT,2020-08-26,3.4,3.45,3.35,3.4401,806883,3.4401,3.6377811481801987,3.418517185241848,0.2192639629383515,0.3049761052640493
RIOT,2020-08-25,3.43,3.45,3.3,3.3249,1392310,3.324899999999998,3.6737231751220536,3.4167905600611954,0.2569326150608582,0.326404140845474
RIOT,2020-08-24,3.78,3.79,3.57,3.6178,1053522,3.617799999999999,3.7371455705987904,3.4241418048660908,0.3130037657326996,0.34377202229162795
RIOT,2020-08-21,3.84,3.94,3.82,3.9141,758455,3.914099999999999,3.758844765253116,3.4086491492553774,0.3501956159977384,0.35146408643136007
RIOT,2020-08-20,3.73,3.94,3.71,3.9199,1164982,3.919899999999999,3.7306165407536827,3.368213081195808,0.3624034595578749,0.3517812040397654
RIOT,2020-08-19,3.86,3.97,3.77,3.9129,1187182,3.9128999999999987,3.696201366345262,3.3240781276914735,0.3721232386537889,0.3491256401602381
RIOT,2020-08-18,4.0,4.1,3.91,3.9869,1977715,3.986899999999999,3.656801614771673,3.276972377906791,0.3798292368648824,0.3433762405368505
RIOT,2020-08-17,3.95,4.12,3.9,4.0201,2592270,4.020099999999999,3.5967837265483413,3.2201781681393338,0.3766055584090071,0.3342629914548426
RIOT,2020-08-14,3.67,3.68,3.44,3.535,1079506,3.535,3.5198171313753126,3.1561844215904813,0.36363270978483175,0.32367734971630135
RIOT,2020-08-13,3.42,3.56,3.41,3.475,789503,3.475,3.517056609807188,3.1258791753177197,0.3911774344894683,0.31368850969916884
RIOT,2020-08-12,3.75,3.83,3.68,3.78,1015492,3.779999999999999,3.524703266135768,3.0979495093431364,0.4267537567926305,0.294316278501594
RIOT,2020-08-11,3.77,4.0,3.61,3.97,2174953,3.9699999999999993,3.4782856781604528,3.0433854700905876,0.4349002080698648,0.26120690892883464
RIOT,2020-08-10,4.255,4.28,4.11,4.18,2119955,4.179999999999998,3.3888830741896263,2.969256307697835,0.4196267664917914,0.21778358414357696
RIOT,2020-08-07,4.12,4.13,3.86,3.9399,2287533,3.9398999999999984,3.2450436331331947,2.8723968123136623,0.3726468208195328,0.16732278855652333
RIOT,2020-08-06,4.37,4.58,4.22,4.53,6821908,4.529999999999999,3.1187061118846833,2.7869965572987545,0.3317095545859297,0.11599178049077105
RIOT,2020-08-05,4.07,4.35,3.83,4.2755,7495870,4.275499999999998,2.862107223136445,2.647556281882655,0.21455094125379004,0.062062336966981616
RIOT,2020-08-04,3.22,3.28,3.03,3.17,3220669,3.169999999999998,2.605126718252162,2.517320784433267,0.08780593381889501,0.023940185895279496
RIOT,2020-08-03,2.9,2.94,2.75,2.8669,3777732,2.8668999999999976,2.5024224852071004,2.4651064471879285,0.03731603801917194,0.007973748914375616
RIOT,2020-07-31,2.6,2.6,2.43,2.47,947981,2.4699999999999984,2.4361538461538457,2.432962962962963,0.0031908831908831203,0.0006381766381765353
RIOT,2020-07-30,2.57,2.66,2.41,2.43,2649076,2.4299999999999984,2.43,2.43,0.0,0.0
