Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973,0.1261,0.13013665460658874,0.14190977769250218,-0.011773123085913412,-0.011796847145680687
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.1212,0.13087059180778673,0.14317455990790234,-0.012303968100115636,-0.011802778160622498
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.1285,0.13262888122738434,0.14493252470053455,-0.012303643473150216,-0.01167748067574922
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.1224,0.13337958690509058,0.14624712667657733,-0.012867539771486749,-0.01152093997639897
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.122,0.13537587543328888,0.1481548968107035,-0.012779021377414629,-0.011184290027627023
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266,0.125,0.13780785278479596,0.1502472885555598,-0.01243943577076384,-0.01078560719018012
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.1401365532911225,0.15226707164000458,-0.012130518348882069,-0.01037215004503419
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.1285,0.1422522902531448,0.15416843737120495,-0.011916147118060159,-0.00993255796907222
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.134,0.14475270666280748,0.15622191236090135,-0.01146920569809387,-0.009436660681825235
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.14,0.14670774423786334,0.15799966534977347,-0.011291921111910104,-0.008928524427758076
CBWTF,2020-09-02,0.133,0.1437,0.133,0.139548,109485,0.139548,0.14792733409929307,0.15943963857775534,-0.0115123044784623,-0.008337675256720061
CBWTF,2020-09-01,0.1211,0.1324,0.1211,0.13,203024,0.13,0.14945084939007364,0.1610309696639758,-0.01158012027390215,-0.00754401795128451
CBWTF,2020-08-31,0.1277,0.1383,0.1277,0.13125,225105,0.13124999999999998,0.15298736746099614,0.16351344723709385,-0.010526079776097708,-0.006534992370630099
CBWTF,2020-08-28,0.15,0.1585,0.1259,0.1259,1267761,0.12589999999999998,0.15693961609026816,0.16609452301606134,-0.009154906925793209,-0.005537220519263197
CBWTF,2020-08-27,0.161,0.161,0.14800000000000002,0.1549,125135,0.15489999999999998,0.1625831826521351,0.16931008485734628,-0.006726902205211188,-0.004632798917630701
CBWTF,2020-08-26,0.15,0.1567,0.14515,0.1515,70032,0.1515,0.1639801249525233,0.17046289164593398,-0.006482766693410691,-0.004109273095735578
CBWTF,2020-08-25,0.15,0.155,0.14825,0.1516,224514,0.15160000000000004,0.1662492385802548,0.1719799229776087,-0.005730684397353886,-0.0035158996963167996
CBWTF,2020-08-24,0.1531,0.1639,0.1531,0.1582,344868,0.15820000000000006,0.1689127365039375,0.1736103168158174,-0.00469758031187989,-0.0029622035210575283
CBWTF,2020-08-21,0.16,0.16399999999999998,0.16,0.1615,128183,0.1615000000000001,0.1708605067773807,0.1748431421610828,-0.003982635383702082,-0.0025283593233519377
CBWTF,2020-08-20,0.15825,0.17300000000000001,0.15825,0.16399999999999998,277819,0.16400000000000006,0.17256241710054085,0.17591059353396946,-0.003348176433428579,-0.002164790308264401
CBWTF,2020-08-19,0.16699999999999998,0.1727,0.1626,0.17157,69113,0.17157000000000006,0.1741192202097301,0.17686344101668694,-0.002744220806956854,-0.0018689437769733497
CBWTF,2020-08-18,0.16399999999999998,0.1721,0.16399999999999998,0.172,85692,0.17200000000000004,0.17458271479331738,0.17728691629802193,-0.002704201504704545,-0.0016501245194774803
CBWTF,2020-08-17,0.174,0.174,0.1635,0.17,103447,0.1700000000000001,0.1750522993011933,0.1777098696018637,-0.0026575703006704032,-0.0013866052731707139
CBWTF,2020-08-14,0.1705,0.1765,0.162,0.1661,504525,0.16610000000000005,0.1759708991741375,0.17832665917001278,-0.002355759995875284,-0.0010688640162957914
CBWTF,2020-08-13,0.17165,0.184,0.17165,0.175,212160,0.17500000000000007,0.17776560811488978,0.1793047919036138,-0.0015391837887240025,-0.0007471400214009182
CBWTF,2020-08-12,0.1703,0.1817,0.1703,0.1757,76615,0.17570000000000008,0.17826844595396066,0.1796491752559029,-0.001380729301942274,-0.0005491290795701402
CBWTF,2020-08-11,0.179,0.1898,0.1747,0.17594,81695,0.17594000000000007,0.17873543612740805,0.17996510927637513,-0.0012296731489671033,-0.00034122902397711367
CBWTF,2020-08-10,0.1735,0.18019000000000002,0.17,0.1756,175232,0.17560000000000006,0.1792436972414822,0.18028711801848515,-0.0010434207770029236,-0.0001191179927296232
CBWTF,2020-08-07,0.17,0.18265,0.17,0.1725,85746,0.17250000000000007,0.17990618764902444,0.18066208745996395,-0.0007558998109394865,0.00011195770333870885
CBWTF,2020-08-06,0.1765,0.18,0.1707,0.1713,171918,0.17130000000000012,0.18125276722157435,0.18131505445676105,-6.228723518669764e-05,0.0003289220819082646
