Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-16,0.3672,0.377,0.3551,0.368792,783381,0.368792,0.39265338528546173,0.4230977734619036,-0.03044438817644174,-0.024260737325824254
AEZS,2020-09-15,0.386,0.387,0.3712,0.3713010000000001,214132,0.3713010000000001,0.3969918189737277,0.4274422353388559,-0.030450416365128238,-0.022714824613169853
AEZS,2020-09-14,0.3756,0.3769,0.34,0.3521,784966,0.3521000000000001,0.4016628769689509,0.4319335341659644,-0.030270657197013495,-0.02078092667518027
AEZS,2020-09-11,0.38,0.385,0.38,0.3847,227264,0.3847000000000001,0.41067430914512376,0.4383202168992415,-0.027645907754117738,-0.018408494044721963
AEZS,2020-09-10,0.39,0.39,0.376,0.38,533558,0.38000000000000017,0.4153969108078736,0.4426098342511808,-0.02721292344330728,-0.01609914061737302
AEZS,2020-09-09,0.3744,0.3849,0.37,0.3744,275003,0.3744000000000002,0.4218327127729415,0.4476186209912753,-0.02578590821833382,-0.013320694910889478
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000002,0.4304568423680218,0.4534761106705774,-0.023019268302555573,-0.010204391584028392
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.3744100000000002,0.44064717734402575,0.4598013995242236,-0.0191542221801978,-0.0070006724043965825
AEZS,2020-09-04,0.4,0.4095,0.396,0.4,741229,0.4000000000000003,0.4526903004974849,0.4666327114861614,-0.01394241098867649,-0.003962284960446264
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.4270000000000004,0.4622703551333913,0.4719633284050544,-0.009692973271663076,-0.0014672534533886933
AEZS,2020-09-02,0.43,0.4398,0.4270000000000001,0.4282,342051,0.4282000000000004,0.468683146975826,0.4755603946774587,-0.006877247701632672,0.0005891765011799021
AEZS,2020-09-01,0.455,0.46,0.4402,0.44709899999999997,847639,0.44709900000000025,0.476043719153249,0.4793492262516554,-0.003305507098406435,0.0024557825518830454
AEZS,2020-08-31,0.467,0.467,0.4572,0.4649,299541,0.4649000000000002,0.4813063953629305,0.4819292443517878,-0.000622848988857283,0.0038961049644554015
AEZS,2020-08-28,0.46,0.46,0.4521,0.455,451964,0.4550000000000003,0.4842893763380088,0.4832915838999308,0.00099779243807796,0.005025843452783572
AEZS,2020-08-27,0.49,0.49,0.4815,0.485,469994,0.4850000000000002,0.489614717490374,0.4855549106119253,0.004059806878448703,0.006032856206459975
AEZS,2020-08-26,0.493,0.4999,0.4819,0.4889,271272,0.4889000000000002,0.4904537570340784,0.4855993034608793,0.00485445357319908,0.006526118538462793
AEZS,2020-08-25,0.462,0.4698,0.46,0.4688,222564,0.4688000000000002,0.4907362583130017,0.4853352477377497,0.005401010575252052,0.00694403477977872
AEZS,2020-08-24,0.4907,0.4907,0.475,0.48200000000000004,998026,0.4820000000000003,0.4947246689153657,0.4866580675567696,0.008066601358596104,0.0073297908309104005
AEZS,2020-08-21,0.5075,0.51,0.493,0.51,276970,0.5100000000000002,0.4970382450817958,0.4870307129613112,0.010007532120484608,0.007145588198988974
AEZS,2020-08-20,0.5169,0.5169,0.496,0.5044,473627,0.5044000000000002,0.494681562369395,0.4851931699982161,0.009488392371178987,0.006430102218615065
AEZS,2020-08-19,0.5007,0.5075,0.5,0.50175,408433,0.5017500000000004,0.492914573709285,0.4836566235980733,0.00925795011121172,0.005665529680474112
AEZS,2020-08-18,0.498,0.5095,0.4932,0.494,278229,0.4940000000000003,0.4913081325655187,0.4822091534859192,0.0090989790795995,0.004767424572789723
AEZS,2020-08-17,0.5148,0.53,0.514,0.5213,495764,0.5213000000000003,0.4908187021228858,0.4812658857647927,0.009552816358093076,0.003684535946087279
AEZS,2020-08-14,0.485,0.5,0.4791,0.4996,705467,0.4996000000000004,0.4852766479634105,0.4780631566259761,0.007213491337434374,0.002217465843085816
AEZS,2020-08-13,0.4901,0.4944,0.48100000000000004,0.4873,730075,0.4873000000000003,0.482672402138576,0.4763402091560541,0.006332192982521856,0.0009684594694986627
AEZS,2020-08-12,0.519,0.529,0.50225,0.5140100000000001,1185509,0.5140100000000003,0.4818310207092262,0.4754634258885385,0.0063675948206877156,-0.0003724739087571495
AEZS,2020-08-11,0.5688,0.57,0.5105,0.520876,3170434,0.5208760000000001,0.4759802972018127,0.4723796999596216,0.003600597242191195,-0.0020574910911183523
AEZS,2020-08-10,0.5105,0.5479999999999999,0.51,0.5241,3486263,0.5241000000000001,0.4678174421475969,0.4684999959563913,-0.000682553808794395,-0.003472013174445711
AEZS,2020-08-07,0.449,0.456,0.449,0.4526,298495,0.4526000000000001,0.4575842498107963,0.4640519956329026,-0.00646774582210624,-0.00416937801585854
AEZS,2020-08-06,0.465,0.47,0.4512,0.455,599956,0.4550000000000002,0.4584904770491229,0.4649681552835348,-0.0064776782344118655,-0.0035947860642966
AEZS,2020-08-05,0.4498,0.4508,0.43991,0.4492,579108,0.4492000000000001,0.4591251092398725,0.4657656077062176,-0.006640498466345068,-0.0028740630217677695
