Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-07-12,3.32,3.34,3.27,3.27,137888,3.27,3.301924511734761,3.4397768897753997,-0.1378523780406384,-0.17240904124289208
GALT,2021-07-09,3.96,4.04,3.85,3.94,1147775,3.94,3.3077289684138083,3.453359040957431,-0.1456300725436228,-0.18104820704345537
GALT,2021-07-08,2.8,2.84,2.7915,2.84,9420,2.84,3.192770599034501,3.4144277642340257,-0.2216571651995247,-0.18990274066841348
GALT,2021-07-07,2.9,2.9,2.86,2.86,4729,2.86,3.256910707949865,3.460381985372748,-0.2034712774228828,-0.18196413453563567
GALT,2021-07-06,3.17,3.17,3.17,3.17,917,3.17,3.329076291213477,3.5084125442025678,-0.1793362529890902,-0.17658734881382374
GALT,2021-07-06,3.17,3.17,3.17,3.17,917,3.17,3.357999253252291,3.5354855477387725,-0.1774862944864814,-0.175900122770007
GALT,2021-07-02,3.27,3.36,3.27,3.3,1343,3.3,3.3921809356617985,3.5647243915578746,-0.1725434558960761,-0.17550357984088838
GALT,2021-07-01,3.21,3.2117,3.21,3.2117,5835,3.2117,3.4089411057821257,3.5859023428825045,-0.1769612371003788,-0.17624361082709142
GALT,2021-06-30,3.51,3.51,3.4,3.4,8358,3.4,3.44480312501524,3.615838530313105,-0.1710354052978653,-0.17606420425876956
GALT,2021-06-29,3.53,3.53,3.46,3.461,11808,3.461,3.4529491477452834,3.633105612738153,-0.1801564649928697,-0.1773214039989957
GALT,2021-06-28,3.45,3.46,3.45,3.46,3892,3.46,3.451485356426244,3.6468740617572055,-0.1953887053309615,-0.17661263875052718
GALT,2021-06-25,3.37,3.37,3.37,3.37,3502,3.37,3.449937239412834,3.661823986697782,-0.2118867472849483,-0.17191862210541858
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238,3.285,3.46447128294244,3.685169905633605,-0.2206986226911653,-0.16192659081053612
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313,3.278,3.4971024252956107,3.7171834980842937,-0.220081072788683,-0.1472335828403788
GALT,2021-06-22,3.13,3.145,3.13,3.145,3657,3.145,3.5369392298948124,3.752318177931037,-0.2153789480362249,-0.12902171035330273
GALT,2021-06-21,3.14,3.14,3.0616,3.102,12803,3.102,3.6082009080575057,3.80090363216552,-0.1927027241080146,-0.10743240093257228
GALT,2021-06-18,3.3,3.3,3.3,3.3,39000,3.3,3.7002374367952338,3.856815922738762,-0.1565784859435282,-0.0861148201387118
GALT,2021-06-17,3.47,3.47,3.47,3.47,2390,3.47,3.7730078798489126,3.901361196557863,-0.1283533167089503,-0.0684989036875077
GALT,2021-06-16,3.46,3.48,3.45,3.45,9411,3.45,3.828100221639624,3.935870092282492,-0.1077698706428682,-0.05353530043214705
GALT,2021-06-15,3.63,3.67,3.63,3.67,10470,3.67,3.896845716483192,3.974739699665092,-0.0778939831818994,-0.03997665787946686
GALT,2021-06-14,3.7,3.745,3.7,3.745,4276,3.745,3.938090392207409,3.999118875638299,-0.0610284834308898,-0.030497326553858495
GALT,2021-06-11,3.79,3.82,3.79,3.8,2738,3.8,3.97319773624512,4.019448385689363,-0.0462506494442429,-0.022864537334600657
GALT,2021-06-10,3.88,3.88,3.88,3.88,1730,3.88,4.004688233744233,4.037004256544512,-0.0323160228002787,-0.01701800930719008
GALT,2021-06-09,4.05,4.05,4.0058,4.0388,6608,4.0388,4.02735882169773,4.0495645970680725,-0.0222057753703426,-0.01319350593391768
GALT,2021-06-08,3.97,3.98,3.9597,3.98,4526,3.98,4.025278607460954,4.050425764833518,-0.0251471573725643,-0.010940438574811443
GALT,2021-06-07,3.88,3.89,3.88,3.89,1266,3.89,4.033511081544764,4.056059826020199,-0.0225487444754355,-0.007388758875373218
GALT,2021-06-04,4.02,4.02,4.02,4.02,2275,4.02,4.059604005461994,4.069344612101815,-0.0097406066398209,-0.003598762475357639
GALT,2021-06-03,4.0,4.045,4.0,4.045,4146,4.045,4.06680473372781,4.073292181069959,-0.006487447342149,-0.002063301434241822
GALT,2021-06-02,4.02,4.02,4.02,4.02,3209,4.02,4.070769230769231,4.075555555555556,-0.0047863247863251,-0.0009572649572650249
GALT,2021-06-01,3.99,4.08,3.99,4.08,5647,4.08,4.08,4.08,0.0,0.0
