Symbol,Date,Open,High,Low,Close,Volume,HBM SMA,HBM spanTwelveEMA,HBM spanTwntySixEMA,HBM_x,HBM_y
HBM,2021-07-12,6.76,6.83,6.76,6.82,32649,6.82,6.670660187906011,6.799575087721923,-0.1289148998159124,-0.19439446562170862
HBM,2021-07-09,6.74,6.7585,6.72,6.72,20796,6.72,6.643507494798013,6.797941094739676,-0.1544335999416635,-0.21076435707315766
HBM,2021-07-08,6.54,6.595,6.5,6.55,28327,6.55,6.629599766579469,6.80417638231885,-0.1745766157393813,-0.22484704635603117
HBM,2021-07-07,6.4,6.55,6.4,6.52,55290,6.52,6.6440724514121,6.824510492904358,-0.1804380414922581,-0.23741465401019363
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.666631078941572,6.8488713323367065,-0.1822402533951344,-0.2516588071396775
HBM,2021-07-06,6.73,6.77,6.73,6.75,10191,6.75,6.651473093294586,6.856781038923643,-0.2053079456290572,-0.26901344557581325
HBM,2021-07-02,6.7,6.76,6.67,6.68,32250,6.68,6.633559110257238,6.865323522037534,-0.2317644117802961,-0.2849398205625022
HBM,2021-07-01,6.69,6.73,6.69,6.72,8983,6.72,6.625115312122191,6.880149403800537,-0.255034091678346,-0.29823367275805374
HBM,2021-06-30,6.43,6.48,6.43,6.48,16005,6.48,6.607863550689862,6.89296135610458,-0.2850978054147184,-0.30903356802798065
HBM,2021-06-29,6.53,6.55,6.5,6.51,22726,6.51,6.63111146899711,6.925998264592946,-0.2948867955958354,-0.3150175086812962
HBM,2021-06-28,6.72,6.72,6.6792,6.68,16797,6.68,6.653131736087493,6.959278125760381,-0.3061463896728877,-0.3200501869526614
HBM,2021-06-25,6.65,6.71,6.63,6.7099,42672,6.7099,6.648246597194309,6.981620375821212,-0.3333737786269024,-0.3235261362726048
HBM,2021-06-24,6.62,6.67,6.6,6.6183,26166,6.6183,6.637036887593275,7.003358005886909,-0.3663211182936345,-0.3210642256840303
HBM,2021-06-23,6.44,6.49,6.3999,6.46,91551,6.46,6.640443594428415,7.034162646357862,-0.3937190519294464,-0.3097500025316292
HBM,2021-06-22,6.24,6.25,6.21,6.23,21492,6.23,6.673251520688127,7.080095658066491,-0.4068441373783642,-0.28875774018217487
HBM,2021-06-21,6.13,6.13,6.12,6.12,12854,6.12,6.753842706267786,7.148103310711811,-0.3942606044440246,-0.2592361408831275
HBM,2021-06-18,6.11,6.11,6.04,6.07,22269,6.07,6.869086834680111,7.230351575568756,-0.3612647408886449,-0.22548002499290318
HBM,2021-06-17,6.43,6.43,6.3,6.35,142160,6.35,7.014375350076495,7.323179701614256,-0.308804351537761,-0.19153384601896772
HBM,2021-06-16,6.51,6.51,6.37,6.45,64952,6.45,7.135170868272222,7.401034077743396,-0.2658632094711741,-0.1622162196392694
HBM,2021-06-15,6.82,6.83,6.74,6.75,46442,6.75,7.259747389776262,7.4771168039628675,-0.2173694141866056,-0.1363044721812932
HBM,2021-06-14,7.13,7.2,7.06,7.11,26880,7.11,7.352428733371946,7.535286148279897,-0.1828574149079509,-0.11603823667996509
HBM,2021-06-11,7.2,7.24,7.17,7.18,30737,7.18,7.396506684894119,7.569309040142289,-0.1728023552481703,-0.09933344212296862
HBM,2021-06-10,7.05,7.07,6.97,7.0,47445,7.0,7.43587153669305,7.600453763353673,-0.1645822266606229,-0.08096621384166817
HBM,2021-06-09,7.11,7.11,6.97,7.08,58608,7.08,7.515120907000877,7.648490064421967,-0.1333691574210895,-0.06006221063692948
HBM,2021-06-08,7.25,7.26,7.11,7.18,39876,7.18,7.594233799182855,7.6939692695757245,-0.0997354703928694,-0.04173547394088924
HBM,2021-06-07,7.49,7.52,7.46,7.47,32001,7.47,7.669549035397919,7.735086811141782,-0.0655377757438628,-0.027235474827894172
HBM,2021-06-04,7.5,7.61,7.5,7.61,16878,7.61,7.705830678197541,7.756293756033124,-0.050463077835583,-0.017659899598901994
HBM,2021-06-03,7.42,7.42,7.2427,7.28,151053,7.28,7.723254437869822,7.767997256515774,-0.0447428186459522,-0.00945910503973174
HBM,2021-06-02,7.78,7.782,7.7,7.77,39349,7.77,7.803846153846154,7.807037037037037,-0.0031908831908831,-0.0006381766381766241
HBM,2021-06-01,7.68,7.82,7.68,7.81,29010,7.81,7.81,7.81,0.0,0.0
