Symbol,Date,Open,High,Low,Close,Volume,REI SMA_x,REI spanTwelveEMA_x,REI spanTwntySixEMA_x,REI_x,REI_y,REI SMA_y,REI spanTwelveEMA_y,REI spanTwntySixEMA_y,REI_x,REI_y
REI,2020-10-13,0.7525,0.7699,0.7403,0.7442,32884,0.7441999999999999,0.7356745116685643,0.7173726919723752,0.01830181969618916,0.010160723513598808,0.7441999999999999,0.7189945791479189,0.6808391478248498,0.03815543132306909,0.010160723513598808
REI,2020-10-12,0.83,0.83,0.762,0.762,125270,0.7619999999999998,0.7341244228810306,0.7152265073301652,0.0188979155508654,0.008125449467951221,0.7619999999999998,0.7144117753566314,0.6757702796508378,0.03864149570579356,0.00812544946795122
REI,2020-10-09,0.85,0.8799,0.8476,0.86,489857,0.8599999999999999,0.729056136132127,0.7114846279165785,0.017571508215548537,0.005432332947222674,0.8599999999999999,0.7057593708760188,0.6688719020229048,0.036887468853114,0.005432332947222674
REI,2020-10-08,0.73,0.73,0.71001,0.715,28186,0.7149999999999997,0.7052481608834228,0.6996033981499048,0.005644762733517994,0.002397539130141209,0.7149999999999997,0.677715620126204,0.6535816541847372,0.024133965941466773,0.0023975391301412083
REI,2020-10-07,0.7006,0.73,0.69,0.71545,14335,0.7154499999999998,0.7034750992258633,0.6983716700018971,0.005103429223966115,0.0015857332292970115,0.7154499999999998,0.670936641967332,0.6486681865195162,0.02226845544781586,0.0015857332292970117
REI,2020-10-06,0.715,0.7351,0.715,0.7340000000000001,46440,0.7339999999999999,0.7012978445396565,0.6970054036020489,0.004292440937607611,0.0007063092306297356,0.7339999999999999,0.6628433041432106,0.6433256414410774,0.019517662702133176,0.0007063092306297355
REI,2020-10-05,0.72,0.73,0.711,0.711,40466,0.7109999999999997,0.6953519980923214,0.6940458358902127,0.0013061622021086627,-0.0001902236961147335,0.7109999999999997,0.6499057230783398,0.6360716927563635,0.013834030321976276,-0.0001902236961147335
REI,2020-10-02,0.67,0.7,0.66,0.695,98826,0.6949999999999997,0.6925069068363798,0.6926895027614298,-0.00018259592504998867,-0.0005643201706705826,0.6949999999999997,0.638797672728947,0.6300774281768726,0.00872024455207443,-0.0005643201706705826
REI,2020-10-01,0.6809,0.715,0.68,0.7051,118605,0.7050999999999997,0.6920536171702671,0.6925046629823443,-0.00045104581207711103,-0.000659751232075731,0.7050999999999997,0.6285790677705738,0.6248836224310225,0.003695445339551351,-0.000659751232075731
REI,2020-09-30,0.69,0.6995,0.6801,0.6902699999999999,40897,0.6902699999999998,0.6896815475648611,0.6914970360209318,-0.001815488456070713,-0.0007119275870753857,0.6902699999999998,0.6146661710015873,0.6184663122255043,-0.003800141223917031,-0.0007119275870753859
REI,2020-09-29,0.68,0.6909,0.6701,0.6701,23159,0.6700999999999999,0.6895745562130178,0.6915951989026063,-0.00202064268958857,-0.0004360373698265541,0.6700999999999999,0.6009200202746032,0.6127220172035446,-0.01180199692894135,-0.00043603736982655405
REI,2020-09-28,0.67,0.7,0.67,0.691,64047,0.691,0.6931153846153846,0.6933148148148148,-0.00019943019943025048,-3.988603988605011e-05,0.691,0.5883418421427129,0.6081317785798281,-0.01978993643711524,-3.988603988605011e-05
REI,2020-09-25,0.71,0.71,0.69,0.6935,48401,0.6935000000000001,0.6935,0.6935,0.0,0.0,0.6935000000000001,0.5696767225322971,0.6015023208662144,-0.031825598333917286,0.0
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,,,,,,0.5399,0.547163399356351,0.5941425065355115,-0.04697910717916043,
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,,,,,,0.5403,0.5484840174211422,0.5984819070583525,-0.0499978896372103,
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,,,,,,0.5496989999999999,0.5499720205886225,0.6031364596230206,-0.053164439034398166,
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,,,,,,0.53,0.5500216606956447,0.6074114563928623,-0.057389795697217576,
REI,2020-11-06,0.4875,0.5,0.48200000000000004,0.4965,106601,,,,,,0.4965,0.5536619626403074,0.6136043729042914,-0.05994241026398395,
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,,,,,,0.4794,0.5640550467567269,0.6229727227366346,-0.05891767597990771,
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,,,,,,0.4789,0.5794468734397682,0.6344585405555653,-0.05501166711579708,
REI,2020-11-03,0.5,0.515,0.485,0.5144,140518,,,,,,0.5143999999999999,0.5977281231560897,0.6469032238000104,-0.04917510064392072,
REI,2020-11-02,0.52,0.52,0.48,0.49,200970,,,,,,0.49,0.6128786910026516,0.6575034817040112,-0.044624790701359614,
REI,2020-10-30,0.54,0.54,0.506,0.51,114113,,,,,,0.51,0.6352202711849518,0.670903760240332,-0.03568348905538021,
REI,2020-10-29,0.56,0.569453,0.552,0.561365,110729,,,,,,0.5613650000000001,0.6579875932185795,0.6837760610595586,-0.0257884678409791,
REI,2020-10-28,0.5811,0.61,0.5811,0.5822,124855,,,,,,0.5822000000000002,0.6755553374401393,0.6935689459443233,-0.018013608504183987,
REI,2020-10-27,0.6,0.6099,0.5529999999999999,0.59,1031146,,,,,,0.5900000000000001,0.6925290351565283,0.7024784616198692,-0.009949426463340849,
REI,2020-10-26,0.72,0.72,0.685,0.6851,49321,,,,,,0.6851000000000002,0.7111706779122606,0.7114767385494587,-0.000306060637198069,
REI,2020-10-23,0.7333,0.76,0.73,0.735,89789,,,,,,0.7350000000000001,0.7159108011690353,0.7135868776334154,0.002323923535619832,
REI,2020-10-22,0.7269,0.73,0.691,0.696451,251418,,,,,,0.696451,0.7124400377452236,0.7118738278440887,0.0005662099011348731,
REI,2020-10-21,0.69,0.6986,0.6821,0.6940000000000001,29468,,,,,,0.6940000000000001,0.7153471355170824,0.7131076540716157,0.0022394814454667067,
REI,2020-10-20,0.68,0.69,0.68,0.6845100000000001,67561,,,,,,0.6845100000000001,0.7192284328838248,0.7146362663973449,0.004592166486479865,
REI,2020-10-19,0.6979,0.6999,0.69,0.6999,8273,,,,,,0.6998999999999999,0.7255408752263384,0.7170463677091325,0.008494507517205818,
REI,2020-10-16,0.7001,0.721,0.6920000000000001,0.72,69900,,,,,,0.7199999999999998,0.7302028525402181,0.7184180771258631,0.011784775414354852,
REI,2020-10-15,0.71,0.73,0.70501,0.705122,33991,,,,,,0.7051219999999998,0.7320579166384396,0.7182915232959322,0.0137663933425074,
REI,2020-10-14,0.755,0.755,0.72631,0.7440000000000001,79244,,,,,,0.7440000000000001,0.7369553560272468,0.7193450851596067,0.01761027086764011,
REI,2020-10-13,0.7525,0.7699,0.7403,0.7442,32884,,,,,,0.7441999999999999,0.7356745116685643,0.7173726919723752,0.01830181969618916,
REI,2020-10-12,0.83,0.83,0.762,0.762,125270,,,,,,0.7619999999999998,0.7341244228810306,0.7152265073301652,0.0188979155508654,
REI,2020-10-09,0.85,0.8799,0.8476,0.86,489857,,,,,,0.8599999999999999,0.729056136132127,0.7114846279165785,0.017571508215548537,
REI,2020-10-08,0.73,0.73,0.71001,0.715,28186,,,,,,0.7149999999999997,0.7052481608834228,0.6996033981499048,0.005644762733517994,
REI,2020-10-07,0.7006,0.73,0.69,0.71545,14335,,,,,,0.7154499999999998,0.7034750992258633,0.6983716700018971,0.005103429223966115,
REI,2020-10-06,0.715,0.7351,0.715,0.7340000000000001,46440,,,,,,0.7339999999999999,0.7012978445396565,0.6970054036020489,0.004292440937607611,
REI,2020-10-05,0.72,0.73,0.711,0.711,40466,,,,,,0.7109999999999997,0.6953519980923214,0.6940458358902127,0.0013061622021086627,
REI,2020-10-02,0.67,0.7,0.66,0.695,98826,,,,,,0.6949999999999997,0.6925069068363798,0.6926895027614298,-0.00018259592504998867,
REI,2020-10-01,0.6809,0.715,0.68,0.7051,118605,,,,,,0.7050999999999997,0.6920536171702671,0.6925046629823443,-0.00045104581207711103,
REI,2020-09-30,0.69,0.6995,0.6801,0.6902699999999999,40897,,,,,,0.6902699999999998,0.6896815475648611,0.6914970360209318,-0.001815488456070713,
REI,2020-09-29,0.68,0.6909,0.6701,0.6701,23159,,,,,,0.6700999999999999,0.6895745562130178,0.6915951989026063,-0.00202064268958857,
REI,2020-09-28,0.67,0.7,0.67,0.691,64047,,,,,,0.691,0.6931153846153846,0.6933148148148148,-0.0001994301994302505,
REI,2020-09-25,0.71,0.71,0.69,0.6935,48401,,,,,,0.6935000000000001,0.6935,0.6935,0.0,
