Symbol,Date,Open,High,Low,Close,Volume,REI SMA_x,REI spanTwelveEMA_x,REI spanTwntySixEMA_x,REI_x,REI_y,REI SMA_y,REI spanTwelveEMA_y,REI spanTwntySixEMA_y,REI_x,REI_y
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5399,0.547163399356351,0.5941425065355115,-0.04697910717916043,-0.04699283401816539,0.5399,0.5467406532540832,0.5874225079012789,-0.04068185464719587,-0.04699283401816539
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5403,0.5484840174211422,0.5984819070583525,-0.0499978896372103,-0.04699626572791663,0.5403,0.5479844083911892,0.5912243085333814,-0.04323990014219215,-0.046996265727916625
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496989999999999,0.5499720205886225,0.6031364596230206,-0.053164439034398166,-0.0462458597505932,0.5496989999999999,0.5493815735532236,0.5952982532160519,-0.045916679662828315,-0.0462458597505932
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.53,0.5500216606956447,0.6074114563928623,-0.057389795697217576,-0.044516214929641966,0.53,0.5493238596538097,0.5989461934733361,-0.04962233381952641,-0.04451621492964196
REI,2020-11-06,0.4875,0.5,0.482,0.4965,106601,0.4965,0.5536619626403074,0.6136043729042914,-0.05994241026398395,-0.041297819737748064,0.4965,0.5528372886817752,0.604461888951203,-0.05162460026942784,-0.04129781973774806
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794,0.5640550467567269,0.6229727227366346,-0.05891767597990771,-0.03663667210618909,0.4794,0.5630804320784616,0.6130988400672992,-0.05001840798883761,-0.03663667210618909
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,0.4789,0.5794468734397682,0.6344585405555653,-0.05501166711579708,-0.031066421137759436,0.4789,0.5782950560927274,0.6237947472726831,-0.04549969117995578,-0.031066421137759433
REI,2020-11-03,0.5,0.515,0.485,0.5144,140518,0.5143999999999999,0.5977281231560897,0.6469032238000104,-0.04917510064392072,-0.02508010964325002,0.5143999999999999,0.5963668844732233,0.6353863270544977,-0.03901944258127443,-0.02508010964325002
REI,2020-11-02,0.52,0.52,0.48,0.49,200970,0.49,0.6128786910026516,0.6575034817040112,-0.04462479070135962,-0.019056361893082345,0.49,0.6112699543774458,0.6450652332188574,-0.03379527884141165,-0.019056361893082345
REI,2020-10-30,0.54,0.54,0.506,0.51,114113,0.51,0.6352202711849518,0.670903760240332,-0.03568348905538021,-0.012664254691013028,0.51,0.6333190369915268,0.6574704518763661,-0.02415141488483929,-0.012664254691013028
REI,2020-10-29,0.56,0.569453,0.552,0.561365,110729,0.5613650000000001,0.6579875932185795,0.6837760610595586,-0.0257884678409791,-0.006909446099921229,0.5613650000000001,0.6557406800808954,0.6692680880264753,-0.01352740794557994,-0.006909446099921229
REI,2020-10-28,0.5811,0.61,0.5811,0.5822,124855,0.5822000000000002,0.6755553374401393,0.6935689459443233,-0.018013608504183987,-0.00218969066465676,0.5822000000000002,0.6728998946410581,0.6779003350685934,-0.005000440427535224,-0.00218969066465676
REI,2020-10-27,0.6,0.6099,0.5529999999999999,0.59,1031146,0.5900000000000001,0.6925290351565283,0.7024784616198692,-0.009949426463340849,0.0017662887952250468,0.5900000000000001,0.6893907845757961,0.6855563618740809,0.00383442270171519,0.0017662887952250468
REI,2020-10-26,0.72,0.72,0.685,0.6851,49321,0.6851000000000002,0.7111706779122606,0.7114767385494587,-0.000306060637198069,0.004695217609866521,0.6851000000000002,0.7074618363168498,0.6932008708240074,0.01426096549284239,0.004695217609866521
REI,2020-10-23,0.7333,0.76,0.73,0.735,89789,0.7350000000000001,0.7159108011690353,0.7135868776334154,0.002323923535619832,0.005945537171632668,0.7350000000000001,0.7115276247380952,0.6938489404899281,0.017678684248167098,0.005945537171632668
REI,2020-10-22,0.7269,0.73,0.691,0.696451,251418,0.696451,0.7124400377452236,0.7118738278440887,0.0005662099011348731,0.006850940580635878,0.696451,0.7072599201450216,0.6905568557291224,0.016703064415899194,0.006850940580635877
REI,2020-10-21,0.69,0.6986,0.6821,0.6940000000000001,29468,0.6940000000000001,0.7153471355170824,0.7131076540716157,0.0022394814454667067,0.008422123250511128,0.6940000000000001,0.7092251783532073,0.6900853241874522,0.019139854165755144,0.008422123250511128
REI,2020-10-20,0.68,0.69,0.68,0.6845100000000001,67561,0.6845100000000001,0.7192284328838248,0.7146362663973449,0.004592166486479865,0.009967783701772231,0.6845100000000001,0.711993392599245,0.6897721501224483,0.022221242476796688,0.009967783701772233
REI,2020-10-19,0.6979,0.6999,0.69,0.6999,8273,0.6998999999999999,0.7255408752263384,0.7170463677091325,0.008494507517205818,0.011311688005595328,0.6998999999999999,0.7169903730718349,0.6901931221322442,0.026797250939590844,0.011311688005595327
REI,2020-10-16,0.7001,0.721,0.6920000000000001,0.72,69900,0.7199999999999998,0.7302028525402181,0.7184180771258631,0.011784775414354852,0.0120159831276927,0.7199999999999998,0.7200977136303504,0.6894165719028237,0.030681141727526676,0.012015983127692701
REI,2020-10-15,0.71,0.73,0.70501,0.705122,33991,0.7051219999999998,0.7320579166384396,0.7182915232959322,0.0137663933425074,0.012073785056027134,0.7051219999999998,0.7201154797449596,0.6869698976550496,0.03314558208991003,0.012073785056027134
REI,2020-10-14,0.755,0.755,0.72631,0.7440000000000001,79244,0.7440000000000001,0.7369553560272468,0.7193450851596067,0.01761027086764011,0.011650632984407069,0.7440000000000001,0.7228415669713159,0.6855177294674535,0.03732383750386248,0.011650632984407069
