Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA_x,NCTY spanTwelveEMA_x,NCTY spanTwntySixEMA_x,NCTY_x,NCTY_y,NCTY SMA_y,NCTY spanTwelveEMA_y,NCTY spanTwntySixEMA_y,NCTY_x,NCTY_y
NCTY,2020-10-29,2.14,2.15,2.11,2.13,24416,2.130000000000001,2.517325794584904,3.6294528637218733,-1.1121270691369691,-1.2423665396216097,2.130000000000001,2.4211524749535887,2.7932287045929147,-0.3720762296393261,-1.2423665396216097
NCTY,2020-10-28,2.2,2.35,2.08,2.09,327519,2.0900000000000007,2.5877486663276144,3.749409092819623,-1.1616604264920087,-1.2749264072427695,2.0900000000000007,2.474089288581514,2.846287000960348,-0.372197712378834,-1.27492640724277
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,2.1201000000000008,2.678248423841726,3.882161820245193,-1.203913396403467,-1.30324290243046,2.1201000000000008,2.543923704687244,2.9067899610371764,-0.3628662563499319,-1.3032429024304601
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,2.240000000000001,2.779729955449313,4.023126765864808,-1.243396810415495,-1.3280752789372083,2.240000000000001,2.6209825600849244,2.9697251579201502,-0.3487425978352259,-1.3280752789372086
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,2.3179000000000007,2.877862674621916,4.165776907133993,-1.2879142325120774,-1.3492448960676366,2.3179000000000007,2.6902521164640016,3.0281031705537624,-0.3378510540897608,-1.3492448960676366
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,2.2600000000000007,2.979674070007719,4.3136070597047125,-1.3339329896969936,-1.3645775619565264,2.2600000000000007,2.7579525012756387,3.0849194241980635,-0.3269669229224248,-1.3645775619565264
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,2.290000000000001,3.110523900918213,4.477895624481089,-1.3673717235628755,-1.3722387050214095,2.290000000000001,2.848489319689392,3.1509129781339085,-0.30242365844451724,-1.3722387050214095
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,2.399900000000001,3.2597100647215247,4.652927274439576,-1.3932172097180509,-1.3734554503860428,2.399900000000001,2.9500328323601903,3.2197860163846213,-0.2697531840244309,-1.3734554503860428
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,2.3600000000000017,3.416039167398166,4.833169456394742,-1.4171302889965762,-1.3685150105530406,2.3600000000000017,3.050056983698407,3.2853768976953908,-0.23531991399698396,-1.3685150105530406
NCTY,2020-10-16,2.784,2.837,2.615,2.835,52517,2.8350000000000017,3.608046288743288,5.0310230129063225,-1.422976724163035,-1.3563611909421565,2.8350000000000017,3.1755218898253896,3.359407049511022,-0.18388515968563235,-1.3563611909421565
NCTY,2020-10-15,2.756,2.7880000000000003,2.51,2.644,252553,2.644000000000002,3.748600159423885,5.2067048539388265,-1.458104694514943,-1.3397073076369366,2.644000000000003,3.2374349607027333,3.401359613471904,-0.16392465276917045,-1.3397073076369366
NCTY,2020-10-14,3.076,3.099,3.043,3.052,34001,3.052000000000002,3.949436552046409,5.411721242253934,-1.4622846902075253,-1.3101079609174353,3.052000000000003,3.3453322262850484,3.461948382549656,-0.11661615626460753,-1.3101079609174353
NCTY,2020-10-13,3.165,3.165,3.08,3.12767,71200,3.127670000000001,4.112606834236665,5.60049894163425,-1.4878921073975846,-1.2720637785949125,3.127670000000004,3.398665358336876,3.494744253153629,-0.09607889481675302,-1.2720637785949125
NCTY,2020-10-12,3.134,3.145,3.08,3.112,105871,3.112000000000002,4.291686258643331,5.79832525696499,-1.5066389983216588,-1.2181066963942444,3.112000000000004,3.4479372416708527,3.524110193405919,-0.07617295173506644,-1.2181066963942444
NCTY,2020-10-09,3.199,3.44,3.141,3.38,508320,3.3800000000000017,4.5061746693057545,6.0132312775221886,-1.5070566082164332,-1.1459736209123907,3.3800000000000034,3.5090167401564623,3.557079008878393,-0.0480622687219312,-1.1459736209123907
NCTY,2020-10-08,3.209,3.23,3.13,3.207,90837,3.2070000000000016,4.71093370008862,6.2238897797239625,-1.5129560796353445,-1.05570287408638,3.2070000000000034,3.5324743292758183,3.5712453295886637,-0.03877100031284586,-1.0557028740863799
NCTY,2020-10-07,3.2,3.21999,3.112,3.14501,121285,3.145010000000002,4.9843761910138245,6.4652409621018805,-1.4808647710880578,-0.9413895726991388,3.145010000000004,3.5916514800532395,3.6003849559557577,-0.008733475902518162,-0.941389572699139
NCTY,2020-10-06,3.189,3.196,3.1,3.153,81333,3.153000000000002,5.318806407561792,6.730859439070032,-1.4120530315082398,-0.8065207731019097,3.153000000000003,3.672859021881101,3.636814952432218,0.03604406944888261,-0.8065207731019097
NCTY,2020-10-05,3.199,3.28,3.152,3.1801,188335,3.1801000000000017,5.712589390754845,7.017088194195634,-1.3044988034407892,-0.6551377085003272,3.1801000000000035,3.7673788440413016,3.6755201486267968,0.09185869541450577,-0.6551377085003272
NCTY,2020-10-02,3.03,3.12,3.03,3.05,75364,3.0500000000000016,6.1730420072557255,7.324047249731286,-1.1510052424755592,-0.4927974347652117,3.0500000000000043,3.874156815685175,3.71515376051694,0.15900305516823554,-0.49279743476521165
NCTY,2020-10-01,3.08,3.1,3.0,3.06,150783,3.0600000000000023,6.740867826756767,7.665971029709787,-0.9251032029530206,-0.3282454828376245,3.060000000000004,4.024003509446116,3.768366061358295,0.2556374480878212,-0.3282454828376245
NCTY,2020-09-30,3.25,3.347,3.15,3.1630000000000003,592155,3.1630000000000025,7.410116522530724,8.03444871208657,-0.6243321895558465,-0.17903105280877546,3.1630000000000043,4.1992768747999545,3.8250353462669584,0.37424152853299697,-0.17903105280877546
NCTY,2020-09-29,6.644,6.999,6.6,6.8039999999999985,10536,6.804000000000002,8.18231952662722,8.424164609053497,-0.241845082426277,-0.06770576862200771,6.804000000000002,4.387690852036311,3.8779981739683143,0.5096926780679962,-0.06770576862200771
NCTY,2020-09-28,6.6,7.35,6.5,7.151,42066,7.1510000000000025,8.432923076923077,8.553777777777778,-0.1208547008546983,-0.024170940170940368,7.1510000000000025,3.9483619160429138,3.64391802788578,0.3044438881571341,-0.02417094017094037
NCTY,2020-09-25,9.3,10.2,8.0,8.666,223605,8.666000000000004,8.666,8.666,0.0,0.0,8.666000000000004,3.3660640825961705,3.3633514701166423,0.0027126124795286977,0.0
NCTY,2020-11-12,2.4746,2.59,2.4746,2.5643,38477,,,,,,2.564300000000003,2.4024393703409284,2.939139587725973,-0.5367002173850448,
NCTY,2020-11-11,2.41,2.55,2.405,2.53,107873,,,,,,2.5300000000000025,2.3730101649483704,2.969126754744051,-0.596116589795681,
NCTY,2020-11-10,2.3,2.32,2.255,2.2839,24669,,,,,,2.2839000000000023,2.3444665585753457,3.0042568951235755,-0.6597903365482289,
NCTY,2020-11-09,2.25,2.38,2.24,2.36,42855,,,,,,2.360000000000002,2.3554786601345,3.0618854467334615,-0.706406786598961,
NCTY,2020-11-06,2.5,2.61,2.42,2.4995,153507,,,,,,2.4995000000000025,2.354656598340773,3.1180362824721386,-0.7633796841313654,
NCTY,2020-11-05,2.235,2.2999,2.18,2.23,49294,,,,,,2.230000000000002,2.3283214344027314,3.1675191850699087,-0.8391977506671777,
NCTY,2020-11-04,2.22,2.27,2.119,2.119,85855,,,,,,2.1190000000000038,2.346198058839592,3.242520719875502,-0.8963226610359105,
NCTY,2020-11-03,2.2,2.2399,2.16,2.2,29465,,,,,,2.2000000000000024,2.3875067968104267,3.3324023774655425,-0.9448955806551158,
NCTY,2020-11-02,2.14,2.19,2.12,2.14,33961,,,,,,2.1400000000000023,2.4215989416850494,3.4229945676627858,-1.0013956259777363,
NCTY,2020-10-30,2.11,2.28,2.04,2.2279,420966,,,,,,2.227900000000002,2.472798749264149,3.5256341330758083,-1.0528353838116589,
NCTY,2020-10-29,2.14,2.15,2.11,2.13,24416,,,,,,2.1300000000000026,2.517325794584904,3.629452863721873,-1.1121270691369691,
NCTY,2020-10-28,2.2,2.35,2.08,2.09,327519,,,,,,2.0900000000000025,2.5877486663276144,3.7494090928196226,-1.1616604264920087,
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,,,,,,2.1201000000000025,2.678248423841726,3.882161820245193,-1.203913396403467,
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,,,,,,2.240000000000003,2.779729955449313,4.0231267658648076,-1.243396810415495,
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,,,,,,2.3179000000000025,2.877862674621916,4.165776907133993,-1.2879142325120774,
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,,,,,,2.2600000000000025,2.979674070007719,4.3136070597047125,-1.3339329896969936,
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,,,,,,2.2900000000000027,3.110523900918213,4.477895624481089,-1.3673717235628755,
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,,,,,,2.399900000000004,3.2597100647215247,4.652927274439576,-1.3932172097180509,
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,,,,,,2.3600000000000034,3.416039167398166,4.833169456394742,-1.4171302889965762,
NCTY,2020-10-16,2.784,2.8369999999999997,2.615,2.835,52517,,,,,,2.835000000000004,3.6080462887432874,5.0310230129063225,-1.422976724163035,
NCTY,2020-10-15,2.7560000000000002,2.7880000000000003,2.51,2.6439999999999997,252553,,,,,,2.6440000000000037,3.748600159423885,5.2067048539388265,-1.458104694514943,
NCTY,2020-10-14,3.076,3.0989999999999998,3.043,3.052,34001,,,,,,3.052000000000004,3.9494365520464085,5.411721242253934,-1.4622846902075253,
NCTY,2020-10-13,3.165,3.165,3.08,3.12767,71200,,,,,,3.127670000000004,4.112606834236665,5.60049894163425,-1.4878921073975846,
NCTY,2020-10-12,3.134,3.145,3.08,3.112,105871,,,,,,3.112000000000004,4.291686258643331,5.79832525696499,-1.5066389983216588,
NCTY,2020-10-09,3.199,3.44,3.141,3.38,508320,,,,,,3.3800000000000034,4.5061746693057545,6.0132312775221886,-1.5070566082164332,
NCTY,2020-10-08,3.2089999999999996,3.23,3.13,3.207,90837,,,,,,3.2070000000000034,4.71093370008862,6.223889779723963,-1.5129560796353445,
NCTY,2020-10-07,3.2,3.21999,3.112,3.1450099999999996,121285,,,,,,3.145010000000004,4.9843761910138245,6.4652409621018805,-1.4808647710880578,
NCTY,2020-10-06,3.1889999999999996,3.196,3.1,3.153,81333,,,,,,3.153000000000004,5.318806407561792,6.730859439070032,-1.4120530315082398,
NCTY,2020-10-05,3.199,3.28,3.1519999999999997,3.1801,188335,,,,,,3.1801000000000035,5.712589390754845,7.017088194195634,-1.3044988034407892,
NCTY,2020-10-02,3.03,3.12,3.03,3.05,75364,,,,,,3.0500000000000043,6.1730420072557255,7.324047249731286,-1.1510052424755592,
NCTY,2020-10-01,3.08,3.1,3.0,3.06,150783,,,,,,3.060000000000004,6.740867826756767,7.665971029709787,-0.9251032029530206,
NCTY,2020-09-30,3.25,3.347,3.15,3.1630000000000003,592155,,,,,,3.1630000000000043,7.410116522530724,8.03444871208657,-0.6243321895558465,
NCTY,2020-09-29,6.644,6.999,6.6,6.803999999999999,10536,,,,,,6.804000000000004,8.18231952662722,8.424164609053497,-0.241845082426277,
NCTY,2020-09-28,6.6,7.35,6.5,7.151,42066,,,,,,7.1510000000000025,8.432923076923077,8.553777777777778,-0.1208547008546983,
NCTY,2020-09-25,9.3,10.2,8.0,8.666,223605,,,,,,8.666000000000004,8.666,8.666,0.0,
