Symbol,Date,Open,High,Low,Close,Volume,EGTYF SMA_x,EGTYF spanTwelveEMA_x,EGTYF spanTwntySixEMA_x,EGTYF_x,EGTYF_y,EGTYF SMA_y,EGTYF spanTwelveEMA_y,EGTYF spanTwntySixEMA_y,EGTYF_x,EGTYF_y
EGTYF,2020-11-12,0.1192,0.12231,0.1192,0.1206,7400,0.1206,0.1202338725491638,0.11679031073928785,0.003443561809875943,0.002497571427646275,0.1206,0.12029232539497485,0.11792591572792092,0.0023664096670539397,0.002497571427646275
EGTYF,2020-11-11,0.1275,0.1275,0.1275,0.1275,5000,0.1275,0.12016730392173905,0.11648553559843088,0.003681768323308146,0.0022610738320888546,0.1275,0.12023638455769756,0.1177119889861546,0.0025243955715429783,0.0022610738320888546
EGTYF,2020-11-10,0.1359,0.1359,0.1359,0.1359,30000,0.13589999999999994,0.11883408645296432,0.11560437844630535,0.003229708006658949,0.0019059002092840247,0.13589999999999994,0.11891572720455168,0.11692894810504695,0.001986779099504718,0.0019059002092840249
EGTYF,2020-11-09,0.12,0.1365,0.12,0.1312,16390,0.1312,0.115731193080776,0.1139807287220098,0.0017504643587662185,0.0015749482599402868,0.1312,0.11582767760537925,0.11541126395345072,0.0004164136519285433,0.0015749482599402868
EGTYF,2020-11-06,0.112,0.112,0.112,0.112,4500,0.112,0.1129186827318262,0.11260318701977055,0.00031549571205562177,0.0015310692352338106,0.11200000000000004,0.1130327098972664,0.11414816506972675,-0.0011154551724603667,0.0015310692352338106
EGTYF,2020-11-05,0.1101,0.1101,0.1048,0.1101,19000,0.1101,0.1130857159557946,0.1126514419813522,0.0004342739744423729,0.0018349626160283515,0.11010000000000003,0.11322047533313302,0.1143200182753049,-0.0010995429421718774,0.001834962616028351
EGTYF,2020-11-04,0.1091,0.1091,0.1091,0.1091,1000,0.1091,0.11362857340230267,0.1128555573398604,0.0007730160624423027,0.0021851347764248385,0.1091,0.11378783448461174,0.1146576197373293,-0.0008697852527175531,0.0021851347764248385
EGTYF,2020-11-03,0.11,0.1122,0.11,0.1122,10000,0.1122,0.11445195038453955,0.11315600192704922,0.0012959484574903144,0.0025381644549204788,0.1122,0.11464016802726842,0.11510222931631565,-0.0004620612890472165,0.002538164454920479
EGTYF,2020-11-02,0.11,0.11,0.11,0.11,3000,0.11,0.11486139590900127,0.11323248208121316,0.0016289138277880975,0.002848718454278017,0.11,0.11508383494131726,0.1153344076616209,-0.0002505727203036545,0.0028487184542780168
EGTYF,2020-10-30,0.122167,0.122167,0.122167,0.122167,620,0.122167,0.1157452860742742,0.1134910806477102,0.0022542054265640016,0.003153669610900493,0.12216700000000001,0.1160081685670113,0.11576116027455055,0.0002470082924607292,0.003153669610900493
EGTYF,2020-10-29,0.105,0.105,0.105,0.105,100,0.105,0.11457770172414225,0.11279700709952704,0.00178069462461522,0.003378535656984616,0.105,0.11488838103374062,0.1152486930965146,-0.000360312062773982,0.003378535656984616
EGTYF,2020-10-28,0.114,0.1179,0.114,0.1179,3400,0.1179,0.11631910203762265,0.1134207676674892,0.002898334370133468,0.003777995915076968,0.11790000000000002,0.11668626849442075,0.11606858854423578,0.0006176799501849545,0.003777995915076968
EGTYF,2020-10-27,0.1095,0.1095,0.1095,0.1095,100,0.1095,0.11603166604446312,0.11306242908088833,0.0029692369635748034,0.003997911301312846,0.1095,0.11646559003886085,0.11592207562777465,0.0005435144110862017,0.003997911301312846
EGTYF,2020-10-26,0.11641300000000004,0.11641300000000004,0.11641300000000004,0.11641300000000004,424,0.11641300000000004,0.117219241688911,0.1133474234073594,0.0038718182815515867,0.00425507988574736,0.11641300000000004,0.11773206095501736,0.11643584167799664,0.001296219277020741,0.004255079885747359
EGTYF,2020-10-23,0.115,0.115,0.115,0.115,8000,0.115,0.1173658310868948,0.11310217727994815,0.004263653806946641,0.0043508952867963,0.11500000000000002,0.11797189021956594,0.11643766901223634,0.001534221207329614,0.004350895286796299
EGTYF,2020-10-22,0.11895,0.11895,0.11895,0.11895,10000,0.11895,0.11779598219360292,0.112950351462344,0.004845630731258932,0.004372705656758711,0.11895,0.11851223389585072,0.11655268253321527,0.0019595513626354394,0.004372705656758709
EGTYF,2020-10-21,0.119,0.119,0.119,0.119,1000,0.11900000000000001,0.117586160774258,0.11247037957933154,0.005115781194926478,0.0042544743881336574,0.119,0.11843264005873265,0.1163608971358725,0.0020717429228601647,0.004254474388133657
EGTYF,2020-10-20,0.1268,0.1269,0.1268,0.1269,1900,0.1269,0.11732909909685038,0.11194800994567804,0.0053810891511723285,0.004039147686435457,0.1269,0.11832948370577498,0.11614976890674228,0.0021797147990326865,0.004039147686435455
EGTYF,2020-10-19,0.127,0.127,0.127,0.127,2500,0.127,0.11558893529627773,0.11075185074133227,0.004837084554945442,0.0037036623202512334,0.127,0.1167712080159159,0.11528975041928168,0.0014814575966342195,0.0037036623202512326
EGTYF,2020-10-16,0.1115,0.125,0.1115,0.125,35590,0.125,0.11351419625923732,0.10945199880063887,0.0040621974585984535,0.003420306761577679,0.125,0.11491142765517333,0.1143529304528242,0.0005584972023491146,0.003420306761577676
EGTYF,2020-10-15,0.11,0.11,0.11,0.11,8000,0.11,0.11142586830637136,0.10820815870468996,0.003217709601681412,0.0032598340873224853,0.11,0.11307714177429574,0.11350116488905015,-0.00042402311475439597,0.0032598340873224814
EGTYF,2020-10-14,0.1091,0.1091,0.1051,0.1051,1200,0.1051,0.111685117089348,0.10806481140106516,0.003620305688282837,0.003270365208732753,0.1051,0.113636622096895,0.11378125808017416,-0.00014463598327917052,0.0032703652087327515
EGTYF,2020-10-13,0.118,0.118,0.118,0.118,7500,0.11800000000000001,0.11288241110559308,0.10830199631315038,0.004580414792442714,0.0031828800888452323,0.11799999999999995,0.11518873520542135,0.1144757587265881,0.0007129764788332549,0.0031828800888452297
EGTYF,2020-10-12,0.1277,0.1277,0.1277,0.1277,5799,0.12769999999999998,0.1119519403975191,0.1075261560182024,0.0044257843793166895,0.002833496412945865,0.12769999999999998,0.1146775961518616,0.11419381942471515,0.0004837767271464455,0.0028334964129458616
EGTYF,2020-10-09,0.1155,0.1156,0.1155,0.1156,3133,0.11559999999999995,0.10908865683343168,0.1059122484996586,0.003176408333773084,0.002435424421353155,0.11559999999999995,0.112309886361291,0.11311332497869235,-0.0008034386174013697,0.0024354244213531506
EGTYF,2020-10-08,0.11,0.11,0.11,0.11,1000,0.10999999999999996,0.10790477625769196,0.10513722837963127,0.002767547878060717,0.0022501784432481767,0.10999999999999996,0.11171168388152572,0.11291439097698774,-0.0012027070954620245,0.00225017844324817
EGTYF,2020-10-07,0.1147,0.1147,0.1,0.1035,17225,0.10349999999999997,0.10752382648636324,0.10474820665000176,0.0027756198363614593,0.0021208360845450377,0.10349999999999997,0.1120228991327122,0.11314754225514675,-0.001124643122434557,0.0021208360845450407
EGTYF,2020-10-06,0.1189,0.1189,0.1189,0.1189,15000,0.1189,0.10825543130206566,0.10484806318200192,0.003407368120063745,0.001957140146590929,0.1189,0.11357251715684173,0.1139193456355585,-0.0003468284787167819,0.001957140146590929
EGTYF,2020-10-05,0.11,0.11,0.11,0.11,10000,0.11,0.10632005517516853,0.10372390823656208,0.0025961469386064358,0.001594583153222725,0.11,0.11260388391263113,0.1135208932864032,-0.0009170093737720653,0.001594583153222725
EGTYF,2020-10-02,0.096,0.115,0.096,0.10745,7400,0.10744999999999998,0.10565097429792644,0.10322182089548704,0.002429153402439391,0.0013441922068767938,0.10744999999999998,0.11307731735129135,0.11380256474931545,-0.000725247398024112,0.0013441922068767938
EGTYF,2020-10-01,0.113,0.113,0.113,0.113,600,0.11299999999999998,0.10532387871573123,0.102883566567126,0.0024403121486052393,0.001072951907986141,0.11299999999999998,0.11410046596061706,0.11431076992926067,-0.00021030396864364642,0.001072951907986141
EGTYF,2020-09-30,0.11,0.11,0.11,0.11,10000,0.10999999999999996,0.10392822030040966,0.10207425189249608,0.0018539684079135754,0.0007311118478313662,0.10999999999999996,0.11430055068072922,0.11441563152360155,-0.00011508084287231711,0.0007311118478313663
EGTYF,2020-09-29,0.11,0.11,0.10685,0.10685,2710,0.10685,0.1028242603550296,0.10144019204389576,0.0013840683111338427,0.000450397707810814,0.10685,0.11508246898631636,0.11476888204548966,0.00031358694082669886,0.00045039770781081403
EGTYF,2020-09-28,0.10835,0.1136,0.10835,0.1136,900,0.11359999999999998,0.1020923076923077,0.10100740740740742,0.0010849002849002837,0.00021698005698005682,0.11359999999999998,0.11657928152928294,0.11540239260912882,0.0011768889201541346,0.00021698005698005674
EGTYF,2020-09-25,0.1006,0.1006,0.1,0.1,5000,0.09999999999999998,0.1,0.1,0.0,0.0,0.09999999999999998,0.11712096908006167,0.11554658401785912,0.00157438506220256,0.0
