Symbol,Date,Open,High,Low,Close,Volume,GSV SMA_x,GSV spanTwelveEMA_x,GSV spanTwntySixEMA_x,GSV_x,GSV_y,GSV SMA_y,GSV spanTwelveEMA_y,GSV spanTwntySixEMA_y,GSV_x,GSV_y
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7120700807008682,0.7299031707810331,-0.017833090080164867,-0.009659367487294191,0.6869000000000001,0.7112868639061731,0.7249298341315411,-0.01364297022536798,-0.009659367487294191
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7166464590101169,0.7333434244435156,-0.016696965433398714,-0.00761593683907652,0.6690000000000002,0.7157208391618409,0.7279722208620645,-0.012251381700223551,-0.007615936839076521
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.725309451557411,0.7384908983989968,-0.013181446841585842,-0.005345679690495973,0.6908000000000001,0.7242155371912666,0.7326899985310296,-0.00847446133976293,-0.005345679690495973
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7315838972951222,0.7423061702709166,-0.010722272975794422,-0.0033867379027235052,0.7097000000000001,0.7302910894078606,0.7360411984135119,-0.005750109005651316,-0.0033867379027235052
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7355627877124171,0.74491466389259,-0.009351876180172858,-0.0015528541344557762,0.7100000000000002,0.7340349238456534,0.7381484942865928,-0.004113570440939407,-0.0015528541344557762
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7402105672964929,0.7477078370039971,-0.007497269707504195,0.00039690137697349464,0.7060000000000002,0.7384049099994086,0.7404003738295202,-0.001995463830111621,0.0003969013769734946
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7464306704413097,0.7510444639643169,-0.00461379352300717,0.002370444148092917,0.7116000000000002,0.7442967118174828,0.7431524037358818,0.001144308081601042,0.002370444148092917
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7527635196124569,0.7542000210814622,-0.0014365014690053135,0.004116503565867939,0.7239000000000002,0.7502415685115706,0.7456765960347522,0.004564972476818418,0.004116503565867939
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7580114322692673,0.7566240227679791,0.0013874095012881282,0.005504754824586251,0.7311010000000002,0.7550309446045835,0.7474187237175324,0.007612220887051158,0.0055047548245862514
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7629042381364067,0.7586658645894174,0.004238373546989305,0.006534091155410781,0.7459500000000003,0.7593818436235987,0.7487241416149351,0.010657702008663785,0.006534091155410781
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7659868268884806,0.7596831337565709,0.0063036931319097045,0.007108020557516148,0.7685570000000003,0.7618239970097076,0.7489460729441297,0.012877924065577863,0.007108020557516149
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7655195226863862,0.7589732244570966,0.00654629822928965,0.007309102413917759,0.7502000000000004,0.7605998146478363,0.7473771987796601,0.01322261586817619,0.00730910241391776
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7683048904475475,0.7596750824136643,0.008629808033883135,0.0074998034600747875,0.7700000000000005,0.762490690038352,0.747151374682033,0.01533931535631905,0.0074998034600747875
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7679966887107379,0.7588490890067575,0.00914759970398038,0.0072173023166227,0.7756000000000003,0.761125360954416,0.7453234846565956,0.015801876297820372,0.0072173023166227
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7666142684763265,0.757509016127298,0.00910525234902848,0.00673472796978328,0.7700000000000004,0.7584936084006735,0.7429013634291233,0.01559224497155021,0.00673472796978328
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7659986809265676,0.756509737417482,0.00948894350908569,0.006142096874971979,0.7749000000000004,0.7564015372007958,0.7407334725034531,0.01566806469734283,0.006142096874971979
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.7643802592768527,0.7550385164108805,0.009341742865972223,0.005305385216443551,0.7867990000000004,0.7530381803282135,0.7380001503037293,0.015038030024484115,0.005305385216443551
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659000000000005,0.7603041245999169,0.7524976777237509,0.007806446876165941,0.004296295804061382,0.7659000000000005,0.7468998494787977,0.7340962423280277,0.012803607150770002,0.004296295804061382
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,0.7759000000000005,0.7592866927089927,0.7514254919416511,0.007861200767341647,0.003418758036035214,0.7759000000000005,0.7434452766567609,0.73155194171427,0.011893334942490895,0.003418758036035214
GSV,2020-10-01,0.8,0.8,0.7796,0.7798,57175,0.7798000000000005,0.756266091383355,0.7494675312969832,0.006798560086371808,0.0023081473532086056,0.7798000000000005,0.7375444178670809,0.7280040970514114,0.009540320815669578,0.0023081473532086056
GSV,2020-09-30,0.7969,0.7969,0.7834,0.7849,22842,0.7849000000000006,0.7519871989076014,0.7470409338007418,0.004946265106859582,0.0011855441699178053,0.7849000000000006,0.7298615847520048,0.7238604248155244,0.006001159936480428,0.0011855441699178053
GSV,2020-09-29,0.78,0.7872680000000001,0.7708,0.7765,78889,0.7765000000000005,0.7460030532544379,0.7440122085048011,0.001990844749636844,0.0002453639356823612,0.7765000000000005,0.7198546001614602,0.7189772588007664,0.0008773413606938396,0.00024536393568236114
GSV,2020-09-28,0.745,0.745,0.722,0.730328,60204,0.7303280000000005,0.7404581538461539,0.7414131851851852,-0.000955031339031298,-0.00019100626780625964,0.7303280000000005,0.7095554365544531,0.7143754395048276,-0.004820002950374658,-0.00019100626780625964
GSV,2020-09-25,0.75,0.75,0.72,0.7423,52422,0.7423000000000005,0.7423,0.7423,0.0,0.0,0.7423000000000005,0.7057786068370807,0.7130992346652139,-0.0073206278281331425,0.0
GSV,2020-11-12,0.71,0.71,0.6851,0.7089,137383,,,,,,0.7089000000000005,0.6991383535347317,0.7107631734384309,-0.011624819903699237,
GSV,2020-11-11,0.67,0.683199,0.67,0.6772,34690,,,,,,0.6772000000000006,0.6973635087228648,0.7109122273135056,-0.013548718590640774,
GSV,2020-11-10,0.71,0.71,0.6938,0.6985,79161,,,,,,0.6985000000000006,0.7010296012179311,0.713609205498586,-0.012579604280654856,
GSV,2020-11-09,0.688,0.705,0.6801,0.687,69449,,,,,,0.6870000000000006,0.7014895287121004,0.7148179419384728,-0.01332841322637246,
GSV,2020-11-06,0.728,0.73,0.7201,0.7299,37335,,,,,,0.7299000000000004,0.7041239884779368,0.7170433772935506,-0.01291938881561383,
GSV,2020-11-05,0.69,0.7139,0.69,0.7054,81539,,,,,,0.7054000000000005,0.6994374409284707,0.7160148474770346,-0.016577406548563878,
GSV,2020-11-04,0.6936,0.6936,0.68,0.68,24880,,,,,,0.6800000000000006,0.6983533392791017,0.7168640352751974,-0.018510695996095672,
GSV,2020-11-03,0.675,0.68,0.675,0.678851,18301,,,,,,0.6788510000000004,0.7016903100571201,0.7198131580972131,-0.01812284804009301,
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,,,,,,0.6820000000000005,0.7058429118856874,0.7230901307449902,-0.017247218859302804,
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,,,,,,0.7099000000000005,0.7101779867739942,0.7263773412045894,-0.01619935443059517,
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,,,,,,0.7001000000000006,0.7102285298238115,0.7276955285009565,-0.017466998677145074,
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,,,,,,0.6869000000000005,0.7120700807008682,0.7299031707810331,-0.017833090080164867,
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,,,,,,0.6690000000000006,0.7166464590101169,0.7333434244435156,-0.016696965433398714,
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,,,,,,0.6908000000000005,0.725309451557411,0.7384908983989968,-0.013181446841585842,
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,,,,,,0.7097000000000006,0.7315838972951222,0.7423061702709166,-0.010722272975794422,
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,,,,,,0.7100000000000006,0.7355627877124171,0.74491466389259,-0.009351876180172858,
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,,,,,,0.7060000000000006,0.7402105672964929,0.7477078370039971,-0.007497269707504195,
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,,,,,,0.7116000000000007,0.7464306704413097,0.7510444639643169,-0.00461379352300717,
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,,,,,,0.7239000000000007,0.7527635196124569,0.7542000210814622,-0.0014365014690053135,
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,,,,,,0.7311010000000007,0.7580114322692673,0.7566240227679791,0.0013874095012881282,
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,,,,,,0.7459500000000008,0.7629042381364067,0.7586658645894174,0.004238373546989305,
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,,,,,,0.7685570000000007,0.7659868268884806,0.7596831337565709,0.0063036931319097045,
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,,,,,,0.7502000000000009,0.7655195226863862,0.7589732244570966,0.00654629822928965,
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,,,,,,0.7700000000000009,0.7683048904475475,0.7596750824136643,0.008629808033883135,
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,,,,,,0.7756000000000007,0.7679966887107379,0.7588490890067575,0.00914759970398038,
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,,,,,,0.7700000000000008,0.7666142684763265,0.757509016127298,0.00910525234902848,
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,,,,,,0.7749000000000008,0.7659986809265676,0.756509737417482,0.00948894350908569,
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,,,,,,0.7867990000000008,0.7643802592768527,0.7550385164108805,0.009341742865972223,
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,,,,,,0.7659000000000009,0.7603041245999169,0.7524976777237509,0.007806446876165941,
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,,,,,,0.7759000000000009,0.7592866927089927,0.7514254919416511,0.007861200767341647,
GSV,2020-10-01,0.8,0.8,0.7796,0.7798,57175,,,,,,0.7798000000000009,0.756266091383355,0.7494675312969832,0.006798560086371808,
GSV,2020-09-30,0.7969,0.7969,0.7834,0.7849,22842,,,,,,0.784900000000001,0.7519871989076014,0.7470409338007418,0.004946265106859582,
GSV,2020-09-29,0.78,0.7872680000000001,0.7708,0.7765,78889,,,,,,0.7765000000000011,0.7460030532544379,0.7440122085048011,0.001990844749636844,
GSV,2020-09-28,0.745,0.745,0.722,0.730328,60204,,,,,,0.7303280000000011,0.7404581538461539,0.7414131851851852,-0.000955031339031298,
GSV,2020-09-25,0.75,0.75,0.72,0.7423,52422,,,,,,0.7423000000000011,0.7423,0.7423,0.0,
