Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA_x,GLOG spanTwelveEMA_x,GLOG spanTwntySixEMA_x,GLOG_x,GLOG_y,GLOG SMA_y,GLOG spanTwelveEMA_y,GLOG spanTwntySixEMA_y,GLOG_x,GLOG_y
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.5,2.4935914901558403,2.5872333659650635,-0.09364187580922324,-0.08946934979941751,2.5,2.4928363172999024,2.5758865463918883,-0.08305022909198545,-0.08946934979941751
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.545,2.492426306547811,2.594212035242269,-0.10178572869445768,-0.08842621829696606,2.545,2.4915338295362486,2.581957470103239,-0.09042364056699048,-0.08842621829696606
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.41,2.4828674531928683,2.5981489980616503,-0.1152815448687825,-0.08508634069759316,2.41,2.4818127076337486,2.584914067711498,-0.1031013600777495,-0.08508634069759316
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.4961160810461163,2.6132009179065823,-0.117084836860466,-0.07753753965479593,2.45,2.4948695635671574,2.5989071931284182,-0.10403762956126084,-0.07753753965479593
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.504500823054501,2.6262569913391087,-0.12175616828460754,-0.06765071535337841,2.319,2.503027666033913,2.610819768578692,-0.10779210254477832,-0.0676507153533784
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.538228245428047,2.6508375506462376,-0.11260930521819068,-0.05412435212057111,2.29,2.536487241676443,2.634165350064986,-0.09767810838854364,-0.0541243521205711
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.583360653687692,2.679704554697937,-0.0963439010102447,-0.03950311384616621,2.3500000000000005,2.5813031037994327,2.6616985780701854,-0.08039547427075266,-0.0395031138461662
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.6257898634490906,2.706080919073772,-0.08029105562468075,-0.025292917055146483,2.435,2.623358213581148,2.6866344643158,-0.06327625073465226,-0.025292917055146455
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.6604789295307434,2.7277673925996733,-0.06728846306892987,-0.011543382412762796,2.3968,2.6576051615049927,2.7067652214610645,-0.04916005995607176,-0.011543382412762766
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.708420553081788,2.754244784007647,-0.045824230925859855,0.0023928877512789768,2.464999999999999,2.7050242817786274,2.7315624391779494,-0.026538157399321968,0.0023928877512790145
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.7526788354602942,2.7773843667282594,-0.02470553126796471,0.014447167420563572,2.4799999999999978,2.7486650602838325,2.7528874343121856,-0.0042223740283531255,0.01444716742056351
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,2.5849999999999977,2.8022568055439843,2.80117511606652,0.0010816894774641208,0.02423534209269576,2.5849999999999977,2.7975132530627107,2.7747184290571605,0.022794824005550662,0.024235342092695674
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,2.6899999999999986,2.8417580429156173,2.8184691253518412,0.023288917563776046,0.030023755246503664,2.6899999999999986,2.8361520263468405,2.789895903381733,0.04625612296510706,0.030023755246503563
GLOG,2020-10-26,2.87,2.87,2.78,2.78,76071,2.779999999999999,2.8693504143548205,2.8287466553799883,0.04060375897483226,0.03170746466718545,2.779999999999999,2.862725122046266,2.7978875756522723,0.06483754639399386,0.031707464667185443
GLOG,2020-10-23,3.0,3.06,2.9899,3.01,108814,3.01,2.885595944237515,2.8326463878103882,0.052949556427127835,0.02948339109027375,3.01,2.877766053327405,2.7993185817044544,0.07844747162295107,0.029483391090273738
GLOG,2020-10-22,2.96,3.0,2.94,2.975,66116,2.975,2.8629770250079734,2.8184580988352184,0.04451892617275455,0.02361684975606033,2.975,2.8537235175687523,2.7824640682408104,0.07125944932794193,0.023616849756060432
GLOG,2020-10-21,2.95,3.03,2.93,3.02,72666,3.0199999999999987,2.8426092113730586,2.8059347467420364,0.036674464631023085,0.018391330651886667,3.0199999999999987,2.831673248035798,2.767061193700075,0.06461205433572292,0.01839133065188679
GLOG,2020-10-20,2.8,2.9,2.8,2.8815,91568,2.8814999999999986,2.810356340713616,2.7888095264813986,0.021546814232216605,0.013820547157102788,2.8814999999999986,2.7974320204059433,2.746826089196081,0.05060593120986168,0.013820547157102934
GLOG,2020-10-19,2.87,2.87,2.8,2.83,51773,2.8299999999999987,2.7974211299342726,2.7813942885999112,0.01602684133436183,0.01188898038832422,2.8299999999999987,2.782146933207023,2.7360521763317682,0.04609475687525544,0.011888980388324295
GLOG,2020-10-16,2.85,2.86,2.77,2.85,103912,2.85,2.7914976990132314,2.7775058316879035,0.013991867325327869,0.010854515151814927,2.85,2.7734463756083003,2.728536350438309,0.044910025169991215,0.010854515151815021
GLOG,2020-10-15,2.72,2.8,2.6882,2.7915,84281,2.7915,2.7808609170156364,2.7717062982229357,0.009154618792701186,0.010070177108436692,2.7915,2.759527534809809,2.7188192584733737,0.04070827633643548,0.01007017710843681
GLOG,2020-10-14,2.75,2.8,2.75,2.7602,39743,2.7602,2.7789265382912074,2.7701228020807704,0.008803736210436952,0.010299066687370793,2.7602,2.753714359320684,2.713004799151244,0.040709560169440266,0.010299066687370826
GLOG,2020-10-13,2.75,2.7999,2.72,2.735,50111,2.7350000000000003,2.7823313634350635,2.770916626247232,0.011414737187831479,0.010672899306604255,2.7350000000000003,2.752535151924445,2.7092291830833437,0.04330596884110216,0.010672899306604295
GLOG,2020-10-12,2.79,2.8309,2.75,2.76,100086,2.76,2.7909370658778023,2.7737899563470108,0.017147109530791568,0.010487439836297446,2.76,2.7557233613652525,2.7071675177300105,0.048555843635242464,0.0104874398362975
GLOG,2020-10-09,2.92,2.92,2.865,2.8710000000000004,22505,2.8710000000000004,2.7965619869464935,2.774893152854772,0.02166883409172193,0.008822522412673915,2.8710000000000004,2.7549457907043906,2.7029409191484115,0.05200487155597866,0.008822522412673981
GLOG,2020-10-08,2.77,2.82,2.77,2.795,35325,2.795,2.7830278027549467,2.7672046050831534,0.0158231976717933,0.005610944492912131,2.795,2.7338450253779154,2.6894961926802843,0.04434883269763112,0.005610944492912105
GLOG,2020-10-07,2.77,2.8178,2.74,2.76,35190,2.76,2.780851039619482,2.7649809734898056,0.015870066129676452,0.003057881198191838,2.76,2.7227259390829905,2.6810558880947073,0.041670050988283684,0.003057881198191806
GLOG,2020-10-06,2.99,3.025,2.9410000000000003,2.9410000000000003,92722,2.9410000000000007,2.784642137732116,2.76537945136899,0.019262686363125336,-0.00014516503467931592,2.9410000000000007,2.71594883709808,2.674740359142284,0.041208477955796415,-0.0001451650346793558
