Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA_x,GLOG spanTwelveEMA_x,GLOG spanTwntySixEMA_x,GLOG_x,GLOG_y,GLOG SMA_y,GLOG spanTwelveEMA_y,GLOG spanTwntySixEMA_y,GLOG_x,GLOG_y
GLOG,2020-10-05,2.85,2.94,2.85,2.8799,72015,2.879900000000001,2.756213435501591,2.7513298074785095,0.00488362802308151,-0.0049971278841305896,2.879900000000001,2.6750304438431853,2.6534395878736663,0.02159085596951904,-0.004997127884130751
GLOG,2020-10-02,2.78,2.78,2.73,2.76,72948,2.7600000000000007,2.733724969229153,2.7410441920767905,-0.00731922284763753,-0.007467316860933727,2.7600000000000007,2.6377814336328558,2.63532275490356,0.002458678729295727,-0.0074673168609338154
GLOG,2020-10-01,2.72,2.82,2.72,2.78,64582,2.780000000000001,2.728947690907181,2.7395277274429337,-0.01058003653575268,-0.007504340364257886,2.780000000000001,2.6155598761115564,2.6253485752958445,-0.009788699184288152,-0.007504340364257886
GLOG,2020-09-30,2.61,2.6943,2.61,2.69,69690,2.6900000000000013,2.719665452890305,2.7362899456383687,-0.016624492748063883,-0.006735416321384187,2.6900000000000013,2.5856616717682037,2.6129764613195117,-0.02731478955130884,-0.006735416321384187
GLOG,2020-09-29,2.68,2.715,2.62,2.645,42410,2.645000000000001,2.7250591715976333,2.739993141289438,-0.01493396969180516,-0.004263147214714263,2.645000000000001,2.566691066635149,2.606814578225073,-0.04012351158992367,-0.004263147214714263
GLOG,2020-09-28,2.72,2.73,2.62,2.655,107036,2.6550000000000007,2.739615384615385,2.7475925925925933,-0.007977207977208245,-0.001595441595441649,2.6550000000000007,2.5524530787506308,2.603759744483079,-0.05130666573244769,-0.001595441595441649
GLOG,2020-09-25,2.69,2.8399,2.66,2.755,174647,2.7550000000000003,2.755,2.755,0.0,0.0,2.7550000000000003,2.5338081839780187,2.599660524041725,-0.06585234006370655,0.0
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,,,,,,2.500000000000001,2.4935914901558403,2.5872333659650635,-0.09364187580922324,
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,,,,,,2.545000000000001,2.492426306547811,2.594212035242269,-0.10178572869445768,
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,,,,,,2.410000000000001,2.4828674531928683,2.5981489980616503,-0.1152815448687825,
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,,,,,,2.450000000000001,2.4961160810461163,2.6132009179065823,-0.117084836860466,
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,,,,,,2.319000000000001,2.504500823054501,2.6262569913391087,-0.12175616828460754,
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,,,,,,2.290000000000001,2.538228245428047,2.6508375506462376,-0.11260930521819068,
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,,,,,,2.3500000000000005,2.583360653687692,2.679704554697937,-0.0963439010102447,
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,,,,,,2.435,2.6257898634490906,2.706080919073772,-0.08029105562468075,
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,,,,,,2.3968,2.6604789295307434,2.7277673925996733,-0.06728846306892987,
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,,,,,,2.464999999999999,2.7084205530817878,2.754244784007647,-0.045824230925859855,
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,,,,,,2.4799999999999978,2.7526788354602942,2.7773843667282594,-0.02470553126796471,
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,,,,,,2.5849999999999977,2.8022568055439843,2.80117511606652,0.0010816894774641208,
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,,,,,,2.6899999999999986,2.8417580429156173,2.818469125351841,0.023288917563776046,
GLOG,2020-10-26,2.87,2.87,2.78,2.78,76071,,,,,,2.779999999999999,2.8693504143548205,2.8287466553799883,0.04060375897483226,
GLOG,2020-10-23,3.0,3.06,2.9899,3.01,108814,,,,,,3.01,2.885595944237515,2.832646387810388,0.052949556427127835,
GLOG,2020-10-22,2.96,3.0,2.94,2.975,66116,,,,,,2.975,2.8629770250079734,2.8184580988352184,0.04451892617275455,
GLOG,2020-10-21,2.95,3.03,2.93,3.02,72666,,,,,,3.0199999999999987,2.8426092113730586,2.8059347467420364,0.036674464631023085,
GLOG,2020-10-20,2.8,2.9,2.8,2.8815,91568,,,,,,2.8814999999999986,2.8103563407136156,2.7888095264813986,0.021546814232216605,
GLOG,2020-10-19,2.87,2.87,2.8,2.83,51773,,,,,,2.8299999999999987,2.7974211299342726,2.7813942885999112,0.01602684133436183,
GLOG,2020-10-16,2.85,2.86,2.77,2.85,103912,,,,,,2.85,2.7914976990132314,2.7775058316879035,0.013991867325327869,
GLOG,2020-10-15,2.72,2.8,2.6882,2.7915,84281,,,,,,2.7915,2.7808609170156364,2.771706298222936,0.009154618792701186,
GLOG,2020-10-14,2.75,2.8,2.75,2.7602,39743,,,,,,2.7602,2.7789265382912074,2.7701228020807704,0.008803736210436952,
GLOG,2020-10-13,2.75,2.7999,2.72,2.735,50111,,,,,,2.7350000000000003,2.7823313634350635,2.770916626247232,0.011414737187831479,
GLOG,2020-10-12,2.79,2.8309,2.75,2.76,100086,,,,,,2.76,2.7909370658778023,2.7737899563470108,0.017147109530791568,
GLOG,2020-10-09,2.92,2.92,2.865,2.8710000000000004,22505,,,,,,2.8710000000000004,2.796561986946493,2.774893152854772,0.02166883409172193,
GLOG,2020-10-08,2.77,2.82,2.77,2.795,35325,,,,,,2.795,2.7830278027549467,2.7672046050831534,0.0158231976717933,
GLOG,2020-10-07,2.77,2.8178,2.74,2.76,35190,,,,,,2.76,2.780851039619482,2.7649809734898056,0.015870066129676452,
GLOG,2020-10-06,2.99,3.025,2.9410000000000003,2.9410000000000003,92722,,,,,,2.9410000000000007,2.7846421377321158,2.76537945136899,0.019262686363125336,
GLOG,2020-10-05,2.85,2.94,2.85,2.8799,72015,,,,,,2.879900000000001,2.756213435501591,2.751329807478509,0.00488362802308151,
GLOG,2020-10-02,2.78,2.78,2.73,2.76,72948,,,,,,2.7600000000000007,2.7337249692291534,2.7410441920767905,-0.00731922284763753,
GLOG,2020-10-01,2.72,2.82,2.72,2.78,64582,,,,,,2.780000000000001,2.728947690907181,2.7395277274429337,-0.01058003653575268,
GLOG,2020-09-30,2.61,2.6943,2.61,2.69,69690,,,,,,2.6900000000000013,2.719665452890305,2.7362899456383687,-0.016624492748063883,
GLOG,2020-09-29,2.68,2.715,2.62,2.645,42410,,,,,,2.645000000000001,2.7250591715976333,2.739993141289438,-0.01493396969180516,
GLOG,2020-09-28,2.72,2.73,2.62,2.655,107036,,,,,,2.6550000000000007,2.739615384615385,2.7475925925925933,-0.007977207977208245,
GLOG,2020-09-25,2.69,2.8399,2.66,2.755,174647,,,,,,2.7550000000000003,2.755,2.755,0.0,
