Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA_x,PIXY spanTwelveEMA_x,PIXY spanTwntySixEMA_x,PIXY_x,PIXY_y,PIXY SMA_y,PIXY spanTwelveEMA_y,PIXY spanTwntySixEMA_y,PIXY_x,PIXY_y
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0799999999999987,2.4239507600548533,2.7860354977301505,-0.3620847376752971,-0.3240993266785389,2.0799999999999987,2.402194531839449,2.6129991915153377,-0.21080465967588904,-0.32409932667853886
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.1699999999999977,2.4864872618830094,2.8425183375485625,-0.3560310756655536,-0.3146029739293492,2.1699999999999977,2.4607753558102585,2.6556391268365647,-0.19486377102630706,-0.3146029739293492
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.2399999999999984,2.5440304004071925,2.8963198045524474,-0.3522894041452549,-0.3042459484952982,2.2399999999999984,2.5136436023212143,2.69449025698349,-0.18084665466227576,-0.3042459484952982
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.339999999999998,2.5993086550266824,2.948825388916643,-0.34951673388996074,-0.2922350845828089,2.339999999999998,2.563396984561435,2.730849477542169,-0.1674524929807344,-0.292235084582809
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.339999999999998,2.646455683213352,2.9975314200299747,-0.35107573681662263,-0.2779146722560211,2.339999999999998,2.60401461811806,2.762117435745543,-0.15810281762748346,-0.27791467225602107
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999977,2.7021748983430527,3.0501339336323725,-0.3479590352893198,-0.2596244061158707,2.3599999999999977,2.652017275957707,2.7958868306051867,-0.14386955464747953,-0.2596244061158707
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.3149999999999973,2.764388516223608,3.1053446483229625,-0.3409561320993553,-0.2375407488225084,2.3149999999999973,2.705111326131836,2.8307577770536017,-0.1256464509217654,-0.23754074882250834
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999976,2.846095519173353,3.1685722201888,-0.3224767010154457,-0.2116869030032968,2.3399999999999976,2.776040658155807,2.87201839921789,-0.09597774106208323,-0.2116869030032968
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999977,2.9381128862957824,3.234857997803904,-0.29674511150812144,-0.1839894535002592,2.5249999999999977,2.8553207778204985,2.914579871155321,-0.05925909333482205,-0.1839894535002592
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.5099999999999976,3.0132243201677427,3.291646637628216,-0.2784223174604734,-0.1558005389982936,2.5099999999999976,2.9153791010605894,2.9457462608477467,-0.030367159787156876,-0.15580053899829363
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.6599999999999984,3.1047196511073323,3.3541783686384736,-0.2494587175311413,-0.12514509438274862,2.6599999999999984,2.989084392162515,2.9806059617155665,0.008478430446948515,-0.12514509438274868
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6615999999999977,3.185577769490484,3.409712638129552,-0.22413486863906806,-0.09406668859565047,2.6615999999999977,3.048917918010245,3.006254438652812,0.042663479357432976,-0.09406668859565048
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999976,3.2808464548523903,3.469561649179916,-0.18871519432752626,-0.06154964358479605,2.5878999999999976,3.119339357648472,3.033826793745037,0.0855125639034342,-0.061549643584796074
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.739999999999998,3.4068367193710065,3.5400945811143094,-0.13325786174330334,-0.02975825589911372,2.739999999999998,3.215964695402739,3.06950093724464,0.14646375815809876,-0.029758255899113635
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.744999999999997,3.528079759256644,3.6041021476034536,-0.07602238834681074,-0.003883354438066419,2.744999999999997,3.3025037309305096,3.0958610122242116,0.20664271870629847,-0.0038833544380663144
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.5599999999999983,3.6704578973033053,3.67283031941173,-0.002372422108425365,0.014151404039119441,3.5599999999999983,3.403868045645148,3.123929893202148,0.2799381524429996,0.014151404039119459
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999974,3.6905411513584516,3.681856744964669,0.008684406393782762,0.01828236057600564,3.5599999999999974,3.375480417580629,3.08904428465832,0.2864361329223093,0.018282360576005553
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999997,3.714275906150897,3.691605284561842,0.022670621589055084,0.020681849121561246,3.679399999999997,3.3419314025952893,3.051367827430985,0.2905635751643039,0.020681849121561253
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,3.649999999999997,3.7206169799965134,3.6925817073267897,0.028035272669725053,0.020184656004687784,3.649999999999997,3.2805734757944327,3.0011252536254647,0.27944822216896803,0.020184656004687794
PIXY,2020-10-02,3.87,3.87,3.7744,3.78,34001,3.779999999999997,3.733456430904972,3.695988243912933,0.03746818699203836,0.018222001838428568,3.779999999999997,3.213405016847965,2.949215273915502,0.2641897429324636,0.01822200183842881
PIXY,2020-10-01,3.83,3.85,3.81,3.83,8566,3.8299999999999983,3.724993963796785,3.689267303425968,0.035726660370817065,0.013410455550025905,3.8299999999999983,3.1103877471839594,2.8827524958287425,0.2276352513552169,0.013410455550026202
PIXY,2020-09-30,3.91,3.945,3.8364,3.89,21338,3.8899999999999983,3.705901957214384,3.6780086877000455,0.02789326951433724,0.007831404344828223,3.8899999999999983,2.9795491557628613,2.8069726954950416,0.1725764602678197,0.007831404344828485
PIXY,2020-09-29,3.73,3.8,3.73,3.76,6532,3.7599999999999976,3.6724295857988167,3.661049382716049,0.011380203082766991,0.002815938052450857,3.7599999999999976,2.8140126386288364,2.720330511134645,0.09368212749419147,0.0028159380524509637
PIXY,2020-09-28,3.68,3.76,3.66,3.6923,23909,3.6922999999999977,3.656507692307692,3.6531333333333333,0.003374358974358671,0.000674871794871823,3.6922999999999977,2.642014936561352,2.6371569520254172,0.004857984535935334,0.0006748717948717343
PIXY,2020-09-25,3.72,3.735,3.61,3.65,15976,3.649999999999998,3.65,3.65,0.0,0.0,3.649999999999998,2.451054015936144,2.55274550818745,-0.10169149225130658,0.0
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,,,,,,2.149999999999998,2.2330638370154423,2.4649651488424458,-0.2319013118270039,
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,,,,,,2.2099999999999977,2.2481663528364315,2.4901623607498418,-0.2419960079134098,
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,,,,,,2.2499999999999973,2.2551056897157835,2.512575349609829,-0.257469659894046,
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,,,,,,2.229999999999997,2.2560339969368353,2.533581377578616,-0.2775473806417805,
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,,,,,,2.129999999999997,2.2607674509253504,2.5578678877849046,-0.2971004368595547,
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,,,,,,2.189999999999997,2.2845433510935957,2.5920973188076966,-0.3075539677141017,
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,,,,,,2.129999999999997,2.3017330512924308,2.624265104312313,-0.3225320530198821,
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,,,,,,2.219999999999997,2.332957242436509,2.6638063126572984,-0.3308490702207889,
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,,,,,,2.1300999999999966,2.3534949228795106,2.6993108176698817,-0.3458158947903711,
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,,,,,,2.2299999999999973,2.3941121815848763,2.7448476830834725,-0.3507355014985962,
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,,,,,,2.0799999999999965,2.4239507600548533,2.7860354977301505,-0.3620847376752971,
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,,,,,,2.1699999999999964,2.4864872618830094,2.8425183375485625,-0.3560310756655536,
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,,,,,,2.2399999999999967,2.5440304004071925,2.8963198045524474,-0.3522894041452549,
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,,,,,,2.3399999999999963,2.5993086550266824,2.948825388916643,-0.34951673388996074,
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,,,,,,2.3399999999999963,2.646455683213352,2.9975314200299747,-0.35107573681662263,
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,,,,,,2.3599999999999963,2.7021748983430527,3.0501339336323725,-0.3479590352893198,
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,,,,,,2.3149999999999955,2.7643885162236077,3.1053446483229625,-0.3409561320993553,
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,,,,,,2.3399999999999963,2.8460955191733532,3.1685722201888002,-0.3224767010154457,
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,,,,,,2.524999999999996,2.9381128862957824,3.234857997803904,-0.29674511150812144,
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,,,,,,2.509999999999996,3.0132243201677427,3.291646637628216,-0.2784223174604734,
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,,,,,,2.6599999999999966,3.1047196511073323,3.3541783686384736,-0.2494587175311413,
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,,,,,,2.6615999999999964,3.185577769490484,3.409712638129552,-0.22413486863906806,
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,,,,,,2.5878999999999963,3.2808464548523903,3.4695616491799157,-0.18871519432752626,
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,,,,,,2.739999999999996,3.4068367193710065,3.5400945811143094,-0.13325786174330334,
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,,,,,,2.7449999999999957,3.5280797592566437,3.6041021476034536,-0.07602238834681074,
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,,,,,,3.559999999999996,3.670457897303305,3.67283031941173,-0.002372422108425365,
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,,,,,,3.5599999999999956,3.690541151358452,3.681856744964669,0.008684406393782762,
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,,,,,,3.6793999999999953,3.714275906150897,3.691605284561842,0.022670621589055084,
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,,,,,,3.649999999999996,3.7206169799965143,3.6925817073267897,0.028035272669725053,
PIXY,2020-10-02,3.87,3.87,3.7744,3.78,34001,,,,,,3.7799999999999954,3.733456430904972,3.695988243912933,0.03746818699203836,
PIXY,2020-10-01,3.83,3.85,3.81,3.83,8566,,,,,,3.829999999999996,3.724993963796785,3.6892673034259684,0.035726660370817065,
PIXY,2020-09-30,3.91,3.945,3.8364,3.89,21338,,,,,,3.889999999999996,3.705901957214383,3.6780086877000455,0.02789326951433724,
PIXY,2020-09-29,3.73,3.8,3.73,3.76,6532,,,,,,3.759999999999996,3.672429585798816,3.661049382716049,0.011380203082766991,
PIXY,2020-09-28,3.68,3.76,3.66,3.6923,23909,,,,,,3.692299999999996,3.656507692307692,3.653133333333333,0.003374358974358671,
PIXY,2020-09-25,3.72,3.735,3.61,3.65,15976,,,,,,3.649999999999997,3.65,3.65,0.0,
