Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA_x,SSFT spanTwelveEMA_x,SSFT spanTwntySixEMA_x,SSFT_x,SSFT_y,SSFT SMA_y,SSFT spanTwelveEMA_y,SSFT spanTwntySixEMA_y,SSFT_x,SSFT_y
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,0.07,0.07079474973580928,0.07772333254765741,-0.006928582811848133,-0.0063499275832567,0.07,0.07030108567959903,0.07365551742182225,-0.0033544317422232323,-0.0063499275832567
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.0709392496877746,0.07834119915147,-0.007401949463695406,-0.0062052637761088394,0.0625,0.0703558285304352,0.07394795881556804,-0.003592130285132833,-0.006205263776108841
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.054999999999999986,0.07247365872191544,0.0796084950835876,-0.007134836361672156,-0.0059060923542122,0.05499999999999999,0.07178416099051432,0.07486379552081349,-0.003079634530299164,-0.0059060923542121994
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.07565068758044552,0.0815771746902746,-0.005926487109829085,-0.005598906352347209,0.07050000000000001,0.07483582662515327,0.07645289916247856,-0.0016170725373252787,-0.005598906352347209
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.07658717623143561,0.08246334866549658,-0.005876172434060953,-0.00551701116297674,0.07000000000000002,0.07562415873881753,0.07692913109547685,-0.0013049723566593149,-0.005517011162976741
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07778484463715117,0.08346041655873629,-0.005675571921585104,-0.005427220845205684,0.07600000000000001,0.07664673305496618,0.077483461583115,-0.0008367285281488251,-0.005427220845205684
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.07810936184390595,0.0840572498834352,-0.005947888039529253,-0.005365133076110825,0.07000000000000002,0.07676432088314185,0.0776021385097642,-0.0008378176266223558,-0.005365133076110825
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07958379127007066,0.08518182987411002,-0.00559803860403936,-0.005219444335256219,0.07800000000000001,0.07799419740734946,0.07821030959054534,-0.00021611218319587958,-0.005219444335256219
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.07987175331917443,0.08575637626403883,-0.005884622944864401,-0.005124795768060434,0.07250000000000002,0.07799314239050391,0.07822713435778897,-0.00023399196728506044,-0.0051247957680604335
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.08121207210447888,0.08681688636516192,-0.005604814260683058,-0.0049348389738594406,0.07500000000000002,0.0789918955524137,0.07868530510641207,0.00030659044600162,-0.004934838973859441
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08234153975983866,0.08776223727437489,-0.005420697514536235,-0.004767345152153541,0.08000000000000003,0.07971769474376167,0.07898012951492506,0.000737565228836598,-0.004767345152153541
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.0827672742616275,0.08838321625632488,-0.005615941994697379,-0.0046040070615578675,0.07750000000000003,0.07966636651535468,0.07889853987611906,0.000767826639235622,-0.0046040070615578675
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.08372496049101431,0.08925387355683087,-0.005528913065816557,-0.004351023328272989,0.07500000000000002,0.08006025133632826,0.07901042306620858,0.0010498282701196793,-0.004351023328272989
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08531131694392599,0.09039418344137734,-0.005082866497451336,-0.004056550893887098,0.08000000000000003,0.08098029703384249,0.07933125691150526,0.0016490401223372279,-0.004056550893887098
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.08627701093373072,0.09122571811668752,-0.004948707182956785,-0.0037999719929960336,0.08300000000000002,0.08115853285817749,0.07927775746442567,0.0018807753937518101,-0.0037999719929960344
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.08687283110349996,0.09188377556602252,-0.005010944462522565,-0.0035127881955058426,0.08300000000000002,0.0808237206505734,0.07897997806157972,0.0018437425889936687,-0.0035127881955058426
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08757698221322723,0.09259447761130432,-0.005017495398077096,-0.003138249128751661,0.08100000000000003,0.0804280334961322,0.07865837630650611,0.0017696571896260863,-0.0031382491287516613
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08877279716108671,0.09352203582020864,-0.0047492386591219396,-0.0026684375614203022,0.08100000000000003,0.08032403958633805,0.07847104641102659,0.001852993175311457,-0.0026684375614203022
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.090186033008557,0.09452379868582532,-0.004337765677268318,-0.002148237286994896,0.08100000000000003,0.08020113769294496,0.07826873012390871,0.0019324075690362453,-0.002148237286994896
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09185622082829464,0.09560570258069136,-0.0037494817523967133,-0.0016008551894265404,0.08000000000000003,0.08005589000075312,0.0780502285338214,0.002005661466931721,-0.0016008551894265404
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.09401189734253004,0.09685415878714666,-0.002842261444616634,-0.001063698548683997,0.08100000000000003,0.08006605181907188,0.07789424681652711,0.0021718050025447693,-0.001063698548683997
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.09637769685935366,0.09812249149011837,-0.001744794630764726,-0.0006190578247008413,0.09000000000000004,0.07989624305890312,0.07764578656184927,0.0022504564970538547,-0.0006190578247008412
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.09753727810650888,0.09877229080932784,-0.0012350127028189772,-0.0003376236231848734,0.09000000000000005,0.07805919634234007,0.0766574494867972,0.001401746855542868,-0.0003376236231848734
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.09890769230769232,0.09947407407407408,-0.0005663817663817683,-0.00011327635327635089,0.09290000000000008,0.07588814113185645,0.07559004544574098,0.00029809568611546816,-0.00011327635327635089
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.1,0.1,0.0,0.0,0.10000000000000007,0.07279507588310308,0.07420524908140026,-0.001410173198297185,0.0
SSFT,2020-11-12,0.07,0.0725,0.065,0.07,53400,,,,,,0.07000000000000009,0.06784872604366728,0.07214166900791229,-0.004292942964245011,
SSFT,2020-11-11,0.06125,0.06875,0.06,0.0625,12205,,,,,,0.06250000000000007,0.06745758532433405,0.07231300252854528,-0.004855417204211232,
SSFT,2020-11-10,0.0633,0.07,0.0601,0.061979999999999986,13875,,,,,,0.06198000000000008,0.06835896447421295,0.07309804273082889,-0.0047390782566159315,
SSFT,2020-11-09,0.0779,0.0779,0.0633,0.064,20761,,,,,,0.0640000000000001,0.06951877619679712,0.07398748614929519,-0.004468709952498068,
SSFT,2020-11-06,0.07,0.08,0.06,0.08,11000,,,,,,0.0800000000000001,0.07052219005076024,0.0747864850412388,-0.004264294990478562,
SSFT,2020-11-05,0.0605,0.07,0.0605,0.07,16448,,,,,,0.0700000000000001,0.0687989518781712,0.0743694038445379,-0.005570451966366699,
SSFT,2020-11-04,0.0625,0.065,0.06,0.065,15500,,,,,,0.06500000000000011,0.06858057949238415,0.07471895615210092,-0.006138376659716782,
SSFT,2020-11-03,0.06425,0.065,0.062,0.065,46250,,,,,,0.06500000000000011,0.0692315939455449,0.07549647264426901,-0.006264878698724108,
SSFT,2020-11-02,0.063,0.068,0.061,0.068,18313,,,,,,0.06800000000000013,0.0700009746629167,0.07633619045581053,-0.006335215792893825,
SSFT,2020-10-30,0.061,0.068,0.061,0.068,14665,,,,,,0.06800000000000013,0.07036478823799247,0.07700308569227537,-0.006638297454282904,
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,,,,,,0.07000000000000013,0.07079474973580928,0.07772333254765741,-0.006928582811848133,
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,,,,,,0.06250000000000011,0.0709392496877746,0.07834119915147,-0.007401949463695406,
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,,,,,,0.05500000000000009,0.07247365872191544,0.0796084950835876,-0.007134836361672156,
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,,,,,,0.07050000000000012,0.07565068758044552,0.0815771746902746,-0.005926487109829085,
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,,,,,,0.07000000000000013,0.07658717623143561,0.08246334866549658,-0.005876172434060953,
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,,,,,,0.07600000000000012,0.07778484463715117,0.08346041655873629,-0.005675571921585104,
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,,,,,,0.07000000000000013,0.07810936184390595,0.0840572498834352,-0.005947888039529253,
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,,,,,,0.07800000000000012,0.07958379127007066,0.08518182987411002,-0.00559803860403936,
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,,,,,,0.07250000000000012,0.07987175331917443,0.08575637626403883,-0.005884622944864401,
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,,,,,,0.07500000000000014,0.08121207210447888,0.08681688636516192,-0.005604814260683058,
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,,,,,,0.08000000000000014,0.08234153975983866,0.08776223727437489,-0.005420697514536235,
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,,,,,,0.07750000000000014,0.0827672742616275,0.08838321625632488,-0.005615941994697379,
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,,,,,,0.07500000000000014,0.08372496049101431,0.08925387355683087,-0.005528913065816557,
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,,,,,,0.08000000000000014,0.08531131694392599,0.09039418344137734,-0.005082866497451336,
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,,,,,,0.08300000000000014,0.08627701093373072,0.09122571811668752,-0.004948707182956785,
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,,,,,,0.08300000000000014,0.08687283110349996,0.09188377556602252,-0.005010944462522565,
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,,,,,,0.08100000000000014,0.08757698221322723,0.09259447761130432,-0.005017495398077096,
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,,,,,,0.08100000000000014,0.08877279716108671,0.09352203582020864,-0.0047492386591219396,
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,,,,,,0.08100000000000014,0.090186033008557,0.09452379868582532,-0.004337765677268318,
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,,,,,,0.08000000000000014,0.09185622082829464,0.09560570258069136,-0.0037494817523967133,
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,,,,,,0.08100000000000014,0.09401189734253004,0.09685415878714666,-0.002842261444616634,
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,,,,,,0.09000000000000015,0.09637769685935366,0.09812249149011837,-0.001744794630764726,
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,,,,,,0.09000000000000016,0.09753727810650888,0.09877229080932784,-0.0012350127028189772,
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,,,,,,0.09290000000000018,0.09890769230769232,0.09947407407407408,-0.0005663817663817683,
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,,,,,,0.1000000000000002,0.1,0.1,0.0,
