Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA_x,ABUS spanTwelveEMA_x,ABUS spanTwntySixEMA_x,ABUS_x,ABUS_y,ABUS SMA_y,ABUS spanTwelveEMA_y,ABUS spanTwntySixEMA_y,ABUS_x,ABUS_y
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,3.2100000000000004,3.1708695828972084,3.127465462022436,0.04340412087477264,0.028808505684144725,3.2100000000000004,3.1726036793125343,3.1181237670074773,0.054479912305057436,0.028808505684144753
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,3.3015,3.1637549616057914,3.1208626989842307,0.04289226262156065,0.025159601886487862,3.3015,3.1658043482784493,3.1107736683680756,0.055030679910374136,0.025159601886487783
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,3.135,3.1387104091704803,3.1064117149029693,0.032298694267510974,0.020726436702719668,3.135,3.141132411601804,3.095515561837521,0.04561684976428282,0.020726436702719567
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,3.1500000000000004,3.1393850290196585,3.104124652095207,0.035260376924452164,0.01783337231152184,3.1500000000000004,3.142247395529405,3.0923568067845233,0.04989058874488217,0.017833372311521715
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,3.3250000000000006,3.1374550342959604,3.1004546242628237,0.037000410033137136,0.013476621158289369,3.3250000000000006,3.140837831080206,3.087745351327285,0.053092479752921314,0.013476621158289214
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,3.1850000000000005,3.1033559496224985,3.082490994203849,0.02086495541864952,0.007595673939577536,3.1850000000000005,3.107353800367516,3.0687649794334666,0.03858882093404903,0.007595673939577343
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,3.2082,3.0885115768265887,3.0742902737401567,0.014221303086431991,0.0042783535698095385,3.2082,3.093236309525246,3.059466177788144,0.03377013173710175,0.004278353569809297
ABUS,2020-10-05,3.04,3.0687,3.01,3.05,89270,3.0500000000000003,3.066750045340513,3.063577495639369,0.0031725497011443338,0.0017926161906539246,3.0500000000000003,3.072333820348018,3.047567472011196,0.02476634833682212,0.0017926161906536239
ABUS,2020-10-02,3.0,3.13,2.97,3.07,218066,3.0700000000000003,3.0697955081296984,3.06466369529052,0.005131812839179073,0.0014476328130313227,3.0700000000000003,3.0763945149567484,3.0473728697720914,0.029021645184657,0.0014476328130310573
ABUS,2020-10-01,3.17,3.17,3.07,3.0984,99849,3.0984000000000003,3.0697583277896427,3.0642367909137613,0.00552153687588275,0.0005265878064944963,3.0984000000000003,3.077557154039793,3.0455626993538587,0.031994454685934766,0.0005265878064942754
ABUS,2020-09-30,3.17,3.2,3.12,3.141,97948,3.141,3.0645507510241243,3.061503734186862,0.003047016837262273,-0.0007221494608525669,3.141,3.0737675456833924,3.0413357153021674,0.03243183038122455,-0.0007221494608525101
ABUS,2020-09-29,3.01,3.07,2.95,3.05,83929,3.05,3.0506508875739646,3.055144032921811,-0.004493145347845839,-0.001664441035381277,3.05,3.0615434630803726,3.0333625725263405,0.028180890554032167,-0.0016644410353812058
ABUS,2020-09-28,3.12,3.13,2.99,3.0,119404,3.0,3.050769230769231,3.055555555555556,-0.004786324786324681,-0.0009572649572650248,3.0,3.0636422745495318,3.032031578328448,0.03161069622108359,-0.0009572649572649361
ABUS,2020-09-25,2.93,3.09,2.93,3.06,175143,3.0600000000000005,3.06,3.06,0.0,0.0,3.0600000000000005,3.0752135971949004,3.034594104594724,0.040619492600177054,0.0
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,,,,,,3.52,3.077979705775792,3.032561632962301,0.045418072813490085,
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,,,,,,3.275,2.9976123795532077,2.9935665635992863,0.004045815953922283,
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,,,,,,3.1600000000000006,2.9471782667447006,2.9710518886872284,-0.023873621942528175,
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,,,,,,2.9910000000000005,2.908483406152828,2.955936039782207,-0.04745263362937946,
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,,,,,,2.8150000000000013,2.8934803890897056,2.9531309229647835,-0.05965053387507791,
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,,,,,,2.9500000000000006,2.9077495507423787,2.9641813968019664,-0.056431846059587176,
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,,,,,,2.95,2.9000676508773573,2.9653159085461236,-0.06524825766876717,
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,,,,,,2.795,2.890989041945967,2.9665411812298137,-0.07555213928384719,
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,,,,,,2.8,2.9084415950270515,2.980264475728199,-0.07182288070114763,
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,,,,,,2.875,2.9281582486683333,2.994685633786455,-0.06652738511812163,
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,,,,,,2.87,2.9378233847898483,3.004260484489372,-0.06643709969952337,
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,,,,,,2.83,2.950154909297093,3.0150013232485215,-0.06484641395142797,
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,,,,,,2.87,2.9720012564420197,3.0298014291084026,-0.05780017266638327,
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,,,,,,2.905,2.990546939431477,3.0425855434370748,-0.052038604005597566,
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,,,,,,2.8300000000000005,3.0061009284190185,3.053592386912041,-0.04749145849302261,
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,,,,,,2.870000000000001,3.0381192790406586,3.071479777865004,-0.033360498824345435,
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,,,,,,2.8500000000000005,3.0686864206844144,3.0875981600942044,-0.018911739409789963,
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,,,,,,2.9600000000000004,3.1084475880815803,3.1066060129017408,0.0018415751798395164,
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,,,,,,3.035000000000001,3.1354380586418684,3.1183344939338804,0.017103564707987573,
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,,,,,,3.115000000000001,3.1536995238494807,3.1250012534485907,0.028698270400890014,
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,,,,,,3.1050000000000004,3.160735800913023,3.1258013537244778,0.034934447188545104,
ABUS,2020-10-14,3.22,3.32,3.2,3.21,134358,,,,,,3.2100000000000004,3.1708695828972084,3.1274654620224362,0.04340412087477264,
ABUS,2020-10-13,3.16,3.31,3.16,3.3015,203882,,,,,,3.3015,3.1637549616057914,3.1208626989842307,0.04289226262156065,
ABUS,2020-10-12,3.16,3.21,3.1,3.135,117809,,,,,,3.135,3.1387104091704803,3.1064117149029693,0.032298694267510974,
ABUS,2020-10-09,3.16,3.23,3.12,3.15,104990,,,,,,3.1500000000000004,3.1393850290196585,3.104124652095207,0.035260376924452164,
ABUS,2020-10-08,3.39,3.44,3.27,3.325,279502,,,,,,3.3250000000000006,3.1374550342959604,3.1004546242628237,0.037000410033137136,
ABUS,2020-10-07,3.1,3.22,3.09,3.185,117275,,,,,,3.1850000000000005,3.1033559496224985,3.082490994203849,0.02086495541864952,
ABUS,2020-10-06,3.26,3.3,3.16,3.2082,183186,,,,,,3.2082,3.0885115768265887,3.0742902737401567,0.014221303086431991,
ABUS,2020-10-05,3.04,3.0687,3.01,3.05,89270,,,,,,3.0500000000000003,3.0667500453405134,3.063577495639369,0.0031725497011443338,
ABUS,2020-10-02,3.0,3.13,2.97,3.07,218066,,,,,,3.0700000000000003,3.0697955081296984,3.0646636952905197,0.005131812839179073,
ABUS,2020-10-01,3.17,3.17,3.07,3.0984,99849,,,,,,3.0984000000000003,3.069758327789644,3.0642367909137613,0.00552153687588275,
ABUS,2020-09-30,3.17,3.2,3.12,3.141,97948,,,,,,3.141,3.0645507510241243,3.061503734186862,0.003047016837262273,
ABUS,2020-09-29,3.01,3.07,2.95,3.05,83929,,,,,,3.05,3.0506508875739646,3.055144032921811,-0.004493145347845839,
ABUS,2020-09-28,3.12,3.13,2.99,3.0,119404,,,,,,3.0,3.050769230769231,3.0555555555555562,-0.004786324786324681,
ABUS,2020-09-25,2.93,3.09,2.93,3.06,175143,,,,,,3.0600000000000005,3.06,3.06,0.0,
