Symbol,Date,Open,High,Low,Close,Volume,ABUS SMA_x,ABUS spanTwelveEMA_x,ABUS spanTwntySixEMA_x,ABUS_x,ABUS_y,ABUS SMA_y,ABUS spanTwelveEMA_y,ABUS spanTwntySixEMA_y,ABUS_x,ABUS_y
ABUS,2020-11-12,3.62,3.75,3.46,3.52,692777,3.52,3.077979705775792,3.0325616329623015,0.045418072813490085,-0.02172190597973199,3.52,3.0780316466470645,3.030705851555288,0.047325795091777145,-0.02172190597973201
ABUS,2020-11-11,3.27,3.2899,3.23,3.275,123294,3.275,2.997612379553208,2.9935665635992863,0.004045815953922283,-0.038506900678037734,3.275,2.9976737642192592,2.9915623196797108,0.006111444539548039,-0.038506900678037644
ABUS,2020-11-10,3.3,3.3099,3.135,3.16,322284,3.1600000000000006,2.9471782667447006,2.9710518886872284,-0.023873621942528168,-0.04914507983602751,3.1600000000000006,2.9472508122591234,2.968887305254088,-0.02163649299496395,-0.04914507983602751
ABUS,2020-11-09,2.98,3.045,2.9,2.991,391577,2.9910000000000005,2.908483406152828,2.955936039782207,-0.04745263362937946,-0.055462944309402434,2.9910000000000005,2.908569141760782,2.953598289674414,-0.045029147913632,-0.05546294430940245
ABUS,2020-11-06,2.84,2.8648,2.79,2.815,152174,2.8150000000000013,2.8934803890897056,2.9531309229647835,-0.05965053387507791,-0.0574655219794083,2.8150000000000013,2.893581712990016,2.9506061528483682,-0.05702443985835215,-0.0574655219794083
ABUS,2020-11-05,2.87,3.05,2.87,2.95,203672,2.9500000000000006,2.9077495507423787,2.9641813968019664,-0.056431846059587176,-0.05691926900549089,2.9500000000000006,2.907869297170018,2.9614546450762367,-0.053585347906218495,-0.0569192690054909
ABUS,2020-11-04,2.9,2.97,2.87,2.95,164611,2.95,2.9000676508773573,2.965315908546124,-0.06524825766876717,-0.0570411247419667,2.95,2.9002091693827485,2.9623710166823365,-0.06216184729958753,-0.057041124741966716
ABUS,2020-11-03,2.76,2.81,2.76,2.795,46357,2.795,2.890989041945967,2.9665411812298137,-0.07555213928384719,-0.0549893415102668,2.795,2.8911562910887034,2.963360698016924,-0.07220440692822061,-0.0549893415102667
ABUS,2020-11-02,2.84,2.85,2.78,2.8,86410,2.8,2.9084415950270515,2.980264475728199,-0.07182288070114763,-0.04984864206687181,2.8,2.9086392531048304,2.9768295538582774,-0.06819030075344701,-0.04984864206687168
ABUS,2020-10-30,2.92,2.94,2.84,2.875,49405,2.875,2.9281582486683333,2.994685633786455,-0.06652738511812163,-0.04435508240830285,2.875,2.928391844578436,2.9909759181669404,-0.06258407358850437,-0.04435508240830269
ABUS,2020-10-29,2.92,2.95,2.86,2.87,83384,2.87,2.9378233847898483,3.0042604844893717,-0.06643709969952337,-0.03881200673084816,2.87,2.938099452683605,3.0002539916202955,-0.062154538936689985,-0.03881200673084795
ABUS,2020-10-28,2.85,2.935,2.78,2.83,157609,2.83,2.950154909297093,3.015001323248521,-0.06484641395142797,-0.031905733488679235,2.83,2.950481171353352,3.0106743109499194,-0.060193139596567136,-0.03190573348867908
ABUS,2020-10-27,2.82,2.89,2.78,2.87,71293,2.87,2.97200125644202,3.0298014291084026,-0.05780017266638327,-0.02367056337299195,2.87,2.972386838872143,3.025128255825913,-0.05274141695376988,-0.02367056337299185
ABUS,2020-10-26,2.85,2.9210000000000003,2.84,2.905,41148,2.905,2.990546939431477,3.0425855434370748,-0.052038604005597566,-0.015138161049644225,2.905,2.9910026277579878,3.0375385162919857,-0.04653588853399837,-0.01513816104964422
ABUS,2020-10-23,2.88,2.9,2.81,2.83,123890,2.8300000000000005,3.0061009284190185,3.053592386912041,-0.04749145849302261,-0.0059130503106558895,2.8300000000000005,3.0066394691685305,3.0481415975953436,-0.04150212842681356,-0.005913050310655884
ABUS,2020-10-22,2.79,2.8924,2.7899,2.87,130482,2.870000000000001,3.0381192790406586,3.071479777865004,-0.033360498824345435,0.0044815517349357905,2.870000000000001,3.038755736290082,3.0655929254029712,-0.026837189112889348,0.0044815517349357965
ABUS,2020-10-21,2.89,2.92,2.84,2.85,117322,2.8500000000000005,3.0686864206844144,3.0875981600942044,-0.018911739409789963,0.0139420643747561,2.8500000000000005,3.0694385974337326,3.081240359435209,-0.011801762001475868,0.013942064374756107
ABUS,2020-10-20,3.02,3.05,2.96,2.96,81381,2.9600000000000004,3.1084475880815803,3.1066060129017408,0.0018415751798395164,0.022155515320892608,2.9600000000000004,3.109336524239866,3.0997395881900256,0.009596936049840464,0.022155515320892622
ABUS,2020-10-19,3.08,3.1,3.02,3.035,150340,3.035000000000001,3.1354380586418684,3.1183344939338804,0.017103564707987573,0.027234000356155887,3.035000000000001,3.1364886195562054,3.110918755245228,0.025569864310977408,0.027234000356155898
ABUS,2020-10-16,3.08,3.13,3.08,3.115,59693,3.115000000000001,3.1536995238494807,3.1250012534485907,0.028698270400890014,0.02976660926819785,3.115000000000001,3.154941095839152,3.1169922556648464,0.03794884017430533,0.029766609268197866
ABUS,2020-10-15,3.1,3.134,3.04,3.105,119125,3.1050000000000004,3.160735800913023,3.1258013537244778,0.034934447188545104,0.030033693985024805,3.1050000000000004,3.1622031132644524,3.1171516361180336,0.04505147714641833,0.030033693985024826
