Symbol,Date,Open,High,Low,Close,Volume,DNN SMA_x,DNN spanTwelveEMA_x,DNN spanTwntySixEMA_x,DNN_x,DNN_y,DNN SMA_y,DNN spanTwelveEMA_y,DNN spanTwntySixEMA_y,DNN_x,DNN_y
DNN,2020-11-12,0.3738,0.3738,0.3572,0.3615,81582,0.3615,0.35047109026228035,0.3537903339601961,-0.003319243697915641,-0.00907764717854606,0.3615,0.3503366747083597,0.3508678679573987,-0.0005311932490390525,-0.00907764717854606
DNN,2020-11-11,0.375,0.3799,0.3662,0.3674,90546,0.3674,0.3484658339463313,0.3531735606770117,-0.004707726730680317,-0.010517248048703636,0.3674,0.3483069792007887,0.3500172973939906,-0.001710318193201943,-0.010517248048703636
DNN,2020-11-10,0.35,0.3586,0.34700000000000003,0.358599,135275,0.3585990000000001,0.3450232583002098,0.3520354455311726,-0.0070121872309628075,-0.01196962837820944,0.3585990000000001,0.3448355208736593,0.3486266811855099,-0.003791160311850561,-0.011969628378209439
DNN,2020-11-09,0.35,0.3597,0.35,0.3596,149534,0.35960000000000003,0.34255494162752065,0.3515103611736664,-0.00895541954614576,-0.013208988665021095,0.35960000000000003,0.3423330701234156,0.34782889568035064,-0.005495825556935063,-0.013208988665021097
DNN,2020-11-06,0.35,0.35,0.34,0.3468,127564,0.34680000000000005,0.3394558401052517,0.3508631900675597,-0.011407349962308022,-0.014272380944739932,0.34680000000000005,0.33919362832767297,0.34688720733477874,-0.0076935790071057655,-0.01427238094473993
DNN,2020-11-05,0.334,0.34,0.33,0.3395,116943,0.3395000000000001,0.3381205383062066,0.3511882452729645,-0.013067706966757908,-0.014988638690347906,0.3395000000000001,0.33781065165997715,0.3468941839215611,-0.009083532261583926,-0.014988638690347906
DNN,2020-11-04,0.345,0.345,0.3323,0.333,125587,0.3330000000000001,0.3378697270891532,0.35212330489480165,-0.014253577805648452,-0.015468871621245403,0.3330000000000001,0.3375034974163366,0.34748571863528593,-0.009982221218949316,-0.015468871621245404
DNN,2020-11-03,0.34,0.3405,0.3397,0.33975,29639,0.3397500000000001,0.3387551320144537,0.3536531692863858,-0.014898037271932063,-0.01577269507514464,0.33975000000000005,0.33832231512839783,0.3486445761261088,-0.010322260997710941,-0.01577269507514464
DNN,2020-11-02,0.34,0.3499,0.34,0.3419,145418,0.3419000000000001,0.3385742469261725,0.35476542282929663,-0.016191175903124078,-0.015991359525947768,0.3419000000000001,0.3380627360608338,0.3493561422161975,-0.011293406155363672,-0.01599135952594777
DNN,2020-10-30,0.3227,0.3295,0.3227,0.3295,116110,0.3295000000000001,0.33796956454911303,0.3557946566556404,-0.017825092106527333,-0.01594140543165368,0.3295000000000001,0.3373650517082582,0.3499526335934933,-0.012587581885235066,-0.01594140543165368
DNN,2020-10-29,0.316,0.32,0.3103,0.319,28326,0.3190000000000001,0.3395094853762245,0.35789822918809155,-0.01838874381186706,-0.015470483762935253,0.3190000000000001,0.33879506110975965,0.3515888442809727,-0.012793783171213048,-0.015470483762935252
DNN,2020-10-28,0.3315,0.3315,0.3202,0.322848,159784,0.3228480000000001,0.34323848271735624,0.3610100875231389,-0.01777160480578266,-0.0147409187507023,0.3228480000000001,0.34239416312971593,0.3541959518234505,-0.011801788693734605,-0.014740918750702298
DNN,2020-10-27,0.32,0.3249,0.32,0.321201,93755,0.3212010000000001,0.34694584321142097,0.3640630545249901,-0.01711721131356908,-0.013983247236932207,0.3212010000000001,0.3459480109714825,0.35670378796932656,-0.01075577699784408,-0.013983247236932205
DNN,2020-10-26,0.33,0.3354,0.325,0.327,344610,0.327,0.3516267237953157,0.3674920188869893,-0.015865295091673504,-0.013199756217772977,0.327,0.35044746751175204,0.3595440110068727,-0.009096543495120624,-0.013199756217772973
DNN,2020-10-23,0.3497,0.3497,0.343,0.3476,53481,0.3476000000000001,0.3561043099399185,0.3707313803979484,-0.014627070458029856,-0.012533371499297816,0.3476000000000001,0.35471064342297964,0.3621475318874225,-0.007436888464442849,-0.012533371499297811
DNN,2020-10-22,0.3496,0.3539,0.342,0.349,131735,0.3490000000000001,0.3576505481108128,0.37258189082978427,-0.014931342718971454,-0.01200994675961479,0.3490000000000001,0.3560034876817032,0.3633113344384163,-0.007307846756713088,-0.012009946759614785
DNN,2020-10-21,0.35700000000000004,0.35700000000000004,0.35,0.3537,78456,0.3537000000000001,0.3592233750400515,0.37446844209616703,-0.01524506705611556,-0.011279597769775624,0.3537000000000001,0.3572768490783765,0.3644562411934896,-0.007179392115113092,-0.011279597769775617
DNN,2020-10-20,0.3481,0.3499,0.345,0.3451,55860,0.3451000000000001,0.3602276250473335,0.3761299174638604,-0.015902292416526853,-0.010288230448190638,0.3451000000000001,0.3579271852744449,0.3653167404889687,-0.007389555214523834,-0.01028823044819063
DNN,2020-10-19,0.35,0.3543,0.34051,0.34544899999999995,404201,0.3454490000000001,0.3629781023286669,0.3786123108609692,-0.015634208532302296,-0.008884714956106583,0.3454490000000001,0.3602594007788894,0.3669340797280862,-0.006674678949196822,-0.008884714956106573
DNN,2020-10-16,0.3411,0.349,0.3318,0.3378,567794,0.33780000000000004,0.36616521184297,0.3812653757298468,-0.015100163886876737,-0.007197341562057653,0.33780000000000004,0.3629522009205057,0.3686528861063332,-0.005700685185827503,-0.007197341562057641
DNN,2020-10-15,0.35,0.35,0.34,0.34105,708753,0.3410500000000001,0.3713225230871464,0.3847426057882345,-0.013420082701088076,-0.0052216359808528534,0.3410500000000001,0.3675253283605977,0.3711211169948399,-0.003595788634242203,-0.005221635980852853
DNN,2020-10-14,0.3425,0.344,0.3356,0.33689,690001,0.3368900000000001,0.3768266181939003,0.3882380142512932,-0.011411396057392886,-0.0031720243007940475,0.3368900000000001,0.3723390244261609,0.37352680635442703,-0.001187781928266185,-0.003172024300794046
DNN,2020-10-13,0.35,0.3517,0.3411,0.3418,392455,0.3418,0.3840878215018822,0.3923458553913967,-0.00825803388951446,-0.0011121813616443376,0.3418,0.3787843015945537,0.3764577508627812,0.002326550731772459,-0.0011121813616443363
DNN,2020-10-12,0.3551,0.3595,0.35,0.35,741517,0.35,0.3917765163204062,0.3963895238227084,-0.004613007502302147,0.0006742817703232067,0.35,0.38550872006629067,0.3792303709318037,0.006278349134486938,0.0006742817703232089
DNN,2020-10-09,0.3701,0.3771,0.37005,0.372401,639472,0.3724010000000001,0.39937224656048,0.400100685728525,-0.000728439168044992,0.001996104088479559,0.372401,0.3919648509874344,0.3815688006063481,0.010396050381086321,0.0019961040884795616
DNN,2020-10-08,0.38,0.3898,0.36,0.3787,4499253,0.3787,0.4042761095714764,0.40231666058680704,0.0019594489846693213,0.0026772399026106968,0.3787,0.3955219148033316,0.3823022246548559,0.01321969014847568,0.0026772399026107003
