Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA_x,RUBY spanTwelveEMA_x,RUBY spanTwntySixEMA_x,RUBY_x,RUBY_y,RUBY SMA_y,RUBY spanTwelveEMA_y,RUBY spanTwntySixEMA_y,RUBY_x,RUBY_y
RUBY,2020-11-12,4.7,4.815,4.5985,4.5985,3093,4.5985,4.712012696473834,4.788800890173857,-0.07678819370002188,-0.08513691235919696,4.5985,4.7119896222639746,4.793454206918076,-0.08146458465410067,-0.08513691235919678
RUBY,2020-11-11,4.8,4.82,4.755,4.82,2676,4.82,4.732651368559985,4.8040249613877615,-0.07137359282777922,-0.08722409202399051,4.82,4.732624099039244,4.809050543471524,-0.07642644443227997,-0.08722409202399029
RUBY,2020-11-10,4.76,4.81,4.64,4.64,17730,4.6400000000000015,4.716769799207254,4.802746958298784,-0.08597715909152903,-0.09118671682304356,4.6400000000000015,4.716737571591834,4.808174586949244,-0.09143701535741132,-0.0911867168230437
RUBY,2020-11-09,5.07,5.2373,4.7401,4.9401,42346,4.940100000000002,4.730727944517666,4.815766714962686,-0.0850387704450215,-0.09248910625592197,4.940100000000002,4.730689857335801,4.821628553905184,-0.09093869656938124,-0.09248910625592215
RUBY,2020-11-06,4.57,4.619,4.51,4.619,1337,4.6190000000000015,4.692660298066333,4.805820052159702,-0.11315975409336955,-0.09435169020864727,4.6190000000000015,4.692615285942312,4.8121508382175975,-0.11953555227528677,-0.09435169020864752
RUBY,2020-11-05,4.82,4.89,4.64,4.64,3813,4.6400000000000015,4.706053079532938,4.820765656332479,-0.1147125767995405,-0.08964967423746671,4.6400000000000015,4.70599988338637,4.827602905275007,-0.12160302188863792,-0.08964967423746702
RUBY,2020-11-04,4.91,5.17,4.77,4.89,62702,4.8900000000000015,4.718062730357108,4.8352269088390765,-0.1171641784819677,-0.08338394859694825,4.8900000000000015,4.717999862183891,4.842611137697007,-0.12461127551311613,-0.08338394859694864
RUBY,2020-11-03,4.73,4.83,4.61,4.78,16497,4.780000000000002,4.6868014086038565,4.830845061546203,-0.14404365294234722,-0.07493889112569316,4.780000000000002,4.686727109853688,4.838820028712768,-0.15209291885907916,-0.07493889112569364
RUBY,2020-11-02,4.33,4.33,4.2432,4.32,3546,4.320000000000001,4.669856210168193,4.834912666469903,-0.1650564563017065,-0.05766270067152985,4.320000000000001,4.669768402554361,4.843525631009791,-0.17375722845542985,-0.05766270067153047
RUBY,2020-10-30,4.35,4.405,4.2,4.23,20791,4.23,4.733466430198773,4.876105679787491,-0.14263924958871674,-0.030814261763985464,4.23,4.7333626575642445,4.885407681490573,-0.15204502392632954,-0.030814261763985558
RUBY,2020-10-29,4.63,4.63,4.52,4.56,6523,4.559999999999999,4.8250057811440055,4.92779413417049,-0.10278835302648393,-0.0028580148078024177,4.559999999999999,4.824883140757742,4.937840296009818,-0.11295715525207672,-0.00285801480780231
RUBY,2020-10-28,4.61,4.78,4.5,4.665,12862,4.664999999999998,4.873188650442916,4.957217664904129,-0.0840290144612128,0.022124569746868186,4.664999999999998,4.873043711804604,4.968067519690604,-0.09502380788600018,0.022124569746868317
RUBY,2020-10-27,4.57,4.5792,4.5,4.54,52758,4.539999999999998,4.911041132341628,4.980595078096459,-0.06955394575483087,0.04866296579888843,4.539999999999998,4.910869841223622,4.992312921265852,-0.08144308004222989,0.0486629657988886
RUBY,2020-10-26,4.51,4.665,4.51,4.555,9182,4.554999999999999,4.978503156403742,5.015842684344176,-0.03733952794043383,0.07821719368731825,4.554999999999999,4.978300721446098,5.028497954967121,-0.0501972335210219,0.07821719368731846
