Symbol,Date,Open,High,Low,Close,Volume,KERN SMA_x,KERN spanTwelveEMA_x,KERN spanTwntySixEMA_x,KERN_x,KERN_y,KERN SMA_y,KERN spanTwelveEMA_y,KERN spanTwntySixEMA_y,KERN_x,KERN_y
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1,3.215336121725936,3.3611681054438733,-0.14583198371793715,-0.2200479535280717,3.1,3.2138493293065324,3.3362223289226067,-0.12237299961607427,-0.2200479535280716
KERN,2020-11-11,3.5,3.5,3.17,3.2236,464630,3.2236,3.2363063256761064,3.3820615538793835,-0.14575522820327702,-0.2386019459806053,3.2236,3.234549207362265,3.3551201152364154,-0.12057090787414948,-0.23860194598060522
KERN,2020-11-10,3.72,4.19,3.65,4.0456,690836,4.0456,3.2386165667081266,3.3947384781897343,-0.15612191148160814,-0.26181362542493736,4.0456,3.2365399723372232,3.3656417244553283,-0.12910175211810548,-0.26181362542493725
KERN,2020-11-09,4.76,4.86,3.8,3.87,1513545,3.87,3.0918923061096035,3.342669556444913,-0.2507772503353092,-0.2882365539107697,3.87,3.0894381491258085,3.3112450624117544,-0.22180691328594548,-0.28823655391076963
KERN,2020-11-06,3.42,3.64,3.25,3.34,1442262,3.34,2.9504181799477136,3.3004831209605063,-0.35006494101279273,-0.29760137980463475,3.34,2.9475178126032286,3.2665446674046947,-0.3190268548014661,-0.29760137980463464
KERN,2020-11-05,2.6,2.75,2.52,2.68,192660,2.68,2.8795851217563886,3.2973217706373465,-0.4177366488809584,-0.2844854895025952,2.68,2.876157414894725,3.2606682407970697,-0.3845108259023453,-0.2844854895025951
KERN,2020-11-04,2.4,2.4,2.28,2.3,29746,2.2999999999999994,2.915873325712096,3.3467075122883347,-0.4308341865762389,-0.2511726996580045,2.2999999999999994,2.9118223994210384,3.307121700060837,-0.3952993006397976,-0.2511726996580044
KERN,2020-11-03,2.52,2.53,2.42,2.4383,89917,2.438299999999999,3.0278502940233865,3.4304441132714016,-0.4025938192480152,-0.20625732792844584,2.438299999999999,3.0230628356794087,3.3876914360657024,-0.36462860038629374,-0.2062573279284457
KERN,2020-11-02,2.38,2.4192,2.335,2.39,30468,2.3899999999999992,3.1350412565730923,3.509815642333113,-0.3747743857600208,-0.15717320509855348,2.3899999999999992,3.129383351257483,3.4636427509509584,-0.3342593996934755,-0.15717320509855331
KERN,2020-10-30,2.35,2.44,2.35,2.42,31141,2.4199999999999986,3.2705033032227457,3.5994008937197624,-0.3288975904970166,-0.10277290993318652,2.4199999999999986,3.2638166878497525,3.549534171027035,-0.2857174831772826,-0.10277290993318647
KERN,2020-10-29,2.3,2.38,2.28,2.3569,75712,2.3568999999999987,3.425140267445064,3.6937529652173433,-0.26861269777228003,-0.04624173979222898,2.3568999999999987,3.417237903822435,3.6398969047091976,-0.2226590008867624,-0.04624173979222891
KERN,2020-10-28,2.35,2.39,2.17,2.245,765612,2.2449999999999988,3.619365770616893,3.800701202434732,-0.18133543181783773,0.00935099970278367,2.2449999999999988,3.610026613608333,3.7425366570859335,-0.13251004347760098,0.009350999702783643
KERN,2020-10-27,3.43,3.4504,3.22,3.29,110937,3.2899999999999983,3.869250456183601,3.9251572986295087,-0.05590684244590794,0.057022607582939235,3.2899999999999983,3.858213270628029,3.8623395896528083,-0.0041263190247784465,0.05702260758293931
KERN,2020-10-26,3.77,3.8,3.7,3.77,8074,3.769999999999999,3.9745687209442564,3.9759698825198697,-0.0014011615756133187,0.08525497009015093,3.7699999999999987,3.9615247743785797,3.9081267568250326,0.05339801755354756,0.08525497009015101
KERN,2020-10-23,3.72,3.7458,3.67,3.69,13495,3.6899999999999986,4.011763033843212,3.99244747312146,0.01931556072175233,0.1069190030065921,3.689999999999999,3.9963474606292313,3.919176897371036,0.07717056325819582,0.1069190030065921
KERN,2020-10-22,3.69,3.71,3.6,3.71,7173,3.709999999999999,4.070265403632887,4.016643270971176,0.053622132661710786,0.12881986357780215,3.7099999999999986,4.052046998925455,3.9375110491607184,0.11453594976473667,0.12881986357780215
KERN,2020-10-21,3.72,3.78,3.52,3.5573,24887,3.557299999999999,4.135768204293412,4.04117473264887,0.0945934716445418,0.14761929630682502,3.557299999999999,4.114237362366447,3.955711933093576,0.1585254292728715,0.147619296306825
KERN,2020-10-20,4.06,4.1,3.8111,3.8301,108026,3.8301,4.240944241437669,4.07988471126078,0.1610595301768889,0.16087575247239574,3.8301,4.215498700978529,3.9875848877410616,0.2279138132374672,0.16087575247239577
KERN,2020-10-19,4.42,4.45,4.3701,4.44,10365,4.44,4.315643194426336,4.099867488161642,0.21577570626469367,0.1608298080462725,4.44,4.285571192065533,4.000183678760346,0.2853875133051877,0.1608298080462725
KERN,2020-10-16,4.47,4.58,4.47,4.5145,10401,4.514499999999999,4.293032866140217,4.072656887214573,0.22037597892564165,0.1470933334916672,4.514499999999999,4.257493226986541,3.9649983730611735,0.2924948539253669,0.14709333349166723
KERN,2020-10-15,4.51,4.53,4.42,4.49,12231,4.49,4.252766114529345,4.03730943819174,0.21545667633760512,0.12877267213317312,4.49,4.210764722802277,3.9210382429060684,0.28972647989620803,0.12877267213317317
KERN,2020-10-14,4.83,4.89,4.8,4.8,11490,4.799999999999999,4.209632680807408,4.00109419324708,0.208538487560328,0.10710167108206513,4.799999999999999,4.159994672402689,3.875521302338553,0.284473370064136,0.10710167108206517
KERN,2020-10-13,4.7,4.74,4.5005,4.565,28856,4.564999999999999,4.102293168226936,3.9371817287068462,0.16511143952008964,0.0817424669624994,4.564999999999999,4.043630067384996,3.8015630065256376,0.24206706085935806,0.08174246696249945
KERN,2020-10-12,4.53,4.6,4.26,4.3573,37681,4.3573,4.018164653359106,3.8869562670033937,0.1312083863557123,0.06090022382310184,4.3573,3.948835534182267,3.740488047047688,0.20834748713457876,0.06090022382310189
