Symbol,Date,Open,High,Low,Close,Volume,SFET SMA_x,SFET spanTwelveEMA_x,SFET spanTwntySixEMA_x,SFET_x,SFET_y,SFET SMA_y,SFET spanTwelveEMA_y,SFET spanTwntySixEMA_y,SFET_x,SFET_y
SFET,2020-11-12,0.98,1.0,0.9797,0.9837,7910,0.9837,0.9815244459150894,0.9960482310780974,-0.014523785163008009,-0.012741250184262145,0.9837,0.9816299599633876,0.9995008548426796,-0.017870894879291832,-0.012741250184262162
SFET,2020-11-11,0.9851,1.0,0.97,0.97,5221,0.97,0.9811288906269238,0.9970360895643452,-0.01590719893742143,-0.01229561643957568,0.97,0.98125358904764,1.0007649232300941,-0.019511334182453988,-0.012295616439575701
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,0.9851,0.9831523252863644,0.9991989767294928,-0.016046651443128338,-0.011392720815114242,0.9851,0.9832996961472108,1.0032261170885013,-0.01992642094129049,-0.011392720815114268
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.9827982026111579,1.0003268948678523,-0.017528692256694182,-0.01022923815811072,0.9937,0.9829723681739764,1.0046762064555814,-0.021703838281605048,-0.010229238158110752
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.9808160576313688,1.0008570464572806,-0.02004098882591176,-0.008404374633464825,1.0,0.981021889660154,1.005554302972028,-0.024532413311874057,-0.008404374633464839
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.9773280681097994,1.0009256101738628,-0.023597542064063608,-0.005495221085353088,0.9300000000000002,0.9775713241438182,1.0059986472097904,-0.028427323065972177,-0.005495221085353106
SFET,2020-11-04,0.94,0.9497,0.92051,0.921,10944,0.921,0.9859331714024904,1.006599658987772,-0.020666487585281668,-0.0009696408406755118,0.9210000000000002,0.9862206558063306,1.0120785389865736,-0.02585788318024307,-0.0009696408406755339
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,0.941224,0.9977392025665794,1.0134476317067938,-0.01570842914021431,0.003954570845475999,0.941224,0.9980789568620272,1.0193648221054994,-0.021285865243472316,0.0039545708454759715
SFET,2020-11-02,0.9221,0.96,0.9221,0.944,15330,0.944,1.0080146939423211,1.0192255222433373,-0.011210828301016162,0.008870320841898576,0.9440000000000001,1.008416221746032,1.025616087873939,-0.01719986612790736,0.008870320841898541
SFET,2020-10-30,0.9755,0.9777,0.94,0.96,8633,0.96,1.0196537292045609,1.0252435640228044,-0.005589834818243046,0.01389060812762726,0.96,1.0201282620634924,1.0321453749038545,-0.01201711284036211,0.013890608127627217
SFET,2020-10-29,0.97,0.98,0.952,0.952,10423,0.9520000000000001,1.0304998617872088,1.0304630491446287,3.681264258004191e-05,0.01876071886409489,0.952,1.0310606733477636,1.0379170048961628,-0.006856331548399375,0.018760718864094892
SFET,2020-10-28,0.9909,1.0,0.97,0.9998,39927,0.9998,1.0447725639303376,1.0367400930761992,0.008032470854138607,0.023441695419473604,0.9998,1.0454353412291753,1.044790365287856,0.0006449759413191812,0.023441695419473604
SFET,2020-10-27,1.02,1.02,1.0057,1.0066,12391,1.0065999999999995,1.0529493937358536,1.0396953005222949,0.013254093213558749,0.02729400156080741,1.0066000000000002,1.0537326759981165,1.0483895945108843,0.005343081487231728,0.027294001560807406
SFET,2020-10-26,1.0,1.0,0.99,0.999799,15688,0.9997989999999995,1.0613765562332815,1.0423429245640785,0.019033631669203008,0.03080397864761957,0.999799,1.0623022534523192,1.0517327620717551,0.010569491380564068,0.03080397864761957
SFET,2020-10-23,1.07,1.0738,1.04,1.05,87879,1.0499999999999998,1.0725724755484236,1.0457464385292048,0.02682603701921881,0.033746565392223704,1.0500000000000005,1.0736664813527408,1.0558874630374957,0.01777901831524531,0.033746565392223704
SFET,2020-10-22,1.06,1.0694,1.055,1.06,47787,1.0599999999999998,1.0766765620117733,1.0454061536115409,0.031270408400232215,0.035476697485474926,1.0600000000000005,1.07796947796233,1.0563584600804952,0.021611017881834726,0.035476697485474926
SFET,2020-10-21,1.06,1.08,1.06,1.08,12760,1.0799999999999996,1.079708664195732,1.0442386459004644,0.035470018295267636,0.036528269756785546,1.0800000000000003,1.0812366557736626,1.0560671368869348,0.025169518886727804,0.036528269756785546
SFET,2020-10-20,1.08,1.0895,1.06,1.06,35552,1.0599999999999996,1.0796556940495017,1.0413777375725015,0.03827795647700016,0.03679283262216502,1.0600000000000005,1.0814615022779648,1.0541525078378895,0.027308994440075285,0.03679283262216502
SFET,2020-10-19,1.1,1.12,1.08,1.11,32417,1.11,1.0832294566039566,1.0398879565783017,0.04334150002565496,0.03642155165845623,1.1100000000000008,1.0853635936012311,1.0536847084649208,0.031678885136310335,0.03642155165845623
SFET,2020-10-16,1.11,1.12,1.09,1.1,29168,1.1,1.0783620850774032,1.0342789931045655,0.04408309197283744,0.03469156456665655,1.1000000000000008,1.0808842469832731,1.0491794851421143,0.03170476184115878,0.03469156456665655
SFET,2020-10-15,1.12,1.16,1.08,1.1212,151826,1.1211999999999995,1.07442791872784,1.0290213125529308,0.04540660617490898,0.032343682715111274,1.1212000000000004,1.0774086555256863,1.0451138439534835,0.03229481157220282,0.032343682715111274
SFET,2020-10-14,1.23,1.24,1.15,1.21,947598,1.2099999999999995,1.0659239039510835,1.0216470175571657,0.04427688639391825,0.029077951850161793,1.2100000000000004,1.069446592893993,1.039026951469762,0.03041964142423081,0.029077951850161786
