Symbol,Date,Open,High,Low,Close,Volume,SFET SMA_x,SFET spanTwelveEMA_x,SFET spanTwntySixEMA_x,SFET_x,SFET_y,SFET SMA_y,SFET spanTwelveEMA_y,SFET spanTwntySixEMA_y,SFET_x,SFET_y
SFET,2020-10-13,1.1,1.1,1.08,1.08,30927,1.0799999999999996,1.039728250124008,1.0065787789617386,0.033149471162269295,0.02527821821422279,1.0800000000000003,1.043891427965628,1.025349107587343,0.01854232037828485,0.02527821821422278
SFET,2020-10-12,1.07,1.07,1.05,1.07,19692,1.0699999999999994,1.0324061137829184,1.0007050812786775,0.03170103250424061,0.023310404977211163,1.0700000000000005,1.0373262330502877,1.0209770361943304,0.01634919685595726,0.023310404977211152
SFET,2020-10-09,1.09,1.09,1.06,1.0698,29595,1.0697999999999992,1.0255708617434491,0.995161487780972,0.030409373962476893,0.021212748095453742,1.0698,1.03138554815034,1.0170551990898768,0.014330349060463153,0.021212748095453732
SFET,2020-10-08,1.08,1.08,1.06,1.0604,50774,1.0603999999999991,1.0175292002422578,0.9891904068034498,0.028338793438807963,0.0189135916286979,1.0604000000000002,1.0244011023594928,1.012835615017067,0.011565487342425795,0.018913591628697886
SFET,2020-10-07,1.04,1.09,1.04,1.04,65137,1.0399999999999996,1.009734509377214,0.9834936393477258,0.02624087002948805,0.01655729117617039,1.0400000000000005,1.0178558482430369,1.0090304642184322,0.008825384024604643,0.016557291176170368
SFET,2020-10-06,1.05,1.06,1.03,1.04,20161,1.0399999999999996,1.0042316929003436,0.9789731304955441,0.02525856240479973,0.014136396462840912,1.0400000000000005,1.01382963883268,1.0065529013559067,0.007276737476773266,0.01413639646284089
SFET,2020-10-05,1.05,1.06,1.0401,1.0471,19787,1.0470999999999997,0.9977283643367698,0.9740909809351874,0.02363738340158239,0.011355854977351231,1.0471000000000004,1.0090713913477127,1.0038771334643792,0.0051942578833334965,0.011355854977351233
SFET,2020-10-02,1.02,1.06,1.02,1.055,105899,1.0549999999999993,0.9887517033070916,0.9682502594100024,0.020501443897089192,0.008285472871293442,1.0550000000000002,1.0021570988654789,1.0004193041415297,0.0017377947239491929,0.008285472871293442
SFET,2020-10-01,1.0,1.04,1.0,1.0301,20905,1.0300999999999991,0.9767065584538356,0.9613102801628026,0.01539627829103296,0.0052314801148445065,1.0301000000000002,0.992549298659202,0.996052848472852,-0.0035035498136499754,0.005231480114844506
SFET,2020-09-30,1.02,1.07,1.015,1.0611,245046,1.0610999999999993,0.9669986599908966,0.9558071025758268,0.01119155741506983,0.0026902805707973913,1.0611000000000002,0.9857218984154204,0.99332907635068,-0.007607177935259669,0.0026902805707973913
SFET,2020-09-29,0.97,0.9767,0.962,0.972549,8971,0.9725489999999992,0.949889325443787,0.9473836707818928,0.0025056546618941193,0.0005649613597292813,0.972549,0.9720167890364059,0.9879074024587344,-0.01589061342232856,0.0005649613597292813
SFET,2020-09-28,0.97,0.97,0.93,0.950001,21859,0.9500009999999992,0.9457693846153846,0.9453704444444444,0.0003989401709402207,7.978803418804415e-05,0.9500010000000002,0.9719200234066616,0.9891360746554332,-0.01721605124877179,7.978803418804415e-05
SFET,2020-09-25,0.9301,0.9471,0.9301,0.945,23179,0.9449999999999992,0.945,0.945,0.0,0.0,0.9450000000000002,0.9759053003896908,0.992266880627868,-0.01636158023817702,0.0
SFET,2020-11-12,0.98,1.0,0.9797,0.9837,7910,,,,,,0.9837,0.9815244459150894,0.9960482310780974,-0.014523785163008009,
SFET,2020-11-11,0.9851,1.0,0.97,0.97,5221,,,,,,0.97,0.9811288906269238,0.9970360895643452,-0.01590719893742143,
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,,,,,,0.9851,0.9831523252863644,0.9991989767294928,-0.016046651443128338,
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,,,,,,0.9937,0.982798202611158,1.0003268948678523,-0.017528692256694182,
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,,,,,,1.0,0.9808160576313688,1.0008570464572806,-0.020040988825911762,
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,,,,,,0.9300000000000002,0.9773280681097994,1.0009256101738628,-0.02359754206406361,
SFET,2020-11-04,0.94,0.9497,0.92051,0.9209999999999999,10944,,,,,,0.9209999999999999,0.9859331714024904,1.006599658987772,-0.020666487585281668,
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,,,,,,0.941224,0.9977392025665794,1.0134476317067938,-0.01570842914021431,
SFET,2020-11-02,0.9221,0.96,0.9221,0.9440000000000001,15330,,,,,,0.9440000000000001,1.0080146939423211,1.0192255222433373,-0.011210828301016162,
SFET,2020-10-30,0.9755,0.9777,0.94,0.96,8633,,,,,,0.96,1.019653729204561,1.0252435640228044,-0.0055898348182430455,
SFET,2020-10-29,0.97,0.98,0.9520000000000001,0.9520000000000001,10423,,,,,,0.952,1.0304998617872088,1.0304630491446287,3.681264258004191e-05,
SFET,2020-10-28,0.9909,1.0,0.97,0.9998,39927,,,,,,0.9998,1.0447725639303376,1.0367400930761992,0.008032470854138607,
SFET,2020-10-27,1.02,1.02,1.0057,1.0066,12391,,,,,,1.0065999999999995,1.0529493937358536,1.0396953005222949,0.013254093213558749,
SFET,2020-10-26,1.0,1.0,0.99,0.999799,15688,,,,,,0.9997989999999995,1.0613765562332815,1.0423429245640785,0.019033631669203018,
SFET,2020-10-23,1.07,1.0738,1.04,1.05,87879,,,,,,1.0499999999999998,1.0725724755484236,1.0457464385292048,0.026826037019218815,
SFET,2020-10-22,1.06,1.0694,1.055,1.06,47787,,,,,,1.0599999999999998,1.0766765620117733,1.0454061536115409,0.031270408400232215,
SFET,2020-10-21,1.06,1.08,1.06,1.08,12760,,,,,,1.0799999999999996,1.079708664195732,1.0442386459004644,0.035470018295267636,
SFET,2020-10-20,1.08,1.0895,1.06,1.06,35552,,,,,,1.0599999999999996,1.0796556940495017,1.0413777375725015,0.03827795647700016,
SFET,2020-10-19,1.1,1.12,1.08,1.11,32417,,,,,,1.11,1.0832294566039566,1.0398879565783017,0.04334150002565496,
SFET,2020-10-16,1.11,1.12,1.09,1.1,29168,,,,,,1.1,1.0783620850774032,1.0342789931045655,0.04408309197283744,
SFET,2020-10-15,1.12,1.16,1.08,1.1212,151826,,,,,,1.1211999999999995,1.07442791872784,1.0290213125529308,0.045406606174908985,
SFET,2020-10-14,1.23,1.24,1.15,1.21,947598,,,,,,1.2099999999999995,1.0659239039510835,1.0216470175571657,0.04427688639391825,
SFET,2020-10-13,1.1,1.1,1.08,1.08,30927,,,,,,1.0799999999999996,1.039728250124008,1.0065787789617386,0.033149471162269295,
SFET,2020-10-12,1.07,1.07,1.05,1.07,19692,,,,,,1.0699999999999994,1.0324061137829184,1.0007050812786775,0.03170103250424061,
SFET,2020-10-09,1.09,1.09,1.06,1.0698,29595,,,,,,1.0697999999999992,1.0255708617434491,0.995161487780972,0.030409373962476893,
SFET,2020-10-08,1.08,1.08,1.06,1.0604,50774,,,,,,1.0603999999999991,1.0175292002422578,0.9891904068034498,0.028338793438807963,
SFET,2020-10-07,1.04,1.09,1.04,1.04,65137,,,,,,1.0399999999999996,1.009734509377214,0.9834936393477258,0.02624087002948805,
SFET,2020-10-06,1.05,1.06,1.03,1.04,20161,,,,,,1.0399999999999996,1.0042316929003436,0.978973130495544,0.02525856240479973,
SFET,2020-10-05,1.05,1.06,1.0401,1.0471,19787,,,,,,1.0470999999999997,0.9977283643367698,0.9740909809351874,0.02363738340158239,
SFET,2020-10-02,1.02,1.06,1.02,1.055,105899,,,,,,1.0549999999999993,0.9887517033070916,0.9682502594100024,0.020501443897089192,
SFET,2020-10-01,1.0,1.04,1.0,1.0301,20905,,,,,,1.0300999999999991,0.9767065584538356,0.9613102801628026,0.01539627829103296,
SFET,2020-09-30,1.02,1.07,1.015,1.0611,245046,,,,,,1.0610999999999993,0.9669986599908966,0.9558071025758268,0.01119155741506983,
SFET,2020-09-29,0.97,0.9767,0.9620000000000001,0.972549,8971,,,,,,0.9725489999999992,0.949889325443787,0.9473836707818928,0.0025056546618941193,
SFET,2020-09-28,0.97,0.97,0.93,0.950001,21859,,,,,,0.9500009999999992,0.9457693846153846,0.9453704444444444,0.0003989401709402207,
SFET,2020-09-25,0.9301,0.9471,0.9301,0.945,23179,,,,,,0.9449999999999992,0.945,0.945,0.0,
