Symbol,Date,Open,High,Low,Close,Volume,ABEV SMA,ABEV spanTwelveEMA,ABEV spanTwntySixEMA,ABEV_x,ABEV_y
ABEV,2021-02-23,2.68,2.7,2.66,2.6919,3133800,2.6919,2.797705436802913,2.8649908058384383,-0.06728536903552483,-0.06072740913900828
ABEV,2021-02-22,2.68,2.73,2.65,2.71,5664671,2.7099999999999995,2.8169427889488974,2.878838070305513,-0.0618952813566156,-0.05908791916487903
ABEV,2021-02-19,2.75,2.79,2.74,2.79,1248013,2.79,2.8363869323941517,2.8923451159299534,-0.055958183535802515,-0.05838607861694489
ABEV,2021-02-18,2.79,2.81,2.78,2.805,2050888,2.8050000000000006,2.8448209201021784,2.9005327252043505,-0.05571180510217122,-0.05899305238723071
ABEV,2021-02-17,2.86,2.88,2.84,2.845,914022,2.845,2.852061087393484,2.908175343220698,-0.056114255827214084,-0.05981336420849536
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.8400000000000003,2.8533449214650264,2.913229370678353,-0.0598844492133277,-0.060738141303815676
ABEV,2021-02-16,2.8,2.84,2.8,2.84,1096903,2.84,2.855771270822304,2.9190877203326218,-0.06331644951031823,-0.06095156432643788
ABEV,2021-02-12,2.77,2.79,2.76,2.78,2805146,2.78,2.8586387746081776,2.925414737959232,-0.06677596335105429,-0.0603603430304679
ABEV,2021-02-11,2.82,2.865,2.82,2.835,2325471,2.8349999999999995,2.872936733627846,2.9370479169959705,-0.06411118336812383,-0.0587564379503213
ABEV,2021-02-10,2.82,2.82,2.79,2.8,1377002,2.8,2.8798343215601827,2.9452117503556483,-0.0653774287954656,-0.057417751595870564
ABEV,2021-02-09,2.77,2.8,2.76,2.7788,3601691,2.7787999999999995,2.8943496527529438,2.9568286903841003,-0.062479037631157024,-0.055427832295971806
ABEV,2021-02-08,2.82,2.85,2.81,2.8115,6155561,2.8114999999999988,2.915358680526205,2.9710709856148285,-0.055712305088623015,-0.053665030962175606
ABEV,2021-02-05,2.94,2.97,2.94,2.945,1527800,2.944999999999999,2.9342420769855155,2.983836664464014,-0.0495945874784991,-0.05315321243056363
ABEV,2021-02-04,2.92,2.93,2.8736,2.895,1829895,2.8949999999999987,2.9322860909828816,2.9869435976211363,-0.05465750663825375,-0.05404286866857987
ABEV,2021-02-03,2.97,3.01,2.97,2.99,3071134,2.99,2.9390653802524973,2.9942990854308267,-0.05523370517833026,-0.053889209176161176
ABEV,2021-02-02,2.99,3.01,2.94,2.94,3167062,2.9399999999999995,2.929804540298405,2.994643012265293,-0.06483847196688775,-0.053553085175619124
ABEV,2021-02-01,2.86,2.865,2.8,2.83,1464964,2.83,2.927950820352661,2.9990144532465166,-0.07106363289385564,-0.05073173847780185
ABEV,2021-01-29,2.86,2.87,2.84,2.8589,2838726,2.8589,2.9457600604167813,3.0125356095062377,-0.06677554908945638,-0.0456487648737884
ABEV,2021-01-28,2.89,2.91,2.88,2.88,1472697,2.88,2.961552798674377,3.024826458266737,-0.06327365959235909,-0.040367068819871406
ABEV,2021-01-27,2.87,2.89,2.84,2.89,3155612,2.89,2.9763805802515373,3.0364125749280757,-0.06003199467653798,-0.03464042112674926
ABEV,2021-01-26,2.9,2.93,2.9,2.92,3689753,2.9199999999999995,2.9920861402972716,3.048125580922321,-0.05603944062504995,-0.02829252773930197
ABEV,2021-01-25,2.83,2.8301,2.79,2.795,1531049,2.795,3.0051927112604115,3.058375627396107,-0.05318291613569537,-0.02135579951786509
ABEV,2021-01-22,2.87,2.9,2.84,2.84,4417648,2.84,3.0434095678532134,3.0794456775877954,-0.03603610973458205,-0.013399020363407517
ABEV,2021-01-21,3.05,3.05,2.99,2.995,1514521,2.995,3.0803931256447066,3.0986013317948187,-0.01820820615011209,-0.007739748020613883
ABEV,2021-01-20,3.1,3.1,3.0701,3.09,1501677,3.09,3.0959191484891986,3.1068894383384045,-0.010970289849205894,-0.005122633488239331
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.0969953573054165,3.1082405934054766,-0.011245236100060564,-0.003660719397997689
ABEV,2021-01-19,3.08,3.08,3.04,3.0487,1773911,3.0487,3.1057763313609468,3.1130038408779157,-0.007227509516968489,-0.001764590222482081
ABEV,2021-01-15,3.1,3.11,3.0719,3.095,2291837,3.0950000000000006,3.1161538461538463,3.118148148148148,-0.001994301994301839,-0.00039886039886036787
ABEV,2021-01-14,3.11,3.13,3.1,3.12,1463177,3.120000000000001,3.12,3.12,0.0,0.0
