Symbol,Date,Open,High,Low,Close,Volume,TLSA SMA,TLSA spanTwelveEMA,TLSA spanTwntySixEMA,TLSA_x,TLSA_y
TLSA,2021-02-23,3.24,3.2799,2.7,2.9101,271808,2.9101,3.758100524679588,3.776009032407247,-0.017908507727659284,0.10489877231226953
TLSA,2021-02-22,3.72,3.72,3.5505,3.698,48485,3.698,3.9122824382576944,3.8452817549998266,0.06700068325786779,0.1356005923222516
TLSA,2021-02-19,3.82,3.82,3.74,3.78,38764,3.78,3.951242881577275,3.857064295399813,0.09417858617746198,0.15275056958834754
TLSA,2021-02-18,3.95,3.97,3.9,3.92,74296,3.92,3.9823779509549615,3.863229439031798,0.11914851192316345,0.1673935654410689
TLSA,2021-02-17,3.99,3.99,3.87,3.97,41269,3.97,3.993719396583137,3.8586877941543416,0.13503160242879453,0.17945482882054525
TLSA,2021-02-16,4.04,4.05,3.84,3.94,79796,3.94,3.9980320141437073,3.849782817686689,0.14824919645701762,0.19056063541848273
TLSA,2021-02-16,4.04,4.05,3.84,3.94,79796,3.94,4.008583289442563,3.842565443101624,0.16601784634093875,0.20113849515884877
TLSA,2021-02-12,4.02,4.07,3.86,4.0412,129506,4.0412,4.0210529784321185,3.8347706785497535,0.18628229988236497,0.20991865736332613
TLSA,2021-02-11,4.09,4.1,3.98,3.98,77814,3.98,4.017389883601596,3.818256332833735,0.19913355076786127,0.2158277467335664
TLSA,2021-02-10,4.19,4.22,4.12,4.1501,140490,4.1501,4.024188044256431,3.8053168394604335,0.2188712047959984,0.22000129572499277
TLSA,2021-02-09,3.98,4.14,3.9619999999999997,4.08,80140,4.08,4.001294961393965,3.7777341866172685,0.22356077477669697,0.22028381845724154
TLSA,2021-02-08,4.08,4.09,3.9,4.04,199292,4.040000000000001,3.9869849543746856,3.7535529215466488,0.2334320328280364,0.2194645793773778
TLSA,2021-02-05,4.1814,4.1814,4.0101,4.08,57762,4.080000000000001,3.9773458551700833,3.7306371552703816,0.2467086998997021,0.21597271601471302
TLSA,2021-02-04,4.31,4.35,4.13,4.1646,128822,4.164600000000002,3.958681465201008,3.7026881276920114,0.255993337508996,0.20828872004346582
TLSA,2021-02-03,4.21,4.4661,4.1925,4.325,392053,4.325000000000003,3.9212417316011914,3.665735177907373,0.2555065536938179,0.19636256567708313
TLSA,2021-02-02,4.98,4.99,4.32,4.47,1035179,4.4700000000000015,3.8478311373468617,3.6129939921399616,0.2348371452068996,0.1815765686728993
TLSA,2021-02-01,3.73,3.8,3.574,3.68,56757,3.6800000000000015,3.734709525955382,3.54443351151116,0.1902760144442226,0.16826142453939913
TLSA,2021-01-29,3.84,4.05,3.84,4.0199,116556,4.019900000000002,3.744656712492725,3.533588192432052,0.21106852006067234,0.1627577770631934
TLSA,2021-01-28,3.5,3.76,3.45,3.63,82567,3.6300000000000017,3.694612478400492,3.4946832478266163,0.199929230573876,0.1506800913138235
TLSA,2021-01-27,3.95,4.1857,3.8,3.925,246710,3.9250000000000016,3.706360201746037,3.483857907652746,0.2225022940932906,0.13836780649881048
TLSA,2021-01-26,3.81,4.09,3.78,4.07,132427,4.070000000000002,3.666607511154407,3.4485665402649657,0.21804097088944108,0.11733418460019031
TLSA,2021-01-25,3.91,3.9356,3.75,3.83,182262,3.830000000000002,3.5932634222733904,3.398851863486163,0.1944115587872268,0.0921574880278775
TLSA,2021-01-22,4.25,4.3,4.07,4.28,130684,4.280000000000003,3.55022040814128,3.364360012565056,0.18586039557622325,0.06659397033804006
TLSA,2021-01-21,4.34,4.445,4.0,4.1154,882510,4.115400000000002,3.417533209621512,3.2911088135702604,0.12642439605125144,0.036777364028494144
TLSA,2021-01-20,3.5,4.08,3.42,3.9999,504670,3.999900000000001,3.290648338643605,3.2251655186558814,0.06548281998772376,0.014365606022804817
TLSA,2021-01-19,3.11,3.145,3.0102,3.11,95141,3.1100000000000017,3.161693491124261,3.163186760148352,-0.0014932690240909707,0.001586302531575079
TLSA,2021-01-19,3.11,3.145,3.0102,3.11,95141,3.1100000000000017,3.171092307692308,3.1674417009602203,0.003650606732088058,0.0023561954204915914
TLSA,2021-01-15,3.16,3.3,3.1,3.29,88962,3.2900000000000023,3.1822,3.172037037037037,0.01016296296296293,0.002032592592592586
TLSA,2021-01-14,3.23,3.31,3.0,3.1626,319112,3.1626000000000016,3.1626,3.1626,0.0,0.0
