Symbol,Date,Open,High,Low,Close,Volume,AIV SMA,AIV spanTwelveEMA,AIV spanTwntySixEMA,AIV_x,AIV_y
AIV,2021-02-23,4.84,4.88,4.825,4.88,514541,4.88,4.860262682110101,4.8454138486483656,0.014848833461735822,0.013400803218279984
AIV,2021-02-22,4.84,4.88,4.83,4.84,289720,4.839999999999999,4.856674078857393,4.842646956540236,0.014027122317158636,0.013038795657416023
AIV,2021-02-19,4.82,4.84,4.76,4.8,371796,4.799999999999999,4.859705729558739,4.842858713063453,0.016847016495284528,0.012791713992480592
AIV,2021-02-18,4.9,4.94,4.88,4.905,257938,4.9049999999999985,4.870561316751235,4.8462874101085305,0.02427390664270579,0.011777888366779385
AIV,2021-02-17,4.89,4.9,4.8317,4.859,203566,4.858999999999999,4.864299737978731,4.841590402917212,0.02270933506152062,0.008653883797798006
AIV,2021-02-16,4.92,4.945,4.88,4.9009,564556,4.900899999999998,4.865263326702139,4.840197635150589,0.025065691551549918,0.005140020981867575
AIV,2021-02-16,4.92,4.945,4.88,4.9009,564556,4.900899999999998,4.858783931557073,4.835341445962636,0.023442485594436846,0.00015860333944698896
AIV,2021-02-12,4.85,4.91,4.84,4.8799,429826,4.879899999999999,4.85112646456745,4.830096761639648,0.0210297029278026,-0.0056623672243004755
AIV,2021-02-11,4.92,4.945,4.87,4.9417,357295,4.9417,4.845894912670623,4.826112502570818,0.019782410099804082,-0.01233538476232602
AIV,2021-02-10,4.91,4.96,4.9,4.955,634992,4.954999999999999,4.828475805883464,4.8168655027764835,0.011610303106979636,-0.02036483347785877
AIV,2021-02-09,4.9,4.94,4.86,4.93,293294,4.929999999999998,4.805471406953183,4.805814742998604,-0.0003433360454190293,-0.02835861762406859
AIV,2021-02-08,4.88,4.9,4.86,4.885,350049,4.884999999999998,4.782829844581036,4.795879922438491,-0.013050077857455378,-0.035362438018730534
AIV,2021-02-05,4.87,4.88,4.7658,4.81,1225700,4.809999999999997,4.7642534526866775,4.78875031623357,-0.024496863546891845,-0.04094052805904932
AIV,2021-02-04,4.82,4.92,4.8,4.855,553430,4.854999999999999,4.75593589862971,4.787050341532256,-0.031114442902545388,-0.04505144418708846
AIV,2021-02-03,4.86,4.89,4.82,4.85,346403,4.849999999999998,4.737924243835113,4.781614368854837,-0.043690125019725023,-0.04853569450822422
AIV,2021-02-02,4.75,4.825,4.68,4.78,484457,4.779999999999999,4.717546833623313,4.776143518363224,-0.05859668473990976,-0.049747086880349234
AIV,2021-02-01,4.64,4.66,4.5599,4.595,608269,4.595,4.706191712463917,4.7758349998322815,-0.06964328736836478,-0.04753468741545888
AIV,2021-01-29,4.73,4.73,4.5,4.59,868438,4.589999999999999,4.726408387457356,4.790301799818865,-0.0638934123615087,-0.0420075374272324
AIV,2021-01-28,4.6,4.69,4.6,4.655,479122,4.654999999999999,4.751209912449604,4.8063259438043735,-0.05511603135477117,-0.036536068693663326
AIV,2021-01-27,4.69,4.69,4.61,4.63,568867,4.63,4.768702623804077,4.818432019308724,-0.04972939550464695,-0.0318910780283868
AIV,2021-01-26,4.81,4.86,4.7721,4.82,427725,4.819999999999999,4.793921282677546,4.833506580853422,-0.03958529817587575,-0.027431498659321762
AIV,2021-01-25,4.81,4.825,4.68,4.71,430520,4.709999999999999,4.789179697709828,4.834587107321696,-0.04540740961186796,-0.024393048780183266
AIV,2021-01-22,4.75,4.76,4.66,4.675,816415,4.674999999999998,4.803576006384342,4.844554075907432,-0.04097806952308946,-0.01913945857226209
AIV,2021-01-21,4.8,4.8,4.71,4.735,484001,4.7349999999999985,4.826953462090586,4.858118401980025,-0.03116493988943958,-0.013679805834555022
AIV,2021-01-20,4.94,4.94,4.74,4.75,1031452,4.749999999999999,4.8436722733797835,4.867967874138428,-0.02429560075864501,-0.009308522320833883
AIV,2021-01-19,4.87,4.895,4.78,4.7917,499862,4.791699999999999,4.860703595812471,4.877405304069502,-0.0167017082570311,-0.005561752711381324
AIV,2021-01-19,4.87,4.895,4.78,4.7917,499862,4.791699999999998,4.873249704142012,4.884261728395061,-0.011012024253051143,-0.002776763824969102
AIV,2021-01-15,4.91,4.92,4.82,4.85,647558,4.849999999999997,4.888076923076921,4.891666666666667,-0.0035897435897442875,-0.0007179487179490352
AIV,2021-01-14,5.0,5.02,4.88,4.895,1444516,4.894999999999998,4.895,4.895,0.0,0.0
